Date,Timestamp,ISO8601,Distance (meter),Cumulative Distance (meter),Duration (second),Speed (m/s),Since start (second)
08:20:59.300,1781162459.300,2026-06-11T08:20:59.300+0100,8.183,7620.679,2.546,3.214,2288.066
08:21:01.847,1781162461.847,2026-06-11T08:21:01.847+0100,10.786,7631.465,2.546,4.235,2290.613
08:21:04.393,1781162464.393,2026-06-11T08:21:04.393+0100,8.513,7639.978,2.546,3.343,2293.159
08:21:06.940,1781162466.940,2026-06-11T08:21:06.940+0100,9.533,7649.511,2.546,3.743,2295.706
08:21:09.486,1781162469.486,2026-06-11T08:21:09.486+0100,6.923,7656.434,2.546,2.719,2298.252
08:21:12.033,1781162472.033,2026-06-11T08:21:12.033+0100,9.704,7666.137,2.546,3.811,2300.799
08:21:14.579,1781162474.579,2026-06-11T08:21:14.579+0100,6.748,7672.885,2.546,2.650,2303.345
08:21:17.126,1781162477.126,2026-06-11T08:21:17.126+0100,9.838,7682.723,2.546,3.863,2305.892
08:21:19.672,1781162479.672,2026-06-11T08:21:19.672+0100,8.566,7691.289,2.547,3.364,2308.438
08:21:22.219,1781162482.219,2026-06-11T08:21:22.219+0100,8.850,7700.139,2.546,3.476,2310.985
08:21:24.765,1781162484.765,2026-06-11T08:21:24.765+0100,10.111,7710.250,2.546,3.970,2313.531
08:21:27.312,1781162487.312,2026-06-11T08:21:27.312+0100,7.920,7718.170,2.547,3.110,2316.078
08:21:29.858,1781162489.858,2026-06-11T08:21:29.858+0100,9.025,7727.195,2.547,3.544,2318.624
08:21:32.405,1781162492.405,2026-06-11T08:21:32.405+0100,8.155,7735.351,2.547,3.203,2321.171
08:21:34.951,1781162494.951,2026-06-11T08:21:34.951+0100,8.770,7744.120,2.547,3.444,2323.717
08:21:37.498,1781162497.498,2026-06-11T08:21:37.498+0100,8.565,7752.685,2.547,3.363,2326.264
08:21:40.044,1781162500.044,2026-06-11T08:21:40.044+0100,7.521,7760.206,2.547,2.953,2328.810
08:21:42.591,1781162502.591,2026-06-11T08:21:42.591+0100,8.575,7768.781,2.547,3.367,2331.357
08:21:45.137,1781162505.137,2026-06-11T08:21:45.137+0100,8.070,7776.851,2.547,3.169,2333.903
08:21:47.684,1781162507.684,2026-06-11T08:21:47.684+0100,8.332,7785.183,2.547,3.272,2336.450
08:21:50.230,1781162510.230,2026-06-11T08:21:50.230+0100,10.808,7795.991,2.547,4.244,2338.996
08:21:52.777,1781162512.777,2026-06-11T08:21:52.777+0100,9.291,7805.283,2.547,3.649,2341.543
08:21:55.323,1781162515.323,2026-06-11T08:21:55.323+0100,9.998,7815.281,2.547,3.926,2344.089
08:21:57.870,1781162517.870,2026-06-11T08:21:57.870+0100,8.236,7823.518,2.547,3.234,2346.636
08:22:00.417,1781162520.417,2026-06-11T08:22:00.417+0100,8.311,7831.829,2.547,3.264,2349.182
08:22:02.963,1781162522.963,2026-06-11T08:22:02.963+0100,10.682,7842.511,2.547,4.195,2351.729
08:22:05.510,1781162525.510,2026-06-11T08:22:05.510+0100,9.441,7851.951,2.547,3.707,2354.275
08:22:08.056,1781162528.056,2026-06-11T08:22:08.056+0100,8.804,7860.756,2.547,3.457,2356.822
08:22:10.603,1781162530.603,2026-06-11T08:22:10.603+0100,8.149,7868.905,2.547,3.200,2359.368
08:22:13.149,1781162533.149,2026-06-11T08:22:13.149+0100,9.430,7878.335,2.547,3.703,2361.915
08:22:15.696,1781162535.696,2026-06-11T08:22:15.696+0100,11.182,7889.516,2.547,4.391,2364.461
08:22:18.242,1781162538.242,2026-06-11T08:22:18.242+0100,13.144,7902.660,2.547,5.162,2367.008
08:22:20.789,1781162540.789,2026-06-11T08:22:20.789+0100,11.976,7914.636,2.547,4.703,2369.554
08:22:23.335,1781162543.335,2026-06-11T08:22:23.335+0100,8.608,7923.244,2.547,3.380,2372.101
08:22:25.882,1781162545.882,2026-06-11T08:22:25.882+0100,12.524,7935.768,2.547,4.918,2374.647
08:22:28.428,1781162548.428,2026-06-11T08:22:28.428+0100,12.011,7947.779,2.547,4.717,2377.194
08:22:30.975,1781162550.975,2026-06-11T08:22:30.975+0100,10.063,7957.843,2.547,3.952,2379.740
08:22:33.521,1781162553.521,2026-06-11T08:22:33.521+0100,13.245,7971.087,2.547,5.201,2382.287
08:22:36.068,1781162556.068,2026-06-11T08:22:36.068+0100,10.943,7982.031,2.547,4.297,2384.833
08:22:38.614,1781162558.614,2026-06-11T08:22:38.614+0100,13.793,7995.823,2.547,5.416,2387.380
08:22:41.161,1781162561.161,2026-06-11T08:22:41.161+0100,10.565,8006.389,2.547,4.149,2389.926
08:22:43.707,1781162563.707,2026-06-11T08:22:43.707+0100,11.830,8018.219,2.547,4.646,2392.473
08:22:46.254,1781162566.254,2026-06-11T08:22:46.254+0100,11.954,8030.173,2.547,4.694,2395.019
08:22:48.800,1781162568.800,2026-06-11T08:22:48.800+0100,10.489,8040.662,2.547,4.119,2397.566
08:22:51.347,1781162571.347,2026-06-11T08:22:51.347+0100,13.740,8054.402,2.547,5.396,2400.112
08:22:53.893,1781162573.893,2026-06-11T08:22:53.893+0100,13.069,8067.471,2.547,5.132,2402.659
08:22:56.440,1781162576.440,2026-06-11T08:22:56.440+0100,11.887,8079.358,2.547,4.668,2405.205
08:22:58.986,1781162578.986,2026-06-11T08:22:58.986+0100,13.142,8092.500,2.547,5.161,2407.752
08:23:01.533,1781162581.533,2026-06-11T08:23:01.533+0100,12.605,8105.106,2.547,4.950,2410.298
08:23:04.079,1781162584.079,2026-06-11T08:23:04.079+0100,10.426,8115.532,2.547,4.094,2412.845
08:23:06.626,1781162586.626,2026-06-11T08:23:06.626+0100,12.576,8128.108,2.547,4.939,2415.391
08:23:09.172,1781162589.172,2026-06-11T08:23:09.172+0100,10.258,8138.366,2.547,4.028,2417.938
08:23:11.719,1781162591.719,2026-06-11T08:23:11.719+0100,11.927,8150.293,2.547,4.684,2420.484
08:23:14.265,1781162594.265,2026-06-11T08:23:14.265+0100,12.213,8162.507,2.547,4.796,2423.031
08:23:16.812,1781162596.812,2026-06-11T08:23:16.812+0100,11.983,8174.489,2.547,4.705,2425.577
08:23:19.358,1781162599.358,2026-06-11T08:23:19.358+0100,12.045,8186.534,2.547,4.730,2428.124
08:23:21.905,1781162601.905,2026-06-11T08:23:21.905+0100,10.530,8197.063,2.547,4.135,2430.670
08:23:24.451,1781162604.451,2026-06-11T08:23:24.451+0100,12.994,8210.058,2.547,5.103,2433.217
08:23:26.998,1781162606.998,2026-06-11T08:23:26.998+0100,11.665,8221.722,2.547,4.581,2435.763
08:23:29.544,1781162609.544,2026-06-11T08:23:29.544+0100,10.528,8232.250,2.547,4.134,2438.310
08:23:32.091,1781162612.091,2026-06-11T08:23:32.091+0100,11.667,8243.917,2.547,4.581,2440.857
08:23:34.637,1781162614.637,2026-06-11T08:23:34.637+0100,11.439,8255.355,2.547,4.492,2443.403
08:23:37.184,1781162617.184,2026-06-11T08:23:37.184+0100,11.885,8267.240,2.547,4.667,2445.950
08:23:39.730,1781162619.730,2026-06-11T08:23:39.730+0100,11.548,8278.788,2.547,4.535,2448.496
08:23:42.277,1781162622.277,2026-06-11T08:23:42.277+0100,10.804,8289.592,2.547,4.243,2451.043
08:23:44.823,1781162624.823,2026-06-11T08:23:44.823+0100,12.198,8301.790,2.547,4.790,2453.589
08:23:47.370,1781162627.370,2026-06-11T08:23:47.370+0100,12.322,8314.111,2.547,4.839,2456.136
08:23:49.916,1781162629.916,2026-06-11T08:23:49.916+0100,11.046,8325.157,2.547,4.338,2458.682
08:23:52.463,1781162632.463,2026-06-11T08:23:52.463+0100,11.378,8336.535,2.547,4.468,2461.229
08:23:55.009,1781162635.009,2026-06-11T08:23:55.009+0100,11.893,8348.428,2.547,4.670,2463.775
08:23:57.556,1781162637.556,2026-06-11T08:23:57.556+0100,12.046,8360.474,2.547,4.730,2466.322
08:24:00.102,1781162640.102,2026-06-11T08:24:00.102+0100,10.536,8371.010,2.547,4.138,2468.868
08:24:02.649,1781162642.649,2026-06-11T08:24:02.649+0100,11.678,8382.689,2.547,4.586,2471.415
08:24:05.195,1781162645.195,2026-06-11T08:24:05.195+0100,12.734,8395.422,2.547,5.000,2473.961
08:24:07.742,1781162647.742,2026-06-11T08:24:07.742+0100,12.146,8407.568,2.547,4.770,2476.508
08:24:10.288,1781162650.288,2026-06-11T08:24:10.288+0100,11.520,8419.088,2.547,4.524,2479.054
08:24:12.835,1781162652.835,2026-06-11T08:24:12.835+0100,11.300,8430.388,2.547,4.437,2481.601
08:24:15.381,1781162655.381,2026-06-11T08:24:15.381+0100,12.176,8442.564,2.547,4.781,2484.147
08:24:17.928,1781162657.928,2026-06-11T08:24:17.928+0100,11.288,8453.852,2.547,4.433,2486.694
08:24:20.474,1781162660.474,2026-06-11T08:24:20.474+0100,10.703,8464.554,2.547,4.203,2489.240
08:24:23.021,1781162663.021,2026-06-11T08:24:23.021+0100,12.546,8477.100,2.547,4.927,2491.787
08:24:25.567,1781162665.567,2026-06-11T08:24:25.567+0100,11.515,8488.616,2.547,4.522,2494.333
08:24:28.114,1781162668.114,2026-06-11T08:24:28.114+0100,11.127,8499.743,2.547,4.369,2496.880
08:24:30.660,1781162670.660,2026-06-11T08:24:30.660+0100,12.590,8512.333,2.547,4.944,2499.426
08:24:33.207,1781162673.207,2026-06-11T08:24:33.207+0100,8.626,8520.959,2.547,3.387,2501.973
08:24:35.753,1781162675.753,2026-06-11T08:24:35.753+0100,13.908,8534.867,2.547,5.462,2504.519
08:24:38.300,1781162678.300,2026-06-11T08:24:38.300+0100,10.528,8545.395,2.547,4.134,2507.066
08:24:40.846,1781162680.846,2026-06-11T08:24:40.846+0100,14.547,8559.942,2.547,5.712,2509.612
08:24:43.393,1781162683.393,2026-06-11T08:24:43.393+0100,12.294,8572.236,2.547,4.828,2512.159
08:24:45.940,1781162685.940,2026-06-11T08:24:45.940+0100,11.998,8584.234,2.547,4.712,2514.705
08:24:48.486,1781162688.486,2026-06-11T08:24:48.486+0100,10.183,8594.416,2.547,3.999,2517.252
08:24:51.033,1781162691.033,2026-06-11T08:24:51.033+0100,12.862,8607.279,2.547,5.051,2519.798
08:24:53.579,1781162693.579,2026-06-11T08:24:53.579+0100,11.263,8618.542,2.547,4.423,2522.345
08:24:56.126,1781162696.126,2026-06-11T08:24:56.126+0100,11.405,8629.947,2.547,4.479,2524.891
08:24:58.672,1781162698.672,2026-06-11T08:24:58.672+0100,10.729,8640.676,2.547,4.213,2527.438
08:25:01.219,1781162701.219,2026-06-11T08:25:01.219+0100,13.148,8653.823,2.547,5.163,2529.984
08:25:03.765,1781162703.765,2026-06-11T08:25:03.765+0100,10.115,8663.938,2.546,3.972,2532.531
08:25:06.312,1781162706.312,2026-06-11T08:25:06.312+0100,11.588,8675.526,2.546,4.551,2535.077
08:25:08.858,1781162708.858,2026-06-11T08:25:08.858+0100,11.338,8686.864,2.547,4.452,2537.624
08:25:11.405,1781162711.405,2026-06-11T08:25:11.405+0100,7.843,8694.707,2.547,3.080,2540.170
08:25:13.951,1781162713.951,2026-06-11T08:25:13.951+0100,7.536,8702.243,2.547,2.959,2542.717
08:25:16.498,1781162716.498,2026-06-11T08:25:16.498+0100,6.796,8709.039,2.547,2.669,2545.263
08:25:19.044,1781162719.044,2026-06-11T08:25:19.044+0100,8.146,8717.184,2.547,3.199,2547.810
08:25:21.591,1781162721.591,2026-06-11T08:25:21.591+0100,7.541,8724.725,2.547,2.961,2550.356
08:25:24.137,1781162724.137,2026-06-11T08:25:24.137+0100,7.646,8732.371,2.547,3.002,2552.903
08:25:26.684,1781162726.684,2026-06-11T08:25:26.684+0100,9.309,8741.680,2.547,3.656,2555.449
08:25:29.230,1781162729.230,2026-06-11T08:25:29.230+0100,8.641,8750.320,2.547,3.393,2557.996
08:25:31.777,1781162731.777,2026-06-11T08:25:31.777+0100,7.928,8758.249,2.547,3.113,2560.542
08:25:34.323,1781162734.323,2026-06-11T08:25:34.323+0100,9.045,8767.294,2.547,3.552,2563.089
08:25:36.870,1781162736.870,2026-06-11T08:25:36.870+0100,8.301,8775.594,2.547,3.260,2565.635
08:25:39.416,1781162739.416,2026-06-11T08:25:39.416+0100,8.603,8784.198,2.547,3.379,2568.182
08:25:41.963,1781162741.963,2026-06-11T08:25:41.963+0100,8.423,8792.621,2.547,3.308,2570.728
08:25:44.509,1781162744.509,2026-06-11T08:25:44.509+0100,10.842,8803.463,2.547,4.258,2573.275
08:25:47.056,1781162747.056,2026-06-11T08:25:47.056+0100,8.395,8811.858,2.547,3.297,2575.821
08:25:49.602,1781162749.602,2026-06-11T08:25:49.602+0100,7.753,8819.610,2.547,3.044,2578.368
08:25:52.149,1781162752.149,2026-06-11T08:25:52.149+0100,9.165,8828.775,2.547,3.599,2580.914
08:25:54.695,1781162754.695,2026-06-11T08:25:54.695+0100,9.089,8837.864,2.547,3.569,2583.461
08:25:57.242,1781162757.242,2026-06-11T08:25:57.242+0100,9.320,8847.184,2.547,3.660,2586.007
08:25:59.788,1781162759.788,2026-06-11T08:25:59.788+0100,8.917,8856.100,2.547,3.501,2588.554
08:26:02.335,1781162762.335,2026-06-11T08:26:02.335+0100,8.678,8864.779,2.547,3.408,2591.100
08:26:04.881,1781162764.881,2026-06-11T08:26:04.881+0100,8.663,8873.442,2.547,3.402,2593.647
08:26:07.428,1781162767.428,2026-06-11T08:26:07.428+0100,8.164,8881.605,2.547,3.206,2596.193
08:26:09.974,1781162769.974,2026-06-11T08:26:09.974+0100,8.988,8890.593,2.547,3.529,2598.740
08:26:12.521,1781162772.521,2026-06-11T08:26:12.521+0100,8.178,8898.771,2.547,3.212,2601.286
08:26:15.067,1781162775.067,2026-06-11T08:26:15.067+0100,9.216,8907.987,2.547,3.619,2603.833
08:26:17.614,1781162777.614,2026-06-11T08:26:17.614+0100,8.702,8916.689,2.547,3.417,2606.379
08:26:20.160,1781162780.160,2026-06-11T08:26:20.160+0100,8.672,8925.361,2.547,3.405,2608.926
08:26:22.707,1781162782.707,2026-06-11T08:26:22.707+0100,9.052,8934.412,2.547,3.555,2611.472
08:26:25.253,1781162785.253,2026-06-11T08:26:25.253+0100,8.645,8943.057,2.547,3.395,2614.019
08:26:27.800,1781162787.800,2026-06-11T08:26:27.800+0100,11.191,8954.248,2.547,4.394,2616.565
08:26:30.346,1781162790.346,2026-06-11T08:26:30.346+0100,7.842,8962.090,2.547,3.080,2619.112
08:26:32.893,1781162792.893,2026-06-11T08:26:32.893+0100,9.088,8971.178,2.547,3.569,2621.658
08:26:35.439,1781162795.439,2026-06-11T08:26:35.439+0100,9.761,8980.939,2.547,3.833,2624.205
08:26:37.986,1781162797.986,2026-06-11T08:26:37.986+0100,9.596,8990.535,2.547,3.768,2626.751
08:26:40.532,1781162800.532,2026-06-11T08:26:40.532+0100,8.124,8998.659,2.547,3.190,2629.298
08:26:43.079,1781162803.079,2026-06-11T08:26:43.079+0100,8.857,9007.516,2.547,3.478,2631.844
08:26:45.625,1781162805.625,2026-06-11T08:26:45.625+0100,9.230,9016.746,2.547,3.625,2634.391
08:26:48.172,1781162808.172,2026-06-11T08:26:48.172+0100,8.671,9025.417,2.547,3.405,2636.937
08:26:50.718,1781162810.718,2026-06-11T08:26:50.718+0100,9.782,9035.199,2.547,3.841,2639.484
08:26:53.265,1781162813.265,2026-06-11T08:26:53.265+0100,9.216,9044.415,2.547,3.619,2642.030
08:26:55.811,1781162815.811,2026-06-11T08:26:55.811+0100,7.907,9052.322,2.547,3.105,2644.577
08:26:58.358,1781162818.358,2026-06-11T08:26:58.358+0100,9.349,9061.671,2.547,3.671,2647.123
08:27:00.904,1781162820.904,2026-06-11T08:27:00.904+0100,10.656,9072.327,2.547,4.185,2649.670
08:27:03.451,1781162823.451,2026-06-11T08:27:03.451+0100,9.301,9081.628,2.547,3.652,2652.216
08:27:05.997,1781162825.997,2026-06-11T08:27:05.997+0100,9.308,9090.936,2.547,3.655,2654.763
08:27:08.544,1781162828.544,2026-06-11T08:27:08.544+0100,7.883,9098.820,2.547,3.096,2657.309
08:27:11.090,1781162831.090,2026-06-11T08:27:11.090+0100,9.778,9108.598,2.547,3.840,2659.856
08:27:13.637,1781162833.637,2026-06-11T08:27:13.637+0100,7.576,9116.174,2.547,2.975,2662.402
08:27:16.183,1781162836.183,2026-06-11T08:27:16.183+0100,9.450,9125.625,2.547,3.711,2664.949
08:27:18.730,1781162838.730,2026-06-11T08:27:18.730+0100,9.138,9134.763,2.547,3.589,2667.495
08:27:21.276,1781162841.276,2026-06-11T08:27:21.276+0100,8.843,9143.606,2.547,3.473,2670.042
08:27:23.823,1781162843.823,2026-06-11T08:27:23.823+0100,8.668,9152.274,2.547,3.404,2672.588
08:27:26.369,1781162846.369,2026-06-11T08:27:26.369+0100,9.303,9161.577,2.547,3.653,2675.135
08:27:28.916,1781162848.916,2026-06-11T08:27:28.916+0100,9.454,9171.032,2.546,3.713,2677.681
08:27:31.462,1781162851.462,2026-06-11T08:27:31.462+0100,7.649,9178.680,2.547,3.004,2680.228
08:27:34.009,1781162854.009,2026-06-11T08:27:34.009+0100,8.547,9187.227,2.546,3.356,2682.774
08:27:36.555,1781162856.555,2026-06-11T08:27:36.555+0100,10.183,9197.411,2.547,3.999,2685.321
08:27:39.102,1781162859.102,2026-06-11T08:27:39.102+0100,10.028,9207.439,2.546,3.938,2687.867
08:27:41.648,1781162861.648,2026-06-11T08:27:41.648+0100,12.139,9219.578,2.546,4.767,2690.414
08:27:44.195,1781162864.195,2026-06-11T08:27:44.195+0100,11.037,9230.616,2.546,4.334,2692.960
08:27:46.741,1781162866.741,2026-06-11T08:27:46.741+0100,12.792,9243.408,2.546,5.024,2695.507
08:27:49.288,1781162869.288,2026-06-11T08:27:49.288+0100,9.559,9252.967,2.546,3.754,2698.053
08:27:51.834,1781162871.834,2026-06-11T08:27:51.834+0100,11.885,9264.852,2.546,4.667,2700.600
08:27:54.381,1781162874.381,2026-06-11T08:27:54.381+0100,11.393,9276.245,2.546,4.474,2703.146
08:27:56.927,1781162876.927,2026-06-11T08:27:56.927+0100,13.280,9289.525,2.546,5.215,2705.693
08:27:59.474,1781162879.474,2026-06-11T08:27:59.474+0100,9.549,9299.074,2.546,3.750,2708.239
08:28:02.020,1781162882.020,2026-06-11T08:28:02.020+0100,12.355,9311.429,2.546,4.852,2710.786
08:28:04.567,1781162884.567,2026-06-11T08:28:04.567+0100,10.911,9322.340,2.546,4.285,2713.332
08:28:07.113,1781162887.113,2026-06-11T08:28:07.113+0100,11.801,9334.141,2.546,4.634,2715.879
08:28:09.660,1781162889.660,2026-06-11T08:28:09.660+0100,11.129,9345.270,2.546,4.370,2718.425
08:28:12.206,1781162892.206,2026-06-11T08:28:12.206+0100,11.838,9357.108,2.546,4.649,2720.972
08:28:14.753,1781162894.753,2026-06-11T08:28:14.753+0100,11.741,9368.849,2.546,4.610,2723.518
08:28:17.299,1781162897.299,2026-06-11T08:28:17.299+0100,12.809,9381.658,2.546,5.030,2726.065
08:28:19.846,1781162899.846,2026-06-11T08:28:19.846+0100,11.558,9393.217,2.546,4.539,2728.611
08:28:22.392,1781162902.392,2026-06-11T08:28:22.392+0100,10.824,9404.040,2.546,4.250,2731.158
08:28:24.939,1781162904.939,2026-06-11T08:28:24.939+0100,11.881,9415.921,2.546,4.665,2733.704
08:28:27.485,1781162907.485,2026-06-11T08:28:27.485+0100,11.409,9427.330,2.546,4.480,2736.251
08:28:30.032,1781162910.032,2026-06-11T08:28:30.032+0100,12.812,9440.141,2.546,5.031,2738.797
08:28:32.578,1781162912.578,2026-06-11T08:28:32.578+0100,12.151,9452.292,2.546,4.772,2741.344
08:28:35.125,1781162915.125,2026-06-11T08:28:35.125+0100,11.155,9463.447,2.546,4.380,2743.890
08:28:37.671,1781162917.671,2026-06-11T08:28:37.671+0100,12.530,9475.976,2.546,4.920,2746.437
08:28:40.218,1781162920.218,2026-06-11T08:28:40.218+0100,10.192,9486.168,2.546,4.002,2748.983
08:28:42.764,1781162922.764,2026-06-11T08:28:42.764+0100,10.852,9497.020,2.546,4.262,2751.530
08:28:45.311,1781162925.311,2026-06-11T08:28:45.311+0100,12.725,9509.745,2.546,4.997,2754.076
08:28:47.857,1781162927.857,2026-06-11T08:28:47.857+0100,12.543,9522.288,2.546,4.925,2756.623
08:28:50.404,1781162930.404,2026-06-11T08:28:50.404+0100,10.393,9532.681,2.546,4.081,2759.169
08:28:52.950,1781162932.950,2026-06-11T08:28:52.950+0100,13.147,9545.828,2.546,5.163,2761.716
08:28:55.496,1781162935.496,2026-06-11T08:28:55.496+0100,10.656,9556.484,2.546,4.184,2764.262
08:28:58.043,1781162938.043,2026-06-11T08:28:58.043+0100,9.818,9566.301,2.546,3.855,2766.809
08:29:00.589,1781162940.589,2026-06-11T08:29:00.589+0100,11.759,9578.060,2.546,4.618,2769.355
08:29:03.136,1781162943.136,2026-06-11T08:29:03.136+0100,10.551,9588.611,2.546,4.143,2771.902
08:29:05.682,1781162945.682,2026-06-11T08:29:05.682+0100,12.120,9600.731,2.546,4.759,2774.448
08:29:08.229,1781162948.229,2026-06-11T08:29:08.229+0100,10.518,9611.250,2.546,4.131,2776.995
08:29:10.775,1781162950.775,2026-06-11T08:29:10.775+0100,11.563,9622.813,2.546,4.541,2779.541
08:29:13.322,1781162953.322,2026-06-11T08:29:13.322+0100,15.943,9638.756,2.546,6.261,2782.088
08:29:15.868,1781162955.868,2026-06-11T08:29:15.868+0100,10.213,9648.969,2.546,4.011,2784.634
08:29:18.415,1781162958.415,2026-06-11T08:29:18.415+0100,10.635,9659.604,2.546,4.176,2787.181
08:29:20.961,1781162960.961,2026-06-11T08:29:20.961+0100,12.415,9672.019,2.546,4.875,2789.727
08:29:23.508,1781162963.508,2026-06-11T08:29:23.508+0100,9.926,9681.945,2.546,3.898,2792.274
08:29:26.054,1781162966.054,2026-06-11T08:29:26.054+0100,11.715,9693.660,2.546,4.600,2794.820
08:29:28.601,1781162968.601,2026-06-11T08:29:28.601+0100,11.261,9704.921,2.546,4.422,2797.367
08:29:31.147,1781162971.147,2026-06-11T08:29:31.147+0100,11.615,9716.536,2.546,4.561,2799.913
08:29:33.694,1781162973.694,2026-06-11T08:29:33.694+0100,12.510,9729.046,2.546,4.913,2802.459
08:29:36.240,1781162976.240,2026-06-11T08:29:36.240+0100,10.257,9739.304,2.546,4.028,2805.006
08:29:38.787,1781162978.787,2026-06-11T08:29:38.787+0100,10.691,9749.994,2.546,4.198,2807.552
08:29:41.333,1781162981.333,2026-06-11T08:29:41.333+0100,9.539,9759.533,2.546,3.746,2810.099
08:29:43.880,1781162983.880,2026-06-11T08:29:43.880+0100,12.210,9771.743,2.546,4.795,2812.645
08:29:46.426,1781162986.426,2026-06-11T08:29:46.426+0100,9.930,9781.673,2.546,3.900,2815.192
08:29:48.973,1781162988.973,2026-06-11T08:29:48.973+0100,9.016,9790.689,2.546,3.540,2817.738
08:29:51.519,1781162991.519,2026-06-11T08:29:51.519+0100,12.708,9803.397,2.546,4.990,2820.285
08:29:54.066,1781162994.066,2026-06-11T08:29:54.066+0100,11.764,9815.161,2.546,4.620,2822.831
08:29:56.612,1781162996.612,2026-06-11T08:29:56.612+0100,10.340,9825.501,2.546,4.060,2825.378
08:29:59.159,1781162999.159,2026-06-11T08:29:59.159+0100,12.104,9837.605,2.546,4.753,2827.924
08:30:01.705,1781163001.705,2026-06-11T08:30:01.705+0100,12.123,9849.728,2.546,4.761,2830.471
08:30:04.252,1781163004.252,2026-06-11T08:30:04.252+0100,9.933,9859.661,2.546,3.901,2833.017
08:30:06.798,1781163006.798,2026-06-11T08:30:06.798+0100,11.696,9871.357,2.546,4.593,2835.564
08:30:09.345,1781163009.345,2026-06-11T08:30:09.345+0100,13.424,9884.781,2.546,5.271,2838.110
08:30:11.891,1781163011.891,2026-06-11T08:30:11.891+0100,9.094,9893.874,2.546,3.571,2840.657
08:30:14.437,1781163014.437,2026-06-11T08:30:14.437+0100,8.968,9902.843,2.546,3.522,2843.203
08:30:16.984,1781163016.984,2026-06-11T08:30:16.984+0100,9.506,9912.348,2.546,3.733,2845.750
08:30:19.530,1781163019.530,2026-06-11T08:30:19.530+0100,9.968,9922.316,2.546,3.914,2848.296
08:30:22.077,1781163022.077,2026-06-11T08:30:22.077+0100,19.147,9941.463,2.546,7.519,2850.843
08:30:24.623,1781163024.623,2026-06-11T08:30:24.623+0100,12.326,9953.789,2.546,4.840,2853.389
08:30:27.170,1781163027.170,2026-06-11T08:30:27.170+0100,13.917,9967.706,2.546,5.465,2855.936
08:30:29.716,1781163029.716,2026-06-11T08:30:29.716+0100,7.398,9975.104,2.546,2.905,2858.482
08:30:32.263,1781163032.263,2026-06-11T08:30:32.263+0100,9.211,9984.315,2.546,3.617,2861.029
08:30:34.809,1781163034.809,2026-06-11T08:30:34.809+0100,12.108,9996.423,2.546,4.755,2863.575
08:30:37.356,1781163037.356,2026-06-11T08:30:37.356+0100,11.789,10008.212,2.546,4.630,2866.121
08:30:39.902,1781163039.902,2026-06-11T08:30:39.902+0100,10.172,10018.384,2.546,3.994,2868.668
08:30:42.449,1781163042.449,2026-06-11T08:30:42.449+0100,6.231,10024.615,2.546,2.447,2871.214
08:30:44.995,1781163044.995,2026-06-11T08:30:44.995+0100,6.976,10031.591,2.546,2.739,2873.761
08:30:47.542,1781163047.542,2026-06-11T08:30:47.542+0100,6.972,10038.562,2.546,2.738,2876.307
08:30:50.088,1781163050.088,2026-06-11T08:30:50.088+0100,7.804,10046.367,2.546,3.065,2878.854
08:30:52.635,1781163052.635,2026-06-11T08:30:52.635+0100,5.737,10052.103,2.546,2.253,2881.400
08:30:55.181,1781163055.181,2026-06-11T08:30:55.181+0100,1.731,10053.834,2.546,0.680,2883.947
08:30:57.728,1781163057.728,2026-06-11T08:30:57.728+0100,2.435,10056.269,2.546,0.956,2886.493
08:31:00.274,1781163060.274,2026-06-11T08:31:00.274+0100,6.014,10062.282,2.546,2.362,2889.040
08:31:02.821,1781163062.821,2026-06-11T08:31:02.821+0100,10.755,10073.037,2.546,4.223,2891.586
08:31:05.367,1781163065.367,2026-06-11T08:31:05.367+0100,6.702,10079.739,2.546,2.632,2894.133
08:31:07.914,1781163067.914,2026-06-11T08:31:07.914+0100,7.839,10087.579,2.546,3.079,2896.679
08:31:10.460,1781163070.460,2026-06-11T08:31:10.460+0100,10.525,10098.104,2.546,4.133,2899.226
08:31:13.007,1781163073.007,2026-06-11T08:31:13.007+0100,4.694,10102.797,2.546,1.843,2901.772
08:31:18.099,1781163078.099,2026-06-11T08:31:18.099+0100,7.659,10110.457,2.546,3.008,2906.865
08:31:20.646,1781163080.646,2026-06-11T08:31:20.646+0100,7.475,10117.932,2.546,2.936,2909.412
08:31:23.192,1781163083.192,2026-06-11T08:31:23.192+0100,8.017,10125.949,2.546,3.148,2911.958
08:31:25.739,1781163085.739,2026-06-11T08:31:25.739+0100,7.556,10133.505,2.546,2.967,2914.505
08:31:28.285,1781163088.285,2026-06-11T08:31:28.285+0100,9.222,10142.727,2.546,3.621,2917.051
08:31:30.832,1781163090.832,2026-06-11T08:31:30.832+0100,7.785,10150.512,2.546,3.057,2919.598
08:31:33.378,1781163093.378,2026-06-11T08:31:33.378+0100,7.408,10157.920,2.546,2.909,2922.144
08:31:35.925,1781163095.925,2026-06-11T08:31:35.925+0100,6.883,10164.803,2.546,2.703,2924.691
08:31:38.471,1781163098.471,2026-06-11T08:31:38.471+0100,8.938,10173.741,2.546,3.510,2927.237
08:31:41.018,1781163101.018,2026-06-11T08:31:41.018+0100,7.102,10180.843,2.546,2.789,2929.784
08:31:43.564,1781163103.564,2026-06-11T08:31:43.564+0100,7.410,10188.253,2.546,2.910,2932.330
