Date,Timestamp,ISO8601,VO (mm),Since start (second)
08:36:59.331,1781163419.331,2026-06-11T08:36:59.331+0100,98,3248.096
08:37:04.424,1781163424.424,2026-06-11T08:37:04.424+0100,97,3253.189
08:37:09.517,1781163429.517,2026-06-11T08:37:09.517+0100,97,3258.282
08:37:14.610,1781163434.610,2026-06-11T08:37:14.610+0100,99,3263.375
08:37:19.703,1781163439.703,2026-06-11T08:37:19.703+0100,98,3268.468
08:37:24.796,1781163444.796,2026-06-11T08:37:24.796+0100,98,3273.561
08:37:29.889,1781163449.889,2026-06-11T08:37:29.889+0100,98,3278.654
08:37:34.982,1781163454.982,2026-06-11T08:37:34.982+0100,99,3283.747
08:37:40.075,1781163460.075,2026-06-11T08:37:40.075+0100,96,3288.840
08:37:50.261,1781163470.261,2026-06-11T08:37:50.261+0100,98,3299.026
08:37:55.354,1781163475.354,2026-06-11T08:37:55.354+0100,99,3304.119
08:38:00.447,1781163480.447,2026-06-11T08:38:00.447+0100,102,3309.212
08:38:05.540,1781163485.540,2026-06-11T08:38:05.540+0100,98,3314.305
08:38:10.633,1781163490.633,2026-06-11T08:38:10.633+0100,98,3319.398
08:38:15.726,1781163495.726,2026-06-11T08:38:15.726+0100,98,3324.491
08:38:20.819,1781163500.819,2026-06-11T08:38:20.819+0100,103,3329.584
08:38:25.912,1781163505.912,2026-06-11T08:38:25.912+0100,99,3334.677
08:38:36.098,1781163516.098,2026-06-11T08:38:36.098+0100,99,3344.863
08:38:41.191,1781163521.191,2026-06-11T08:38:41.191+0100,93,3349.956
08:38:46.284,1781163526.284,2026-06-11T08:38:46.284+0100,89,3355.049
08:38:51.377,1781163531.377,2026-06-11T08:38:51.377+0100,91,3360.142
08:38:56.470,1781163536.470,2026-06-11T08:38:56.470+0100,89,3365.235
08:39:01.563,1781163541.563,2026-06-11T08:39:01.563+0100,91,3370.328
08:39:06.656,1781163546.656,2026-06-11T08:39:06.656+0100,90,3375.421
08:39:11.749,1781163551.749,2026-06-11T08:39:11.749+0100,89,3380.514
08:39:16.842,1781163556.842,2026-06-11T08:39:16.842+0100,88,3385.607
08:39:21.935,1781163561.935,2026-06-11T08:39:21.935+0100,89,3390.700
08:39:27.028,1781163567.028,2026-06-11T08:39:27.028+0100,92,3395.793
08:39:32.121,1781163572.121,2026-06-11T08:39:32.121+0100,88,3400.886
08:39:37.214,1781163577.214,2026-06-11T08:39:37.214+0100,89,3405.979
08:39:42.307,1781163582.307,2026-06-11T08:39:42.307+0100,91,3411.072
08:39:47.400,1781163587.400,2026-06-11T08:39:47.400+0100,92,3416.165
08:39:52.493,1781163592.493,2026-06-11T08:39:52.493+0100,90,3421.258
08:39:57.586,1781163597.586,2026-06-11T08:39:57.586+0100,91,3426.351
08:40:02.679,1781163602.679,2026-06-11T08:40:02.679+0100,90,3431.445
08:40:07.772,1781163607.772,2026-06-11T08:40:07.772+0100,92,3436.537
08:40:12.865,1781163612.865,2026-06-11T08:40:12.865+0100,93,3441.630
08:40:17.958,1781163617.958,2026-06-11T08:40:17.958+0100,89,3446.723
08:40:23.051,1781163623.051,2026-06-11T08:40:23.051+0100,90,3451.816
08:40:28.144,1781163628.144,2026-06-11T08:40:28.144+0100,90,3456.909
08:40:33.237,1781163633.237,2026-06-11T08:40:33.237+0100,91,3462.002
08:40:38.330,1781163638.330,2026-06-11T08:40:38.330+0100,92,3467.095
08:40:43.423,1781163643.423,2026-06-11T08:40:43.423+0100,92,3472.188
08:40:48.516,1781163648.516,2026-06-11T08:40:48.516+0100,92,3477.281
08:40:53.609,1781163653.609,2026-06-11T08:40:53.609+0100,95,3482.374
08:40:58.702,1781163658.702,2026-06-11T08:40:58.702+0100,91,3487.467
08:41:03.795,1781163663.795,2026-06-11T08:41:03.795+0100,93,3492.560
08:41:08.888,1781163668.888,2026-06-11T08:41:08.888+0100,89,3497.653
08:41:13.981,1781163673.981,2026-06-11T08:41:13.981+0100,90,3502.746
08:41:19.074,1781163679.074,2026-06-11T08:41:19.074+0100,91,3507.839
08:41:24.167,1781163684.167,2026-06-11T08:41:24.167+0100,92,3512.932
08:41:29.260,1781163689.260,2026-06-11T08:41:29.260+0100,91,3518.025
08:41:34.353,1781163694.353,2026-06-11T08:41:34.353+0100,92,3523.118
08:41:39.446,1781163699.446,2026-06-11T08:41:39.446+0100,92,3528.211
08:41:49.632,1781163709.632,2026-06-11T08:41:49.632+0100,98,3538.397
08:41:54.725,1781163714.725,2026-06-11T08:41:54.725+0100,99,3543.490
08:41:59.818,1781163719.818,2026-06-11T08:41:59.818+0100,98,3548.583
08:42:04.911,1781163724.911,2026-06-11T08:42:04.911+0100,96,3553.676
08:42:10.004,1781163730.004,2026-06-11T08:42:10.004+0100,99,3558.769
08:42:15.097,1781163735.097,2026-06-11T08:42:15.097+0100,99,3563.862
08:42:20.190,1781163740.190,2026-06-11T08:42:20.190+0100,97,3568.955
08:42:25.283,1781163745.283,2026-06-11T08:42:25.283+0100,97,3574.048
08:42:30.376,1781163750.376,2026-06-11T08:42:30.376+0100,99,3579.141
08:42:35.469,1781163755.469,2026-06-11T08:42:35.469+0100,101,3584.234
08:42:40.562,1781163760.562,2026-06-11T08:42:40.562+0100,98,3589.327
08:42:45.655,1781163765.655,2026-06-11T08:42:45.655+0100,98,3594.420
08:42:50.748,1781163770.748,2026-06-11T08:42:50.748+0100,98,3599.513
08:42:55.841,1781163775.841,2026-06-11T08:42:55.841+0100,97,3604.606
08:43:00.934,1781163780.934,2026-06-11T08:43:00.934+0100,99,3609.699
08:43:06.027,1781163786.027,2026-06-11T08:43:06.027+0100,98,3614.792
08:43:11.120,1781163791.120,2026-06-11T08:43:11.120+0100,103,3619.885
08:43:16.213,1781163796.213,2026-06-11T08:43:16.213+0100,100,3624.978
08:43:21.306,1781163801.306,2026-06-11T08:43:21.306+0100,99,3630.071
08:43:26.399,1781163806.399,2026-06-11T08:43:26.399+0100,98,3635.164
08:43:36.585,1781163816.585,2026-06-11T08:43:36.585+0100,99,3645.350
08:43:41.678,1781163821.678,2026-06-11T08:43:41.678+0100,99,3650.443
08:43:46.771,1781163826.771,2026-06-11T08:43:46.771+0100,102,3655.536
08:43:51.864,1781163831.864,2026-06-11T08:43:51.864+0100,96,3660.629
08:43:56.957,1781163836.957,2026-06-11T08:43:56.957+0100,99,3665.722
08:44:02.050,1781163842.050,2026-06-11T08:44:02.050+0100,99,3670.815
08:44:07.143,1781163847.143,2026-06-11T08:44:07.143+0100,99,3675.908
08:44:12.236,1781163852.236,2026-06-11T08:44:12.236+0100,93,3681.001
08:44:17.329,1781163857.329,2026-06-11T08:44:17.329+0100,92,3686.095
08:44:22.422,1781163862.422,2026-06-11T08:44:22.422+0100,91,3691.188
08:44:27.515,1781163867.515,2026-06-11T08:44:27.515+0100,88,3696.281
08:44:32.608,1781163872.608,2026-06-11T08:44:32.608+0100,91,3701.374
08:44:37.701,1781163877.701,2026-06-11T08:44:37.701+0100,88,3706.467
08:44:42.794,1781163882.794,2026-06-11T08:44:42.794+0100,88,3711.560
08:44:47.887,1781163887.887,2026-06-11T08:44:47.887+0100,86,3716.653
08:44:52.980,1781163892.980,2026-06-11T08:44:52.980+0100,87,3721.746
08:44:58.073,1781163898.073,2026-06-11T08:44:58.073+0100,85,3726.839
08:45:03.166,1781163903.166,2026-06-11T08:45:03.166+0100,87,3731.932
08:45:08.259,1781163908.259,2026-06-11T08:45:08.259+0100,87,3737.025
08:45:13.352,1781163913.352,2026-06-11T08:45:13.352+0100,89,3742.118
08:45:18.445,1781163918.445,2026-06-11T08:45:18.445+0100,89,3747.211
08:45:23.538,1781163923.538,2026-06-11T08:45:23.538+0100,90,3752.304
08:45:28.631,1781163928.631,2026-06-11T08:45:28.631+0100,93,3757.397
08:45:33.724,1781163933.724,2026-06-11T08:45:33.724+0100,87,3762.490
08:45:38.817,1781163938.817,2026-06-11T08:45:38.817+0100,91,3767.583
08:45:43.910,1781163943.910,2026-06-11T08:45:43.910+0100,89,3772.676
08:45:49.003,1781163949.003,2026-06-11T08:45:49.003+0100,92,3777.769
08:45:54.096,1781163954.096,2026-06-11T08:45:54.096+0100,91,3782.862
08:45:59.189,1781163959.189,2026-06-11T08:45:59.189+0100,96,3787.955
08:46:04.282,1781163964.282,2026-06-11T08:46:04.282+0100,89,3793.048
08:46:09.375,1781163969.375,2026-06-11T08:46:09.375+0100,96,3798.141
08:46:14.468,1781163974.468,2026-06-11T08:46:14.468+0100,98,3803.234
08:46:24.654,1781163984.654,2026-06-11T08:46:24.654+0100,92,3813.420
08:46:29.747,1781163989.747,2026-06-11T08:46:29.747+0100,92,3818.513
08:46:34.840,1781163994.840,2026-06-11T08:46:34.840+0100,94,3823.606
08:46:39.933,1781163999.933,2026-06-11T08:46:39.933+0100,90,3828.699
08:46:45.026,1781164005.026,2026-06-11T08:46:45.026+0100,86,3833.792
08:46:50.119,1781164010.119,2026-06-11T08:46:50.119+0100,91,3838.885
08:46:55.212,1781164015.212,2026-06-11T08:46:55.212+0100,92,3843.978
08:47:00.305,1781164020.305,2026-06-11T08:47:00.305+0100,96,3849.071
08:47:05.398,1781164025.398,2026-06-11T08:47:05.398+0100,91,3854.164
08:47:10.491,1781164030.491,2026-06-11T08:47:10.491+0100,92,3859.257
08:47:15.584,1781164035.584,2026-06-11T08:47:15.584+0100,92,3864.350
08:47:20.677,1781164040.677,2026-06-11T08:47:20.677+0100,100,3869.443
08:47:25.770,1781164045.770,2026-06-11T08:47:25.770+0100,100,3874.536
08:47:35.956,1781164055.956,2026-06-11T08:47:35.956+0100,93,3884.722
08:47:41.049,1781164061.049,2026-06-11T08:47:41.049+0100,93,3889.815
08:47:46.142,1781164066.142,2026-06-11T08:47:46.142+0100,95,3894.908
08:47:51.235,1781164071.235,2026-06-11T08:47:51.235+0100,98,3900.001
08:47:56.328,1781164076.328,2026-06-11T08:47:56.328+0100,99,3905.094
08:48:01.421,1781164081.421,2026-06-11T08:48:01.421+0100,97,3910.187
08:48:06.514,1781164086.514,2026-06-11T08:48:06.514+0100,99,3915.280
08:48:11.607,1781164091.607,2026-06-11T08:48:11.607+0100,101,3920.373
08:48:16.700,1781164096.700,2026-06-11T08:48:16.700+0100,105,3925.466
08:48:21.793,1781164101.793,2026-06-11T08:48:21.793+0100,100,3930.559
08:48:26.886,1781164106.886,2026-06-11T08:48:26.886+0100,101,3935.652
08:48:31.979,1781164111.979,2026-06-11T08:48:31.979+0100,97,3940.745
08:48:37.072,1781164117.072,2026-06-11T08:48:37.072+0100,100,3945.838
08:48:42.165,1781164122.165,2026-06-11T08:48:42.165+0100,97,3950.931
08:48:47.258,1781164127.258,2026-06-11T08:48:47.258+0100,101,3956.024
08:48:52.351,1781164132.351,2026-06-11T08:48:52.351+0100,99,3961.117
08:48:57.444,1781164137.444,2026-06-11T08:48:57.444+0100,102,3966.210
08:49:02.537,1781164142.537,2026-06-11T08:49:02.537+0100,99,3971.303
08:49:07.630,1781164147.630,2026-06-11T08:49:07.630+0100,99,3976.396
08:49:12.723,1781164152.723,2026-06-11T08:49:12.723+0100,97,3981.489
08:49:17.816,1781164157.816,2026-06-11T08:49:17.816+0100,97,3986.582
08:49:22.909,1781164162.909,2026-06-11T08:49:22.909+0100,98,3991.675
08:49:28.002,1781164168.002,2026-06-11T08:49:28.002+0100,103,3996.768
08:49:33.095,1781164173.095,2026-06-11T08:49:33.095+0100,97,4001.861
08:49:38.189,1781164178.189,2026-06-11T08:49:38.189+0100,97,4006.954
08:49:43.282,1781164183.282,2026-06-11T08:49:43.282+0100,100,4012.047
08:49:48.375,1781164188.375,2026-06-11T08:49:48.375+0100,100,4017.140
08:49:53.468,1781164193.468,2026-06-11T08:49:53.468+0100,96,4022.233
08:49:58.561,1781164198.561,2026-06-11T08:49:58.561+0100,98,4027.326
08:50:03.654,1781164203.654,2026-06-11T08:50:03.654+0100,98,4032.419
08:50:08.747,1781164208.747,2026-06-11T08:50:08.747+0100,98,4037.512
08:50:13.840,1781164213.840,2026-06-11T08:50:13.840+0100,98,4042.605
08:50:18.933,1781164218.933,2026-06-11T08:50:18.933+0100,102,4047.699
08:50:24.026,1781164224.026,2026-06-11T08:50:24.026+0100,97,4052.792
08:50:29.119,1781164229.119,2026-06-11T08:50:29.119+0100,101,4057.885
08:50:34.212,1781164234.212,2026-06-11T08:50:34.212+0100,101,4062.978
08:50:39.305,1781164239.305,2026-06-11T08:50:39.305+0100,99,4068.071
08:50:44.398,1781164244.398,2026-06-11T08:50:44.398+0100,99,4073.164
08:50:49.491,1781164249.491,2026-06-11T08:50:49.491+0100,95,4078.257
08:50:54.584,1781164254.584,2026-06-11T08:50:54.584+0100,97,4083.350
08:50:59.677,1781164259.677,2026-06-11T08:50:59.677+0100,96,4088.443
08:51:04.770,1781164264.770,2026-06-11T08:51:04.770+0100,97,4093.536
08:51:09.863,1781164269.863,2026-06-11T08:51:09.863+0100,100,4098.629
08:51:14.956,1781164274.956,2026-06-11T08:51:14.956+0100,98,4103.722
08:51:20.049,1781164280.049,2026-06-11T08:51:20.049+0100,96,4108.815
08:51:25.142,1781164285.142,2026-06-11T08:51:25.142+0100,98,4113.908
08:51:30.235,1781164290.235,2026-06-11T08:51:30.235+0100,100,4119.001
08:51:35.328,1781164295.328,2026-06-11T08:51:35.328+0100,101,4124.094
08:51:40.421,1781164300.421,2026-06-11T08:51:40.421+0100,99,4129.187
08:51:45.514,1781164305.514,2026-06-11T08:51:45.514+0100,97,4134.280
08:51:50.607,1781164310.607,2026-06-11T08:51:50.607+0100,97,4139.373
08:51:55.700,1781164315.700,2026-06-11T08:51:55.700+0100,99,4144.466
08:52:00.793,1781164320.793,2026-06-11T08:52:00.793+0100,99,4149.559
08:52:05.886,1781164325.886,2026-06-11T08:52:05.886+0100,97,4154.652
08:52:10.980,1781164330.980,2026-06-11T08:52:10.980+0100,96,4159.745
08:52:16.073,1781164336.073,2026-06-11T08:52:16.073+0100,99,4164.838
08:52:21.166,1781164341.166,2026-06-11T08:52:21.166+0100,96,4169.931
08:52:26.259,1781164346.259,2026-06-11T08:52:26.259+0100,101,4175.024
08:52:31.352,1781164351.352,2026-06-11T08:52:31.352+0100,99,4180.117
08:52:36.445,1781164356.445,2026-06-11T08:52:36.445+0100,100,4185.210
08:52:41.538,1781164361.538,2026-06-11T08:52:41.538+0100,97,4190.303
08:52:46.631,1781164366.631,2026-06-11T08:52:46.631+0100,98,4195.396
08:52:51.724,1781164371.724,2026-06-11T08:52:51.724+0100,97,4200.490
08:52:56.817,1781164376.817,2026-06-11T08:52:56.817+0100,102,4205.583
08:53:01.910,1781164381.910,2026-06-11T08:53:01.910+0100,101,4210.676
08:53:07.003,1781164387.003,2026-06-11T08:53:07.003+0100,103,4215.769
08:53:12.096,1781164392.096,2026-06-11T08:53:12.096+0100,102,4220.862
08:53:17.189,1781164397.189,2026-06-11T08:53:17.189+0100,99,4225.955
08:53:22.282,1781164402.282,2026-06-11T08:53:22.282+0100,100,4231.048
08:53:27.375,1781164407.375,2026-06-11T08:53:27.375+0100,100,4236.141
08:53:32.468,1781164412.468,2026-06-11T08:53:32.468+0100,100,4241.234
08:53:37.561,1781164417.561,2026-06-11T08:53:37.561+0100,96,4246.327
08:53:42.654,1781164422.654,2026-06-11T08:53:42.654+0100,97,4251.420
08:53:47.747,1781164427.747,2026-06-11T08:53:47.747+0100,94,4256.513
08:53:52.840,1781164432.840,2026-06-11T08:53:52.840+0100,98,4261.606
08:53:57.933,1781164437.933,2026-06-11T08:53:57.933+0100,99,4266.699
08:54:03.026,1781164443.026,2026-06-11T08:54:03.026+0100,99,4271.792
08:54:08.119,1781164448.119,2026-06-11T08:54:08.119+0100,97,4276.885
08:54:13.212,1781164453.212,2026-06-11T08:54:13.212+0100,96,4281.978
08:54:18.305,1781164458.305,2026-06-11T08:54:18.305+0100,95,4287.071
08:54:23.398,1781164463.398,2026-06-11T08:54:23.398+0100,96,4292.164
08:54:28.491,1781164468.491,2026-06-11T08:54:28.491+0100,98,4297.257
08:54:33.584,1781164473.584,2026-06-11T08:54:33.584+0100,101,4302.350
08:54:38.677,1781164478.677,2026-06-11T08:54:38.677+0100,102,4307.443
08:54:43.770,1781164483.770,2026-06-11T08:54:43.770+0100,101,4312.536
08:54:48.863,1781164488.863,2026-06-11T08:54:48.863+0100,100,4317.629
08:54:53.956,1781164493.956,2026-06-11T08:54:53.956+0100,98,4322.722
08:54:59.049,1781164499.049,2026-06-11T08:54:59.049+0100,96,4327.815
08:55:04.142,1781164504.142,2026-06-11T08:55:04.142+0100,98,4332.908
08:55:09.235,1781164509.235,2026-06-11T08:55:09.235+0100,97,4338.001
08:55:14.328,1781164514.328,2026-06-11T08:55:14.328+0100,99,4343.094
08:55:19.421,1781164519.421,2026-06-11T08:55:19.421+0100,96,4348.187
08:55:24.515,1781164524.515,2026-06-11T08:55:24.515+0100,96,4353.280
08:55:29.608,1781164529.608,2026-06-11T08:55:29.608+0100,100,4358.373
08:55:34.701,1781164534.701,2026-06-11T08:55:34.701+0100,99,4363.466
08:55:39.794,1781164539.794,2026-06-11T08:55:39.794+0100,97,4368.559
08:55:54.627,1781164554.627,2026-06-11T08:55:54.627+0100,,4383.393
