Date,Timestamp,ISO8601,Stride Length (mm),Since start (second)
08:19:32.720,1781162372.720,2026-06-11T08:19:32.720+0100,1550,2201.486
08:19:37.813,1781162377.813,2026-06-11T08:19:37.813+0100,1450,2206.578
08:19:42.906,1781162382.906,2026-06-11T08:19:42.906+0100,1460,2211.671
08:19:47.999,1781162387.999,2026-06-11T08:19:47.999+0100,1480,2216.764
08:19:53.092,1781162393.092,2026-06-11T08:19:53.092+0100,1520,2221.857
08:19:58.185,1781162398.185,2026-06-11T08:19:58.185+0100,1520,2226.950
08:20:08.371,1781162408.371,2026-06-11T08:20:08.371+0100,1380,2237.136
08:20:13.464,1781162413.464,2026-06-11T08:20:13.464+0100,1320,2242.229
08:20:18.557,1781162418.557,2026-06-11T08:20:18.557+0100,1270,2247.322
08:20:23.650,1781162423.650,2026-06-11T08:20:23.650+0100,1260,2252.415
08:20:28.743,1781162428.743,2026-06-11T08:20:28.743+0100,1270,2257.508
08:20:33.836,1781162433.836,2026-06-11T08:20:33.836+0100,1270,2262.601
08:20:38.929,1781162438.929,2026-06-11T08:20:38.929+0100,1260,2267.694
08:20:44.022,1781162444.022,2026-06-11T08:20:44.022+0100,1280,2272.787
08:20:49.114,1781162449.114,2026-06-11T08:20:49.114+0100,1290,2277.880
08:20:54.207,1781162454.207,2026-06-11T08:20:54.207+0100,1270,2282.973
08:20:59.300,1781162459.300,2026-06-11T08:20:59.300+0100,1300,2288.066
08:21:04.393,1781162464.393,2026-06-11T08:21:04.393+0100,1280,2293.159
08:21:09.486,1781162469.486,2026-06-11T08:21:09.486+0100,1270,2298.252
08:21:14.579,1781162474.579,2026-06-11T08:21:14.579+0100,1270,2303.345
08:21:19.672,1781162479.672,2026-06-11T08:21:19.672+0100,1300,2308.438
08:21:24.765,1781162484.765,2026-06-11T08:21:24.765+0100,1300,2313.531
08:21:29.858,1781162489.858,2026-06-11T08:21:29.858+0100,1310,2318.624
08:21:34.951,1781162494.951,2026-06-11T08:21:34.951+0100,1290,2323.717
08:21:40.044,1781162500.044,2026-06-11T08:21:40.044+0100,1160,2328.810
08:21:45.137,1781162505.137,2026-06-11T08:21:45.137+0100,1270,2333.903
08:21:50.230,1781162510.230,2026-06-11T08:21:50.230+0100,1200,2338.996
08:22:00.417,1781162520.417,2026-06-11T08:22:00.417+0100,1260,2349.182
08:22:05.510,1781162525.510,2026-06-11T08:22:05.510+0100,1260,2354.275
08:22:10.603,1781162530.603,2026-06-11T08:22:10.603+0100,1260,2359.368
08:22:15.696,1781162535.696,2026-06-11T08:22:15.696+0100,1260,2364.461
08:22:20.789,1781162540.789,2026-06-11T08:22:20.789+0100,1260,2369.554
08:22:25.882,1781162545.882,2026-06-11T08:22:25.882+0100,1390,2374.647
08:22:30.975,1781162550.975,2026-06-11T08:22:30.975+0100,1500,2379.740
08:22:36.068,1781162556.068,2026-06-11T08:22:36.068+0100,1510,2384.833
08:22:41.161,1781162561.161,2026-06-11T08:22:41.161+0100,1530,2389.926
08:22:46.254,1781162566.254,2026-06-11T08:22:46.254+0100,1560,2395.019
08:22:51.347,1781162571.347,2026-06-11T08:22:51.347+0100,1530,2400.112
08:22:56.440,1781162576.440,2026-06-11T08:22:56.440+0100,1560,2405.205
08:23:01.533,1781162581.533,2026-06-11T08:23:01.533+0100,1580,2410.298
08:23:06.626,1781162586.626,2026-06-11T08:23:06.626+0100,1590,2415.391
08:23:11.719,1781162591.719,2026-06-11T08:23:11.719+0100,1570,2420.484
08:23:16.812,1781162596.812,2026-06-11T08:23:16.812+0100,1560,2425.577
08:23:21.905,1781162601.905,2026-06-11T08:23:21.905+0100,1540,2430.670
08:23:26.998,1781162606.998,2026-06-11T08:23:26.998+0100,1550,2435.763
08:23:32.091,1781162612.091,2026-06-11T08:23:32.091+0100,1530,2440.857
08:23:37.184,1781162617.184,2026-06-11T08:23:37.184+0100,1520,2445.950
08:23:42.277,1781162622.277,2026-06-11T08:23:42.277+0100,1510,2451.043
08:23:47.370,1781162627.370,2026-06-11T08:23:47.370+0100,1510,2456.136
08:23:52.463,1781162632.463,2026-06-11T08:23:52.463+0100,1500,2461.229
08:23:57.556,1781162637.556,2026-06-11T08:23:57.556+0100,1510,2466.322
08:24:02.649,1781162642.649,2026-06-11T08:24:02.649+0100,1510,2471.415
08:24:07.742,1781162647.742,2026-06-11T08:24:07.742+0100,1510,2476.508
08:24:12.835,1781162652.835,2026-06-11T08:24:12.835+0100,1530,2481.601
08:24:17.928,1781162657.928,2026-06-11T08:24:17.928+0100,1530,2486.694
08:24:23.021,1781162663.021,2026-06-11T08:24:23.021+0100,1520,2491.787
08:24:28.114,1781162668.114,2026-06-11T08:24:28.114+0100,1520,2496.880
08:24:33.207,1781162673.207,2026-06-11T08:24:33.207+0100,1510,2501.973
08:24:43.393,1781162683.393,2026-06-11T08:24:43.393+0100,1520,2512.159
08:24:48.486,1781162688.486,2026-06-11T08:24:48.486+0100,1560,2517.252
08:24:53.579,1781162693.579,2026-06-11T08:24:53.579+0100,1560,2522.345
08:24:58.672,1781162698.672,2026-06-11T08:24:58.672+0100,1560,2527.438
08:25:03.765,1781162703.765,2026-06-11T08:25:03.765+0100,1570,2532.531
08:25:08.858,1781162708.858,2026-06-11T08:25:08.858+0100,1540,2537.624
08:25:13.951,1781162713.951,2026-06-11T08:25:13.951+0100,1540,2542.717
08:25:19.044,1781162719.044,2026-06-11T08:25:19.044+0100,1540,2547.810
08:25:24.137,1781162724.137,2026-06-11T08:25:24.137+0100,1130,2552.903
08:25:29.230,1781162729.230,2026-06-11T08:25:29.230+0100,1160,2557.996
08:25:34.323,1781162734.323,2026-06-11T08:25:34.323+0100,1200,2563.089
08:25:39.416,1781162739.416,2026-06-11T08:25:39.416+0100,1230,2568.182
08:25:44.509,1781162744.509,2026-06-11T08:25:44.509+0100,1220,2573.275
08:25:49.602,1781162749.602,2026-06-11T08:25:49.602+0100,1240,2578.368
08:25:54.695,1781162754.695,2026-06-11T08:25:54.695+0100,1240,2583.461
08:25:59.788,1781162759.788,2026-06-11T08:25:59.788+0100,1260,2588.554
08:26:04.881,1781162764.881,2026-06-11T08:26:04.881+0100,1280,2593.647
08:26:09.974,1781162769.974,2026-06-11T08:26:09.974+0100,1250,2598.740
08:26:20.160,1781162780.160,2026-06-11T08:26:20.160+0100,1230,2608.926
08:26:25.253,1781162785.253,2026-06-11T08:26:25.253+0100,1260,2614.019
08:26:30.346,1781162790.346,2026-06-11T08:26:30.346+0100,1270,2619.112
08:26:35.439,1781162795.439,2026-06-11T08:26:35.439+0100,1300,2624.205
08:26:40.532,1781162800.532,2026-06-11T08:26:40.532+0100,1320,2629.298
08:26:45.625,1781162805.625,2026-06-11T08:26:45.625+0100,1310,2634.391
08:26:50.718,1781162810.718,2026-06-11T08:26:50.718+0100,1310,2639.484
08:26:55.811,1781162815.811,2026-06-11T08:26:55.811+0100,1280,2644.577
08:27:00.904,1781162820.904,2026-06-11T08:27:00.904+0100,1280,2649.670
08:27:05.997,1781162825.997,2026-06-11T08:27:05.997+0100,1320,2654.763
08:27:11.090,1781162831.090,2026-06-11T08:27:11.090+0100,1290,2659.856
08:27:16.183,1781162836.183,2026-06-11T08:27:16.183+0100,1290,2664.949
08:27:21.276,1781162841.276,2026-06-11T08:27:21.276+0100,1310,2670.042
08:27:31.462,1781162851.462,2026-06-11T08:27:31.462+0100,1300,2680.228
08:27:36.555,1781162856.555,2026-06-11T08:27:36.555+0100,1300,2685.321
08:27:41.648,1781162861.648,2026-06-11T08:27:41.648+0100,1300,2690.414
08:27:46.741,1781162866.741,2026-06-11T08:27:46.741+0100,1470,2695.507
08:27:51.834,1781162871.834,2026-06-11T08:27:51.834+0100,1560,2700.600
08:27:56.927,1781162876.927,2026-06-11T08:27:56.927+0100,1530,2705.693
08:28:02.020,1781162882.020,2026-06-11T08:28:02.020+0100,1560,2710.786
08:28:07.113,1781162887.113,2026-06-11T08:28:07.113+0100,1540,2715.879
08:28:12.206,1781162892.206,2026-06-11T08:28:12.206+0100,1540,2720.972
08:28:17.299,1781162897.299,2026-06-11T08:28:17.299+0100,1540,2726.065
08:28:22.392,1781162902.392,2026-06-11T08:28:22.392+0100,1550,2731.158
08:28:27.485,1781162907.485,2026-06-11T08:28:27.485+0100,1540,2736.251
08:28:32.578,1781162912.578,2026-06-11T08:28:32.578+0100,1520,2741.344
08:28:37.671,1781162917.671,2026-06-11T08:28:37.671+0100,1540,2746.437
08:28:42.764,1781162922.764,2026-06-11T08:28:42.764+0100,1530,2751.530
08:28:47.857,1781162927.857,2026-06-11T08:28:47.857+0100,1500,2756.623
08:28:52.950,1781162932.950,2026-06-11T08:28:52.950+0100,1520,2761.716
08:28:58.043,1781162938.043,2026-06-11T08:28:58.043+0100,1520,2766.809
08:29:03.136,1781162943.136,2026-06-11T08:29:03.136+0100,1530,2771.902
08:29:08.229,1781162948.229,2026-06-11T08:29:08.229+0100,1530,2776.995
08:29:18.415,1781162958.415,2026-06-11T08:29:18.415+0100,1510,2787.181
08:29:23.508,1781162963.508,2026-06-11T08:29:23.508+0100,1500,2792.274
08:29:28.601,1781162968.601,2026-06-11T08:29:28.601+0100,1490,2797.367
08:29:33.694,1781162973.694,2026-06-11T08:29:33.694+0100,1520,2802.459
08:29:38.787,1781162978.787,2026-06-11T08:29:38.787+0100,1520,2807.552
08:29:43.880,1781162983.880,2026-06-11T08:29:43.880+0100,1510,2812.645
08:29:48.973,1781162988.973,2026-06-11T08:29:48.973+0100,1520,2817.738
08:29:54.066,1781162994.066,2026-06-11T08:29:54.066+0100,1470,2822.831
08:29:59.159,1781162999.159,2026-06-11T08:29:59.159+0100,1490,2827.924
08:30:04.252,1781163004.252,2026-06-11T08:30:04.252+0100,1520,2833.017
08:30:09.345,1781163009.345,2026-06-11T08:30:09.345+0100,1520,2838.110
08:30:14.437,1781163014.437,2026-06-11T08:30:14.437+0100,1540,2843.203
08:30:19.530,1781163019.530,2026-06-11T08:30:19.530+0100,1490,2848.296
08:30:24.623,1781163024.623,2026-06-11T08:30:24.623+0100,1520,2853.389
08:30:29.716,1781163029.716,2026-06-11T08:30:29.716+0100,1510,2858.482
08:30:34.809,1781163034.809,2026-06-11T08:30:34.809+0100,1510,2863.575
08:30:44.995,1781163044.995,2026-06-11T08:30:44.995+0100,1530,2873.761
08:30:50.088,1781163050.088,2026-06-11T08:30:50.088+0100,1090,2878.854
08:30:55.181,1781163055.181,2026-06-11T08:30:55.181+0100,1070,2883.947
08:31:00.274,1781163060.274,2026-06-11T08:31:00.274+0100,890,2889.040
08:31:05.367,1781163065.367,2026-06-11T08:31:05.367+0100,870,2894.133
08:31:10.460,1781163070.460,2026-06-11T08:31:10.460+0100,910,2899.226
08:31:20.646,1781163080.646,2026-06-11T08:31:20.646+0100,940,2909.412
08:31:25.739,1781163085.739,2026-06-11T08:31:25.739+0100,960,2914.505
08:31:30.832,1781163090.832,2026-06-11T08:31:30.832+0100,980,2919.598
08:31:35.925,1781163095.925,2026-06-11T08:31:35.925+0100,1010,2924.691
08:31:41.018,1781163101.018,2026-06-11T08:31:41.018+0100,1030,2929.784
08:31:46.111,1781163106.111,2026-06-11T08:31:46.111+0100,1030,2934.877
08:31:51.204,1781163111.204,2026-06-11T08:31:51.204+0100,970,2939.970
08:31:56.297,1781163116.297,2026-06-11T08:31:56.297+0100,960,2945.063
08:32:01.390,1781163121.390,2026-06-11T08:32:01.390+0100,970,2950.156
08:32:06.483,1781163126.483,2026-06-11T08:32:06.483+0100,1220,2955.249
08:32:11.576,1781163131.576,2026-06-11T08:32:11.576+0100,1260,2960.342
08:32:16.669,1781163136.669,2026-06-11T08:32:16.669+0100,1040,2965.435
08:32:26.855,1781163146.855,2026-06-11T08:32:26.855+0100,1050,2975.621
08:32:31.948,1781163151.948,2026-06-11T08:32:31.948+0100,1150,2980.714
08:32:37.041,1781163157.041,2026-06-11T08:32:37.041+0100,1180,2985.807
08:32:42.134,1781163162.134,2026-06-11T08:32:42.134+0100,1080,2990.900
08:32:47.227,1781163167.227,2026-06-11T08:32:47.227+0100,1090,2995.993
08:32:52.320,1781163172.320,2026-06-11T08:32:52.320+0100,1100,3001.086
08:32:57.413,1781163177.413,2026-06-11T08:32:57.413+0100,1210,3006.179
08:33:02.506,1781163182.506,2026-06-11T08:33:02.506+0100,1140,3011.272
08:33:12.692,1781163192.692,2026-06-11T08:33:12.692+0100,1120,3021.458
08:33:17.785,1781163197.785,2026-06-11T08:33:17.785+0100,1300,3026.551
08:33:22.878,1781163202.878,2026-06-11T08:33:22.878+0100,1640,3031.644
08:33:27.971,1781163207.971,2026-06-11T08:33:27.971+0100,1630,3036.737
08:33:33.064,1781163213.064,2026-06-11T08:33:33.064+0100,1630,3041.830
08:33:38.157,1781163218.157,2026-06-11T08:33:38.157+0100,1680,3046.923
08:33:43.250,1781163223.250,2026-06-11T08:33:43.250+0100,1680,3052.016
08:33:48.343,1781163228.343,2026-06-11T08:33:48.343+0100,1700,3057.109
08:33:53.436,1781163233.436,2026-06-11T08:33:53.436+0100,1710,3062.202
08:33:58.529,1781163238.529,2026-06-11T08:33:58.529+0100,1640,3067.295
08:34:03.622,1781163243.622,2026-06-11T08:34:03.622+0100,1620,3072.388
08:34:08.715,1781163248.715,2026-06-11T08:34:08.715+0100,1600,3077.481
08:34:13.808,1781163253.808,2026-06-11T08:34:13.808+0100,1590,3082.574
08:34:18.901,1781163258.901,2026-06-11T08:34:18.901+0100,1530,3087.667
08:34:23.994,1781163263.994,2026-06-11T08:34:23.994+0100,1520,3092.760
08:34:29.087,1781163269.087,2026-06-11T08:34:29.087+0100,1480,3097.853
08:34:34.180,1781163274.180,2026-06-11T08:34:34.180+0100,1500,3102.946
08:34:39.273,1781163279.273,2026-06-11T08:34:39.273+0100,1510,3108.039
08:34:44.366,1781163284.366,2026-06-11T08:34:44.366+0100,1520,3113.132
08:34:49.459,1781163289.459,2026-06-11T08:34:49.459+0100,1480,3118.225
08:34:54.552,1781163294.552,2026-06-11T08:34:54.552+0100,1470,3123.318
08:34:59.645,1781163299.645,2026-06-11T08:34:59.645+0100,1470,3128.411
08:35:04.738,1781163304.738,2026-06-11T08:35:04.738+0100,1510,3133.504
08:35:09.831,1781163309.831,2026-06-11T08:35:09.831+0100,1500,3138.597
08:35:14.924,1781163314.924,2026-06-11T08:35:14.924+0100,1500,3143.690
08:35:20.017,1781163320.017,2026-06-11T08:35:20.017+0100,1450,3148.783
08:35:25.110,1781163325.110,2026-06-11T08:35:25.110+0100,1480,3153.876
08:35:30.203,1781163330.203,2026-06-11T08:35:30.203+0100,1480,3158.969
08:35:35.296,1781163335.296,2026-06-11T08:35:35.296+0100,1460,3164.062
08:35:40.389,1781163340.389,2026-06-11T08:35:40.389+0100,1460,3169.155
08:35:45.482,1781163345.482,2026-06-11T08:35:45.482+0100,1470,3174.248
08:35:50.575,1781163350.575,2026-06-11T08:35:50.575+0100,1470,3179.341
08:35:55.668,1781163355.668,2026-06-11T08:35:55.668+0100,1480,3184.434
08:36:00.761,1781163360.761,2026-06-11T08:36:00.761+0100,1500,3189.527
08:36:05.854,1781163365.854,2026-06-11T08:36:05.854+0100,1470,3194.620
08:36:10.947,1781163370.947,2026-06-11T08:36:10.947+0100,1470,3199.713
08:36:21.133,1781163381.133,2026-06-11T08:36:21.133+0100,1470,3209.899
08:36:26.226,1781163386.226,2026-06-11T08:36:26.226+0100,1290,3214.992
08:36:31.319,1781163391.319,2026-06-11T08:36:31.319+0100,1260,3220.085
08:36:36.412,1781163396.412,2026-06-11T08:36:36.412+0100,1260,3225.178
08:36:41.505,1781163401.505,2026-06-11T08:36:41.505+0100,1270,3230.271
08:36:46.598,1781163406.598,2026-06-11T08:36:46.598+0100,1270,3235.364
08:36:51.691,1781163411.691,2026-06-11T08:36:51.691+0100,1280,3240.457
08:36:56.784,1781163416.784,2026-06-11T08:36:56.784+0100,1270,3245.550
08:37:01.877,1781163421.877,2026-06-11T08:37:01.877+0100,1330,3250.643
08:37:06.970,1781163426.970,2026-06-11T08:37:06.970+0100,1320,3255.736
08:37:12.063,1781163432.063,2026-06-11T08:37:12.063+0100,1300,3260.829
08:37:17.156,1781163437.156,2026-06-11T08:37:17.156+0100,1310,3265.922
08:37:22.249,1781163442.249,2026-06-11T08:37:22.249+0100,1290,3271.015
08:37:32.435,1781163452.435,2026-06-11T08:37:32.435+0100,1290,3281.201
08:37:37.528,1781163457.528,2026-06-11T08:37:37.528+0100,1290,3286.294
08:37:42.621,1781163462.621,2026-06-11T08:37:42.621+0100,1270,3291.387
08:37:47.714,1781163467.714,2026-06-11T08:37:47.714+0100,1300,3296.480
08:37:52.807,1781163472.807,2026-06-11T08:37:52.807+0100,1300,3301.573
08:37:57.900,1781163477.900,2026-06-11T08:37:57.900+0100,1270,3306.666
08:38:02.993,1781163482.993,2026-06-11T08:38:02.993+0100,1290,3311.759
08:38:08.086,1781163488.086,2026-06-11T08:38:08.086+0100,1290,3316.852
08:38:18.272,1781163498.272,2026-06-11T08:38:18.272+0100,1310,3327.038
08:38:23.365,1781163503.365,2026-06-11T08:38:23.365+0100,1340,3332.131
08:38:28.458,1781163508.458,2026-06-11T08:38:28.458+0100,1300,3337.224
08:38:33.551,1781163513.551,2026-06-11T08:38:33.551+0100,1300,3342.317
08:38:38.644,1781163518.644,2026-06-11T08:38:38.644+0100,1300,3347.410
08:38:43.737,1781163523.737,2026-06-11T08:38:43.737+0100,1390,3352.503
08:38:48.830,1781163528.830,2026-06-11T08:38:48.830+0100,1570,3357.596
08:38:53.923,1781163533.923,2026-06-11T08:38:53.923+0100,1540,3362.689
08:38:59.016,1781163539.016,2026-06-11T08:38:59.016+0100,1570,3367.782
08:39:04.109,1781163544.109,2026-06-11T08:39:04.109+0100,1550,3372.875
08:39:09.202,1781163549.202,2026-06-11T08:39:09.202+0100,1530,3377.968
08:39:14.295,1781163554.295,2026-06-11T08:39:14.295+0100,1500,3383.061
08:39:19.388,1781163559.388,2026-06-11T08:39:19.388+0100,1510,3388.154
08:39:24.481,1781163564.481,2026-06-11T08:39:24.481+0100,1500,3393.247
08:39:29.574,1781163569.574,2026-06-11T08:39:29.574+0100,1480,3398.340
08:39:34.667,1781163574.667,2026-06-11T08:39:34.667+0100,1460,3403.433
08:39:39.760,1781163579.760,2026-06-11T08:39:39.760+0100,1460,3408.526
08:39:44.853,1781163584.853,2026-06-11T08:39:44.853+0100,1480,3413.619
08:39:49.946,1781163589.946,2026-06-11T08:39:49.946+0100,1480,3418.712
08:39:55.039,1781163595.039,2026-06-11T08:39:55.039+0100,1500,3423.805
08:40:00.132,1781163600.132,2026-06-11T08:40:00.132+0100,1480,3428.898
08:40:05.225,1781163605.225,2026-06-11T08:40:05.225+0100,1480,3433.991
08:40:10.318,1781163610.318,2026-06-11T08:40:10.318+0100,1490,3439.084
08:40:15.411,1781163615.411,2026-06-11T08:40:15.411+0100,1490,3444.177
08:40:20.504,1781163620.504,2026-06-11T08:40:20.504+0100,1470,3449.270
08:40:25.597,1781163625.597,2026-06-11T08:40:25.597+0100,1480,3454.363
08:40:30.690,1781163630.690,2026-06-11T08:40:30.690+0100,1460,3459.456
08:40:35.783,1781163635.783,2026-06-11T08:40:35.783+0100,1440,3464.549
08:40:40.876,1781163640.876,2026-06-11T08:40:40.876+0100,1450,3469.642
08:40:45.969,1781163645.969,2026-06-11T08:40:45.969+0100,1460,3474.735
08:40:51.062,1781163651.062,2026-06-11T08:40:51.062+0100,1470,3479.828
08:40:56.155,1781163656.155,2026-06-11T08:40:56.155+0100,1460,3484.921
08:41:01.248,1781163661.248,2026-06-11T08:41:01.248+0100,1470,3490.014
08:41:06.341,1781163666.341,2026-06-11T08:41:06.341+0100,1450,3495.107
08:41:11.434,1781163671.434,2026-06-11T08:41:11.434+0100,1490,3500.200
08:41:16.527,1781163676.527,2026-06-11T08:41:16.527+0100,1460,3505.293
08:41:21.620,1781163681.620,2026-06-11T08:41:21.620+0100,1460,3510.386
08:41:31.806,1781163691.806,2026-06-11T08:41:31.806+0100,1490,3520.572
08:41:36.899,1781163696.899,2026-06-11T08:41:36.899+0100,1470,3525.665
08:41:41.992,1781163701.992,2026-06-11T08:41:41.992+0100,1470,3530.758
08:41:47.085,1781163707.085,2026-06-11T08:41:47.085+0100,1470,3535.851
08:41:52.178,1781163712.178,2026-06-11T08:41:52.178+0100,1340,3540.944
08:41:57.271,1781163717.271,2026-06-11T08:41:57.271+0100,1250,3546.037
08:42:02.364,1781163722.364,2026-06-11T08:42:02.364+0100,1230,3551.130
08:42:07.457,1781163727.457,2026-06-11T08:42:07.457+0100,1230,3556.223
08:42:12.550,1781163732.550,2026-06-11T08:42:12.550+0100,1240,3561.316
08:42:17.643,1781163737.643,2026-06-11T08:42:17.643+0100,1250,3566.409
08:42:22.736,1781163742.736,2026-06-11T08:42:22.736+0100,1270,3571.502
08:42:27.829,1781163747.829,2026-06-11T08:42:27.829+0100,1300,3576.595
08:42:32.922,1781163752.922,2026-06-11T08:42:32.922+0100,1280,3581.688
08:42:38.015,1781163758.015,2026-06-11T08:42:38.015+0100,1280,3586.781
08:42:43.108,1781163763.108,2026-06-11T08:42:43.108+0100,1270,3591.874
08:42:48.201,1781163768.201,2026-06-11T08:42:48.201+0100,1260,3596.967
08:42:58.387,1781163778.387,2026-06-11T08:42:58.387+0100,1230,3607.153
08:43:03.480,1781163783.480,2026-06-11T08:43:03.480+0100,1210,3612.246
08:43:08.573,1781163788.573,2026-06-11T08:43:08.573+0100,1260,3617.339
08:43:13.666,1781163793.666,2026-06-11T08:43:13.666+0100,1230,3622.432
08:43:18.759,1781163798.759,2026-06-11T08:43:18.759+0100,1260,3627.525
08:43:23.852,1781163803.852,2026-06-11T08:43:23.852+0100,1260,3632.618
08:43:28.945,1781163808.945,2026-06-11T08:43:28.945+0100,1230,3637.711
08:43:34.038,1781163814.038,2026-06-11T08:43:34.038+0100,1250,3642.804
08:43:39.131,1781163819.131,2026-06-11T08:43:39.131+0100,1250,3647.897
08:43:49.317,1781163829.317,2026-06-11T08:43:49.317+0100,1140,3658.083
08:43:54.410,1781163834.410,2026-06-11T08:43:54.410+0100,1230,3663.176
08:43:59.503,1781163839.503,2026-06-11T08:43:59.503+0100,1230,3668.269
08:44:04.596,1781163844.596,2026-06-11T08:44:04.596+0100,1230,3673.362
08:44:09.689,1781163849.689,2026-06-11T08:44:09.689+0100,1290,3678.455
08:44:14.782,1781163854.782,2026-06-11T08:44:14.782+0100,1370,3683.548
08:44:19.875,1781163859.875,2026-06-11T08:44:19.875+0100,1620,3688.641
08:44:24.968,1781163864.968,2026-06-11T08:44:24.968+0100,1510,3693.734
08:44:30.061,1781163870.061,2026-06-11T08:44:30.061+0100,1440,3698.827
08:44:35.154,1781163875.154,2026-06-11T08:44:35.154+0100,1490,3703.920
08:44:40.247,1781163880.247,2026-06-11T08:44:40.247+0100,1490,3709.013
08:44:45.340,1781163885.340,2026-06-11T08:44:45.340+0100,1480,3714.106
08:44:50.433,1781163890.433,2026-06-11T08:44:50.433+0100,1470,3719.199
08:44:55.526,1781163895.526,2026-06-11T08:44:55.526+0100,1490,3724.292
08:45:00.619,1781163900.619,2026-06-11T08:45:00.619+0100,1480,3729.385
08:45:05.712,1781163905.712,2026-06-11T08:45:05.712+0100,1470,3734.478
08:45:10.805,1781163910.805,2026-06-11T08:45:10.805+0100,1460,3739.571
08:45:15.898,1781163915.898,2026-06-11T08:45:15.898+0100,1470,3744.664
08:45:20.991,1781163920.991,2026-06-11T08:45:20.991+0100,1480,3749.757
08:45:26.084,1781163926.084,2026-06-11T08:45:26.084+0100,1470,3754.850
08:45:31.177,1781163931.177,2026-06-11T08:45:31.177+0100,1460,3759.943
08:45:36.270,1781163936.270,2026-06-11T08:45:36.270+0100,1450,3765.036
08:45:41.363,1781163941.363,2026-06-11T08:45:41.363+0100,1460,3770.129
08:45:46.456,1781163946.456,2026-06-11T08:45:46.456+0100,1460,3775.222
08:45:51.549,1781163951.549,2026-06-11T08:45:51.549+0100,1460,3780.315
08:45:56.642,1781163956.642,2026-06-11T08:45:56.642+0100,1430,3785.408
08:46:01.735,1781163961.735,2026-06-11T08:46:01.735+0100,1450,3790.501
08:46:06.828,1781163966.828,2026-06-11T08:46:06.828+0100,1450,3795.594
08:46:11.921,1781163971.921,2026-06-11T08:46:11.921+0100,1450,3800.687
08:46:17.014,1781163977.014,2026-06-11T08:46:17.014+0100,1450,3805.780
08:46:22.107,1781163982.107,2026-06-11T08:46:22.107+0100,1450,3810.873
08:46:32.293,1781163992.293,2026-06-11T08:46:32.293+0100,1480,3821.059
08:46:37.386,1781163997.386,2026-06-11T08:46:37.386+0100,1510,3826.152
08:46:42.479,1781164002.479,2026-06-11T08:46:42.479+0100,1520,3831.245
08:46:47.572,1781164007.572,2026-06-11T08:46:47.572+0100,1500,3836.338
08:46:52.665,1781164012.665,2026-06-11T08:46:52.665+0100,1490,3841.431
08:46:57.758,1781164017.758,2026-06-11T08:46:57.758+0100,1480,3846.524
08:47:02.851,1781164022.851,2026-06-11T08:47:02.851+0100,1440,3851.617
08:47:07.944,1781164027.944,2026-06-11T08:47:07.944+0100,1480,3856.710
08:47:13.037,1781164033.037,2026-06-11T08:47:13.037+0100,1480,3861.803
08:47:18.130,1781164038.130,2026-06-11T08:47:18.130+0100,1480,3866.896
08:47:23.223,1781164043.223,2026-06-11T08:47:23.223+0100,1340,3871.989
08:47:28.316,1781164048.316,2026-06-11T08:47:28.316+0100,1180,3877.082
08:47:33.409,1781164053.409,2026-06-11T08:47:33.409+0100,1440,3882.175
08:47:43.595,1781164063.595,2026-06-11T08:47:43.595+0100,1420,3892.361
08:47:48.688,1781164068.688,2026-06-11T08:47:48.688+0100,1140,3897.454
08:47:53.781,1781164073.781,2026-06-11T08:47:53.781+0100,1120,3902.547
08:47:58.874,1781164078.874,2026-06-11T08:47:58.874+0100,1140,3907.640
08:48:03.967,1781164083.967,2026-06-11T08:48:03.967+0100,1290,3912.733
08:48:09.061,1781164089.061,2026-06-11T08:48:09.061+0100,1300,3917.826
08:48:14.154,1781164094.154,2026-06-11T08:48:14.154+0100,1340,3922.919
08:48:19.247,1781164099.247,2026-06-11T08:48:19.247+0100,1310,3928.012
08:48:24.340,1781164104.340,2026-06-11T08:48:24.340+0100,1320,3933.105
08:48:29.433,1781164109.433,2026-06-11T08:48:29.433+0100,1330,3938.198
08:48:34.526,1781164114.526,2026-06-11T08:48:34.526+0100,1310,3943.291
08:48:39.619,1781164119.619,2026-06-11T08:48:39.619+0100,1310,3948.384
08:48:44.712,1781164124.712,2026-06-11T08:48:44.712+0100,1310,3953.477
08:48:49.805,1781164129.805,2026-06-11T08:48:49.805+0100,1310,3958.570
08:48:54.898,1781164134.898,2026-06-11T08:48:54.898+0100,1300,3963.663
08:48:59.991,1781164139.991,2026-06-11T08:48:59.991+0100,1290,3968.756
08:49:05.084,1781164145.084,2026-06-11T08:49:05.084+0100,1290,3973.850
08:49:10.177,1781164150.177,2026-06-11T08:49:10.177+0100,1300,3978.943
08:49:15.270,1781164155.270,2026-06-11T08:49:15.270+0100,1280,3984.036
08:49:20.363,1781164160.363,2026-06-11T08:49:20.363+0100,1280,3989.129
08:49:25.456,1781164165.456,2026-06-11T08:49:25.456+0100,1290,3994.222
08:49:30.549,1781164170.549,2026-06-11T08:49:30.549+0100,1290,3999.315
08:49:35.642,1781164175.642,2026-06-11T08:49:35.642+0100,1290,4004.408
08:49:40.735,1781164180.735,2026-06-11T08:49:40.735+0100,1280,4009.501
08:49:45.828,1781164185.828,2026-06-11T08:49:45.828+0100,1280,4014.594
08:49:50.921,1781164190.921,2026-06-11T08:49:50.921+0100,1300,4019.687
