Date,Timestamp,ISO8601,Heart Rate (bpm),Cumulative Distance (meter),Since start (second)
08:00:04.771,1781161204.771,2026-06-11T08:00:04.771+0100,132,2997.746,1033.537
08:00:05.731,1781161205.731,2026-06-11T08:00:05.731+0100,132,2997.746,1034.497
08:00:06.691,1781161206.691,2026-06-11T08:00:06.691+0100,132,3001.093,1035.457
08:00:07.711,1781161207.711,2026-06-11T08:00:07.711+0100,132,3004.220,1036.477
08:00:08.731,1781161208.731,2026-06-11T08:00:08.731+0100,132,3007.309,1037.497
08:00:09.691,1781161209.691,2026-06-11T08:00:09.691+0100,132,3010.552,1038.457
08:00:10.772,1781161210.772,2026-06-11T08:00:10.772+0100,132,3017.742,1039.537
08:00:11.731,1781161211.731,2026-06-11T08:00:11.731+0100,132,3017.742,1040.497
08:00:12.692,1781161212.692,2026-06-11T08:00:12.692+0100,132,3021.599,1041.457
08:00:13.711,1781161213.711,2026-06-11T08:00:13.711+0100,132,3025.541,1042.477
08:00:14.792,1781161214.792,2026-06-11T08:00:14.792+0100,132,3032.340,1043.558
08:00:15.692,1781161215.692,2026-06-11T08:00:15.692+0100,132,3032.340,1044.458
08:00:16.711,1781161216.711,2026-06-11T08:00:16.711+0100,132,3035.388,1045.477
08:00:17.731,1781161217.731,2026-06-11T08:00:17.731+0100,132,3038.762,1046.497
08:00:18.752,1781161218.752,2026-06-11T08:00:18.752+0100,132,3045.882,1047.518
08:00:19.711,1781161219.711,2026-06-11T08:00:19.711+0100,132,3045.882,1048.477
08:00:20.732,1781161220.732,2026-06-11T08:00:20.732+0100,132,3049.776,1049.497
08:00:21.692,1781161221.692,2026-06-11T08:00:21.692+0100,132,3053.671,1050.458
08:00:22.712,1781161222.712,2026-06-11T08:00:22.712+0100,132,3057.435,1051.478
08:00:23.732,1781161223.732,2026-06-11T08:00:23.732+0100,132,3061.103,1052.498
08:00:24.692,1781161224.692,2026-06-11T08:00:24.692+0100,132,3064.760,1053.457
08:00:25.712,1781161225.712,2026-06-11T08:00:25.712+0100,132,3068.001,1054.477
08:00:26.792,1781161226.792,2026-06-11T08:00:26.792+0100,132,3074.543,1055.557
08:00:27.692,1781161227.692,2026-06-11T08:00:27.692+0100,132,3074.543,1056.457
08:00:28.832,1781161228.832,2026-06-11T08:00:28.832+0100,132,3081.279,1057.597
08:00:29.732,1781161229.732,2026-06-11T08:00:29.732+0100,132,3081.279,1058.498
08:00:30.693,1781161230.693,2026-06-11T08:00:30.693+0100,133,3084.509,1059.458
08:00:31.712,1781161231.712,2026-06-11T08:00:31.712+0100,133,3087.729,1060.478
08:00:32.732,1781161232.732,2026-06-11T08:00:32.732+0100,133,3091.141,1061.497
08:00:33.692,1781161233.692,2026-06-11T08:00:33.692+0100,133,3094.859,1062.458
08:00:34.712,1781161234.712,2026-06-11T08:00:34.712+0100,133,3098.578,1063.477
08:00:35.732,1781161235.732,2026-06-11T08:00:35.732+0100,133,3102.017,1064.498
08:00:36.692,1781161236.692,2026-06-11T08:00:36.692+0100,133,3105.402,1065.458
08:00:37.712,1781161237.712,2026-06-11T08:00:37.712+0100,133,3108.919,1066.478
08:00:38.732,1781161238.732,2026-06-11T08:00:38.732+0100,133,3112.755,1067.497
08:00:39.692,1781161239.692,2026-06-11T08:00:39.692+0100,133,3116.592,1068.457
08:00:40.712,1781161240.712,2026-06-11T08:00:40.712+0100,133,3119.947,1069.478
08:00:41.732,1781161241.732,2026-06-11T08:00:41.732+0100,133,3123.138,1070.497
08:00:42.692,1781161242.692,2026-06-11T08:00:42.692+0100,133,3126.463,1071.458
08:00:43.712,1781161243.712,2026-06-11T08:00:43.712+0100,133,3130.330,1072.478
08:00:44.732,1781161244.732,2026-06-11T08:00:44.732+0100,133,3134.197,1073.497
08:00:45.692,1781161245.692,2026-06-11T08:00:45.692+0100,133,3137.721,1074.458
08:00:46.712,1781161246.712,2026-06-11T08:00:46.712+0100,133,3141.060,1075.478
08:00:47.792,1781161247.792,2026-06-11T08:00:47.792+0100,133,3147.878,1076.558
08:00:48.694,1781161248.694,2026-06-11T08:00:48.694+0100,133,3147.878,1077.459
08:00:49.712,1781161249.712,2026-06-11T08:00:49.712+0100,133,3151.343,1078.478
08:00:50.732,1781161250.732,2026-06-11T08:00:50.732+0100,133,3154.872,1079.498
08:00:51.693,1781161251.693,2026-06-11T08:00:51.693+0100,133,3158.449,1080.459
08:00:52.713,1781161252.713,2026-06-11T08:00:52.713+0100,133,3162.027,1081.478
08:00:53.732,1781161253.732,2026-06-11T08:00:53.732+0100,133,3165.555,1082.498
08:00:54.692,1781161254.692,2026-06-11T08:00:54.692+0100,133,3169.083,1083.458
08:00:55.712,1781161255.712,2026-06-11T08:00:55.712+0100,133,3172.589,1084.478
08:00:56.792,1781161256.792,2026-06-11T08:00:56.792+0100,133,3179.551,1085.558
08:00:57.692,1781161257.692,2026-06-11T08:00:57.692+0100,133,3179.551,1086.458
08:00:58.713,1781161258.713,2026-06-11T08:00:58.713+0100,133,3183.077,1087.478
08:00:59.732,1781161259.732,2026-06-11T08:00:59.732+0100,133,3186.606,1088.498
08:01:00.692,1781161260.692,2026-06-11T08:01:00.692+0100,134,3190.361,1089.458
08:01:01.712,1781161261.712,2026-06-11T08:01:01.712+0100,134,3194.496,1090.478
08:01:02.733,1781161262.733,2026-06-11T08:01:02.733+0100,134,3198.631,1091.498
08:01:03.692,1781161263.692,2026-06-11T08:01:03.692+0100,134,3202.230,1092.458
08:01:04.712,1781161264.712,2026-06-11T08:01:04.712+0100,134,3205.717,1093.478
08:01:05.732,1781161265.732,2026-06-11T08:01:05.732+0100,134,3209.310,1094.498
08:01:06.752,1781161266.752,2026-06-11T08:01:06.752+0100,135,3217.056,1095.518
08:01:07.712,1781161267.712,2026-06-11T08:01:07.712+0100,135,3217.056,1096.478
08:01:08.732,1781161268.732,2026-06-11T08:01:08.732+0100,135,3220.833,1097.498
08:01:09.693,1781161269.693,2026-06-11T08:01:09.693+0100,136,3224.576,1098.459
08:01:10.712,1781161270.712,2026-06-11T08:01:10.712+0100,136,3228.361,1099.478
08:01:11.792,1781161271.792,2026-06-11T08:01:11.792+0100,136,3236.303,1100.558
08:01:12.693,1781161272.693,2026-06-11T08:01:12.693+0100,136,3236.303,1101.458
08:01:13.712,1781161273.712,2026-06-11T08:01:13.712+0100,136,3239.967,1102.478
08:01:14.732,1781161274.732,2026-06-11T08:01:14.732+0100,136,3243.459,1103.498
08:01:15.692,1781161275.692,2026-06-11T08:01:15.692+0100,136,3246.990,1104.458
08:01:16.712,1781161276.712,2026-06-11T08:01:16.712+0100,136,3250.910,1105.478
08:01:17.732,1781161277.732,2026-06-11T08:01:17.732+0100,136,3254.831,1106.498
08:01:18.693,1781161278.693,2026-06-11T08:01:18.693+0100,136,3258.816,1107.458
08:01:19.713,1781161279.713,2026-06-11T08:01:19.713+0100,136,3262.854,1108.479
08:01:20.732,1781161280.732,2026-06-11T08:01:20.732+0100,136,3266.892,1109.498
08:01:21.692,1781161281.692,2026-06-11T08:01:21.692+0100,136,3270.465,1110.458
08:01:22.712,1781161282.712,2026-06-11T08:01:22.712+0100,135,3274.038,1111.478
08:01:23.792,1781161283.792,2026-06-11T08:01:23.792+0100,135,3280.296,1112.558
08:01:24.692,1781161284.692,2026-06-11T08:01:24.692+0100,135,3280.296,1113.458
08:01:25.772,1781161285.772,2026-06-11T08:01:25.772+0100,134,3287.182,1114.538
08:01:26.732,1781161286.732,2026-06-11T08:01:26.732+0100,134,3287.182,1115.498
08:01:27.752,1781161287.752,2026-06-11T08:01:27.752+0100,134,3295.154,1116.518
08:01:28.712,1781161288.712,2026-06-11T08:01:28.712+0100,134,3295.154,1117.478
08:01:29.732,1781161289.732,2026-06-11T08:01:29.732+0100,133,3298.964,1118.498
08:01:30.692,1781161290.692,2026-06-11T08:01:30.692+0100,133,3302.775,1119.458
08:01:31.712,1781161291.712,2026-06-11T08:01:31.712+0100,133,3305.844,1120.478
08:01:32.733,1781161292.733,2026-06-11T08:01:32.733+0100,132,3308.742,1121.498
08:01:33.692,1781161293.692,2026-06-11T08:01:33.692+0100,132,3311.586,1122.458
08:01:34.713,1781161294.713,2026-06-11T08:01:34.713+0100,132,3314.284,1123.478
08:01:35.732,1781161295.732,2026-06-11T08:01:35.732+0100,132,3316.981,1124.498
08:01:36.693,1781161296.693,2026-06-11T08:01:36.693+0100,131,3320.234,1125.458
08:01:37.713,1781161297.713,2026-06-11T08:01:37.713+0100,131,3323.706,1126.478
08:01:38.732,1781161298.732,2026-06-11T08:01:38.732+0100,131,3327.183,1127.498
08:01:39.696,1781161299.696,2026-06-11T08:01:39.696+0100,131,3330.684,1128.461
08:01:40.712,1781161300.712,2026-06-11T08:01:40.712+0100,130,3334.186,1129.478
08:01:41.732,1781161301.732,2026-06-11T08:01:41.732+0100,130,3337.560,1130.498
08:01:42.694,1781161302.694,2026-06-11T08:01:42.694+0100,130,3340.858,1131.460
08:01:43.713,1781161303.713,2026-06-11T08:01:43.713+0100,130,3344.171,1132.478
08:01:44.733,1781161304.733,2026-06-11T08:01:44.733+0100,130,3347.662,1133.498
08:01:45.694,1781161305.694,2026-06-11T08:01:45.694+0100,129,3351.152,1134.459
08:01:46.712,1781161306.712,2026-06-11T08:01:46.712+0100,129,3354.649,1135.478
08:01:47.736,1781161307.736,2026-06-11T08:01:47.736+0100,129,3361.655,1136.501
08:01:48.693,1781161308.693,2026-06-11T08:01:48.693+0100,129,3361.655,1137.458
08:01:49.773,1781161309.773,2026-06-11T08:01:49.773+0100,129,3369.678,1138.538
08:01:50.793,1781161310.793,2026-06-11T08:01:50.793+0100,129,3373.208,1139.559
08:01:51.694,1781161311.694,2026-06-11T08:01:51.694+0100,129,3373.208,1140.460
08:01:52.713,1781161312.713,2026-06-11T08:01:52.713+0100,129,3376.116,1141.479
08:01:53.733,1781161313.733,2026-06-11T08:01:53.733+0100,129,3379.024,1142.498
08:01:54.693,1781161314.693,2026-06-11T08:01:54.693+0100,129,3382.310,1143.458
08:01:55.713,1781161315.713,2026-06-11T08:01:55.713+0100,129,3385.642,1144.478
08:01:56.733,1781161316.733,2026-06-11T08:01:56.733+0100,129,3389.020,1145.499
08:01:57.693,1781161317.693,2026-06-11T08:01:57.693+0100,129,3392.484,1146.458
08:01:58.715,1781161318.715,2026-06-11T08:01:58.715+0100,129,3395.948,1147.480
08:01:59.733,1781161319.733,2026-06-11T08:01:59.733+0100,129,3399.440,1148.499
08:02:00.693,1781161320.693,2026-06-11T08:02:00.693+0100,128,3402.940,1149.459
08:02:01.713,1781161321.713,2026-06-11T08:02:01.713+0100,128,3406.509,1150.478
08:02:02.733,1781161322.733,2026-06-11T08:02:02.733+0100,128,3410.284,1151.499
08:02:03.753,1781161323.753,2026-06-11T08:02:03.753+0100,128,3417.543,1152.519
08:02:04.713,1781161324.713,2026-06-11T08:02:04.713+0100,127,3417.543,1153.479
08:02:05.733,1781161325.733,2026-06-11T08:02:05.733+0100,127,3420.906,1154.499
08:02:06.695,1781161326.695,2026-06-11T08:02:06.695+0100,127,3424.293,1155.460
08:02:07.713,1781161327.713,2026-06-11T08:02:07.713+0100,127,3427.804,1156.479
08:02:08.733,1781161328.733,2026-06-11T08:02:08.733+0100,126,3431.315,1157.499
08:02:09.693,1781161329.693,2026-06-11T08:02:09.693+0100,126,3434.610,1158.459
08:02:10.713,1781161330.713,2026-06-11T08:02:10.713+0100,126,3437.767,1159.479
08:02:11.733,1781161331.733,2026-06-11T08:02:11.733+0100,125,3440.721,1160.499
08:02:12.753,1781161332.753,2026-06-11T08:02:12.753+0100,125,3440.845,1161.519
08:02:13.714,1781161333.714,2026-06-11T08:02:13.714+0100,125,3440.845,1162.480
08:02:14.733,1781161334.733,2026-06-11T08:02:14.733+0100,125,3440.907,1163.499
08:03:41.734,1781161421.734,2026-06-11T08:03:41.734+0100,95,3446.291,1250.500
08:03:42.694,1781161422.694,2026-06-11T08:03:42.694+0100,94,3446.352,1251.460
08:03:43.714,1781161423.714,2026-06-11T08:03:43.714+0100,94,3447.242,1252.480
08:03:44.794,1781161424.794,2026-06-11T08:03:44.794+0100,94,3451.659,1253.560
08:03:45.694,1781161425.694,2026-06-11T08:03:45.694+0100,93,3451.659,1254.460
08:03:46.714,1781161426.714,2026-06-11T08:03:46.714+0100,94,3454.173,1255.480
08:03:47.794,1781161427.794,2026-06-11T08:03:47.794+0100,95,3459.586,1256.560
08:03:48.754,1781161428.754,2026-06-11T08:03:48.754+0100,96,3463.073,1257.520
08:03:49.714,1781161429.714,2026-06-11T08:03:49.714+0100,96,3463.073,1258.480
08:03:50.734,1781161430.734,2026-06-11T08:03:50.734+0100,96,3466.561,1259.500
08:03:51.695,1781161431.695,2026-06-11T08:03:51.695+0100,97,3469.891,1260.460
08:03:52.714,1781161432.714,2026-06-11T08:03:52.714+0100,98,3473.166,1261.480
08:03:53.794,1781161433.794,2026-06-11T08:03:53.794+0100,99,3479.985,1262.560
08:03:54.694,1781161434.694,2026-06-11T08:03:54.694+0100,100,3479.985,1263.460
08:03:55.715,1781161435.715,2026-06-11T08:03:55.715+0100,100,3483.483,1264.480
08:03:56.735,1781161436.735,2026-06-11T08:03:56.735+0100,101,3489.275,1265.500
08:03:57.694,1781161437.694,2026-06-11T08:03:57.694+0100,101,3489.275,1266.460
08:03:58.715,1781161438.715,2026-06-11T08:03:58.715+0100,102,3492.102,1267.480
08:03:59.794,1781161439.794,2026-06-11T08:03:59.794+0100,102,3498.731,1268.560
08:04:00.755,1781161440.755,2026-06-11T08:04:00.755+0100,102,3502.166,1269.520
08:04:01.715,1781161441.715,2026-06-11T08:04:01.715+0100,102,3502.166,1270.481
08:04:02.735,1781161442.735,2026-06-11T08:04:02.735+0100,102,3509.219,1271.500
08:04:03.694,1781161443.694,2026-06-11T08:04:03.694+0100,103,3509.219,1272.460
08:04:04.715,1781161444.715,2026-06-11T08:04:04.715+0100,103,3512.015,1273.481
08:04:05.794,1781161445.794,2026-06-11T08:04:05.794+0100,103,3518.006,1274.560
08:04:06.695,1781161446.695,2026-06-11T08:04:06.695+0100,104,3518.006,1275.460
08:04:07.716,1781161447.716,2026-06-11T08:04:07.716+0100,104,3521.659,1276.482
08:04:08.734,1781161448.734,2026-06-11T08:04:08.734+0100,105,3525.311,1277.500
08:04:09.696,1781161449.696,2026-06-11T08:04:09.696+0100,106,3529.070,1278.461
08:04:10.716,1781161450.716,2026-06-11T08:04:10.716+0100,107,3532.839,1279.481
08:04:11.794,1781161451.794,2026-06-11T08:04:11.794+0100,107,3540.012,1280.560
08:04:12.695,1781161452.695,2026-06-11T08:04:12.695+0100,108,3540.012,1281.461
08:04:13.774,1781161453.774,2026-06-11T08:04:13.774+0100,108,3546.162,1282.540
08:04:14.734,1781161454.734,2026-06-11T08:04:14.734+0100,109,3548.625,1283.500
08:04:15.695,1781161455.695,2026-06-11T08:04:15.695+0100,111,3548.625,1284.460
08:04:16.714,1781161456.714,2026-06-11T08:04:16.714+0100,111,3551.450,1285.480
08:04:17.734,1781161457.734,2026-06-11T08:04:17.734+0100,111,3558.972,1286.500
08:04:18.694,1781161458.694,2026-06-11T08:04:18.694+0100,112,3558.972,1287.460
08:04:19.774,1781161459.774,2026-06-11T08:04:19.774+0100,112,3565.454,1288.540
08:04:20.735,1781161460.735,2026-06-11T08:04:20.735+0100,112,3568.688,1289.501
08:04:21.755,1781161461.755,2026-06-11T08:04:21.755+0100,112,3572.243,1290.521
08:04:22.714,1781161462.714,2026-06-11T08:04:22.714+0100,112,3572.243,1291.480
08:04:23.734,1781161463.734,2026-06-11T08:04:23.734+0100,113,3579.077,1292.500
08:04:24.695,1781161464.695,2026-06-11T08:04:24.695+0100,113,3579.077,1293.461
08:04:25.714,1781161465.714,2026-06-11T08:04:25.714+0100,113,3582.198,1294.480
08:04:26.794,1781161466.794,2026-06-11T08:04:26.794+0100,113,3588.531,1295.560
08:04:27.694,1781161467.694,2026-06-11T08:04:27.694+0100,114,3588.531,1296.460
08:04:28.716,1781161468.716,2026-06-11T08:04:28.716+0100,114,3591.735,1297.481
08:04:29.735,1781161469.735,2026-06-11T08:04:29.735+0100,114,3598.167,1298.500
08:04:30.695,1781161470.695,2026-06-11T08:04:30.695+0100,114,3598.167,1299.460
08:04:31.715,1781161471.715,2026-06-11T08:04:31.715+0100,114,3601.387,1300.481
08:04:32.735,1781161472.735,2026-06-11T08:04:32.735+0100,115,3607.457,1301.500
08:04:33.695,1781161473.695,2026-06-11T08:04:33.695+0100,115,3607.457,1302.461
08:04:34.783,1781161474.783,2026-06-11T08:04:34.783+0100,116,3613.353,1303.549
08:04:35.735,1781161475.735,2026-06-11T08:04:35.735+0100,117,3616.268,1304.501
08:04:36.694,1781161476.694,2026-06-11T08:04:36.694+0100,118,3616.268,1305.460
08:04:37.716,1781161477.716,2026-06-11T08:04:37.716+0100,118,3618.940,1306.482
08:04:38.735,1781161478.735,2026-06-11T08:04:38.735+0100,119,3624.548,1307.500
08:04:39.755,1781161479.755,2026-06-11T08:04:39.755+0100,120,3628.073,1308.520
08:04:40.715,1781161480.715,2026-06-11T08:04:40.715+0100,121,3628.073,1309.480
08:04:41.735,1781161481.735,2026-06-11T08:04:41.735+0100,121,3634.254,1310.500
08:04:42.756,1781161482.756,2026-06-11T08:04:42.756+0100,121,3636.707,1311.521
08:04:43.715,1781161483.715,2026-06-11T08:04:43.715+0100,122,3636.707,1312.481
08:04:44.735,1781161484.735,2026-06-11T08:04:44.735+0100,122,3641.516,1313.501
08:04:45.695,1781161485.695,2026-06-11T08:04:45.695+0100,122,3641.516,1314.461
08:04:46.775,1781161486.775,2026-06-11T08:04:46.775+0100,122,3646.472,1315.541
08:04:47.735,1781161487.735,2026-06-11T08:04:47.735+0100,122,3649.132,1316.501
08:04:48.695,1781161488.695,2026-06-11T08:04:48.695+0100,122,3649.132,1317.461
08:04:49.717,1781161489.717,2026-06-11T08:04:49.717+0100,122,3651.819,1318.483
08:04:50.735,1781161490.735,2026-06-11T08:04:50.735+0100,122,3657.456,1319.500
08:04:51.695,1781161491.695,2026-06-11T08:04:51.695+0100,122,3657.456,1320.460
08:04:52.717,1781161492.717,2026-06-11T08:04:52.717+0100,122,3660.704,1321.483
08:04:53.735,1781161493.735,2026-06-11T08:04:53.735+0100,123,3667.654,1322.501
08:04:54.756,1781161494.756,2026-06-11T08:04:54.756+0100,123,3670.347,1323.522
08:04:55.715,1781161495.715,2026-06-11T08:04:55.715+0100,124,3670.347,1324.481
08:04:56.735,1781161496.735,2026-06-11T08:04:56.735+0100,124,3676.032,1325.501
08:04:57.695,1781161497.695,2026-06-11T08:04:57.695+0100,124,3676.032,1326.460
08:04:58.715,1781161498.715,2026-06-11T08:04:58.715+0100,124,3679.289,1327.481
08:04:59.795,1781161499.795,2026-06-11T08:04:59.795+0100,124,3685.788,1328.561
08:05:00.695,1781161500.695,2026-06-11T08:05:00.695+0100,124,3685.788,1329.461
08:05:01.776,1781161501.776,2026-06-11T08:05:01.776+0100,124,3692.278,1330.541
08:05:02.796,1781161502.796,2026-06-11T08:05:02.796+0100,124,3695.538,1331.561
08:05:03.756,1781161503.756,2026-06-11T08:05:03.756+0100,124,3698.798,1332.521
08:05:04.715,1781161504.715,2026-06-11T08:05:04.715+0100,124,3698.798,1333.481
08:05:05.736,1781161505.736,2026-06-11T08:05:05.736+0100,123,3705.502,1334.501
08:05:06.695,1781161506.695,2026-06-11T08:05:06.695+0100,123,3705.502,1335.461
08:05:07.716,1781161507.716,2026-06-11T08:05:07.716+0100,124,3708.967,1336.481
08:05:08.735,1781161508.735,2026-06-11T08:05:08.735+0100,124,3716.312,1337.501
08:05:09.695,1781161509.695,2026-06-11T08:05:09.695+0100,124,3716.312,1338.461
08:05:10.716,1781161510.716,2026-06-11T08:05:10.716+0100,124,3720.000,1339.481
08:05:11.735,1781161511.735,2026-06-11T08:05:11.735+0100,125,3727.367,1340.501
08:05:12.755,1781161512.755,2026-06-11T08:05:12.755+0100,125,3730.992,1341.521
08:05:13.717,1781161513.717,2026-06-11T08:05:13.717+0100,124,3730.992,1342.483
08:05:14.736,1781161514.736,2026-06-11T08:05:14.736+0100,124,3737.663,1343.501
08:05:15.696,1781161515.696,2026-06-11T08:05:15.696+0100,124,3737.663,1344.462
08:05:16.716,1781161516.716,2026-06-11T08:05:16.716+0100,124,3740.466,1345.481
08:05:17.736,1781161517.736,2026-06-11T08:05:17.736+0100,123,3747.302,1346.501
08:05:18.696,1781161518.696,2026-06-11T08:05:18.696+0100,123,3747.302,1347.461
08:05:19.715,1781161519.715,2026-06-11T08:05:19.715+0100,123,3751.168,1348.481
08:05:20.796,1781161520.796,2026-06-11T08:05:20.796+0100,123,3758.391,1349.561
08:05:21.696,1781161521.696,2026-06-11T08:05:21.696+0100,123,3758.391,1350.461
08:05:22.775,1781161522.775,2026-06-11T08:05:22.775+0100,122,3765.309,1351.541
08:05:23.736,1781161523.736,2026-06-11T08:05:23.736+0100,122,3768.687,1352.501
08:05:24.756,1781161524.756,2026-06-11T08:05:24.756+0100,122,3772.271,1353.521
08:05:25.715,1781161525.715,2026-06-11T08:05:25.715+0100,122,3772.271,1354.481
08:05:26.736,1781161526.736,2026-06-11T08:05:26.736+0100,121,3779.820,1355.502
08:05:27.695,1781161527.695,2026-06-11T08:05:27.695+0100,121,3779.820,1356.461
08:05:28.778,1781161528.778,2026-06-11T08:05:28.778+0100,121,3786.488,1357.543
08:05:29.735,1781161529.735,2026-06-11T08:05:29.735+0100,120,3789.740,1358.501
08:05:30.695,1781161530.695,2026-06-11T08:05:30.695+0100,120,3789.740,1359.461
08:05:31.715,1781161531.715,2026-06-11T08:05:31.715+0100,120,3792.892,1360.481
08:05:32.735,1781161532.735,2026-06-11T08:05:32.735+0100,120,3799.893,1361.501
08:05:33.696,1781161533.696,2026-06-11T08:05:33.696+0100,120,3799.893,1362.461
08:05:34.716,1781161534.716,2026-06-11T08:05:34.716+0100,120,3803.841,1363.482
08:05:35.796,1781161535.796,2026-06-11T08:05:35.796+0100,121,3810.850,1364.561
08:05:36.696,1781161536.696,2026-06-11T08:05:36.696+0100,121,3810.850,1365.462
08:05:37.716,1781161537.716,2026-06-11T08:05:37.716+0100,121,3814.131,1366.482
08:05:38.736,1781161538.736,2026-06-11T08:05:38.736+0100,122,3820.781,1367.502
08:05:39.696,1781161539.696,2026-06-11T08:05:39.696+0100,122,3820.781,1368.461
08:05:40.716,1781161540.716,2026-06-11T08:05:40.716+0100,123,3824.131,1369.482
08:05:41.736,1781161541.736,2026-06-11T08:05:41.736+0100,123,3830.956,1370.502
08:05:42.756,1781161542.756,2026-06-11T08:05:42.756+0100,124,3834.952,1371.521
08:05:43.716,1781161543.716,2026-06-11T08:05:43.716+0100,124,3834.952,1372.481
08:05:44.736,1781161544.736,2026-06-11T08:05:44.736+0100,124,3843.347,1373.502
08:05:45.696,1781161545.696,2026-06-11T08:05:45.696+0100,125,3843.347,1374.462
08:05:46.716,1781161546.716,2026-06-11T08:05:46.716+0100,125,3846.772,1375.481
08:05:47.736,1781161547.736,2026-06-11T08:05:47.736+0100,125,3853.440,1376.501
08:05:48.696,1781161548.696,2026-06-11T08:05:48.696+0100,125,3853.440,1377.462
08:05:49.776,1781161549.776,2026-06-11T08:05:49.776+0100,126,3859.718,1378.541
08:05:50.736,1781161550.736,2026-06-11T08:05:50.736+0100,126,3863.540,1379.502
08:05:51.696,1781161551.696,2026-06-11T08:05:51.696+0100,126,3863.540,1380.461
08:05:52.716,1781161552.716,2026-06-11T08:05:52.716+0100,126,3867.361,1381.482
08:05:53.736,1781161553.736,2026-06-11T08:05:53.736+0100,126,3874.148,1382.502
08:05:54.756,1781161554.756,2026-06-11T08:05:54.756+0100,126,3877.401,1383.522
08:05:55.716,1781161555.716,2026-06-11T08:05:55.716+0100,126,3877.401,1384.482
08:05:56.736,1781161556.736,2026-06-11T08:05:56.736+0100,126,3880.834,1385.502
08:05:57.696,1781161557.696,2026-06-11T08:05:57.696+0100,126,3880.834,1386.462
08:05:58.716,1781161558.716,2026-06-11T08:05:58.716+0100,126,3882.583,1387.482
08:05:59.736,1781161559.736,2026-06-11T08:05:59.736+0100,126,3886.273,1388.502
08:06:00.783,1781161560.783,2026-06-11T08:06:00.783+0100,126,3890.312,1389.549
08:06:01.716,1781161561.716,2026-06-11T08:06:01.716+0100,126,3890.312,1390.481
08:06:02.737,1781161562.737,2026-06-11T08:06:02.737+0100,126,3899.127,1391.502
08:06:03.706,1781161563.706,2026-06-11T08:06:03.706+0100,126,3899.127,1392.471
08:06:04.714,1781161564.714,2026-06-11T08:06:04.714+0100,126,3903.651,1393.480
08:06:05.734,1781161565.734,2026-06-11T08:06:05.734+0100,126,3908.175,1394.500
08:06:06.755,1781161566.755,2026-06-11T08:06:06.755+0100,126,3919.993,1395.521
08:06:07.714,1781161567.714,2026-06-11T08:06:07.714+0100,126,3919.993,1396.480
08:06:08.734,1781161568.734,2026-06-11T08:06:08.734+0100,126,3925.410,1397.500
08:06:09.694,1781161569.694,2026-06-11T08:06:09.694+0100,126,3928.498,1398.460
08:06:10.714,1781161570.714,2026-06-11T08:06:10.714+0100,126,3931.585,1399.480
08:06:11.795,1781161571.795,2026-06-11T08:06:11.795+0100,126,3939.552,1400.561
08:06:12.755,1781161572.755,2026-06-11T08:06:12.755+0100,127,3943.885,1401.521
08:06:13.716,1781161573.716,2026-06-11T08:06:13.716+0100,128,3943.885,1402.481
08:06:14.735,1781161574.735,2026-06-11T08:06:14.735+0100,128,3954.909,1403.501
08:06:15.755,1781161575.755,2026-06-11T08:06:15.755+0100,129,3960.274,1404.521
08:06:16.716,1781161576.716,2026-06-11T08:06:16.716+0100,130,3960.274,1405.482
08:06:17.736,1781161577.736,2026-06-11T08:06:17.736+0100,130,3970.758,1406.501
08:06:18.695,1781161578.695,2026-06-11T08:06:18.695+0100,132,3970.758,1407.461
08:06:19.716,1781161579.716,2026-06-11T08:06:19.716+0100,133,3975.038,1408.482
08:06:20.736,1781161580.736,2026-06-11T08:06:20.736+0100,134,3983.477,1409.501
08:06:21.756,1781161581.756,2026-06-11T08:06:21.756+0100,136,3987.506,1410.522
08:06:22.716,1781161582.716,2026-06-11T08:06:22.716+0100,137,3987.506,1411.482
08:06:23.735,1781161583.735,2026-06-11T08:06:23.735+0100,137,3996.663,1412.501
08:06:24.696,1781161584.696,2026-06-11T08:06:24.696+0100,138,3996.663,1413.462
08:06:25.716,1781161585.716,2026-06-11T08:06:25.716+0100,139,4001.858,1414.482
08:06:26.797,1781161586.797,2026-06-11T08:06:26.797+0100,139,4011.526,1415.563
08:06:27.696,1781161587.696,2026-06-11T08:06:27.696+0100,140,4011.526,1416.462
08:06:28.716,1781161588.716,2026-06-11T08:06:28.716+0100,140,4016.204,1417.482
08:06:29.736,1781161589.736,2026-06-11T08:06:29.736+0100,141,4024.809,1418.501
08:06:30.696,1781161590.696,2026-06-11T08:06:30.696+0100,141,4024.809,1419.461
08:06:31.716,1781161591.716,2026-06-11T08:06:31.716+0100,142,4029.282,1420.482
08:06:32.796,1781161592.796,2026-06-11T08:06:32.796+0100,142,4039.154,1421.562
08:06:33.696,1781161593.696,2026-06-11T08:06:33.696+0100,143,4039.154,1422.462
08:06:34.717,1781161594.717,2026-06-11T08:06:34.717+0100,143,4044.057,1423.482
08:06:35.737,1781161595.737,2026-06-11T08:06:35.737+0100,143,4053.601,1424.503
08:06:36.697,1781161596.697,2026-06-11T08:06:36.697+0100,144,4053.601,1425.462
08:06:37.717,1781161597.717,2026-06-11T08:06:37.717+0100,144,4057.346,1426.483
08:06:38.796,1781161598.796,2026-06-11T08:06:38.796+0100,144,4065.616,1427.562
08:06:39.697,1781161599.697,2026-06-11T08:06:39.697+0100,144,4065.616,1428.463
