Date,Timestamp,ISO8601,GCT (ms),Since start (second)
08:43:56.930,1781163836.930,2026-06-11T08:43:56.930+0100,257,3665.695
08:44:02.023,1781163842.023,2026-06-11T08:44:02.023+0100,258,3670.788
08:44:07.116,1781163847.116,2026-06-11T08:44:07.116+0100,259,3675.881
08:44:12.209,1781163852.209,2026-06-11T08:44:12.209+0100,223,3680.975
08:44:17.302,1781163857.302,2026-06-11T08:44:17.302+0100,218,3686.068
08:44:22.395,1781163862.395,2026-06-11T08:44:22.395+0100,226,3691.161
08:44:27.488,1781163867.488,2026-06-11T08:44:27.488+0100,228,3696.254
08:44:32.581,1781163872.581,2026-06-11T08:44:32.581+0100,222,3701.347
08:44:37.674,1781163877.674,2026-06-11T08:44:37.674+0100,223,3706.440
08:44:42.767,1781163882.767,2026-06-11T08:44:42.767+0100,218,3711.533
08:44:47.860,1781163887.860,2026-06-11T08:44:47.860+0100,216,3716.626
08:44:52.953,1781163892.953,2026-06-11T08:44:52.953+0100,219,3721.719
08:44:58.046,1781163898.046,2026-06-11T08:44:58.046+0100,220,3726.812
08:45:03.139,1781163903.139,2026-06-11T08:45:03.139+0100,217,3731.905
08:45:08.232,1781163908.232,2026-06-11T08:45:08.232+0100,219,3736.998
08:45:13.325,1781163913.325,2026-06-11T08:45:13.325+0100,217,3742.091
08:45:18.418,1781163918.418,2026-06-11T08:45:18.418+0100,219,3747.184
08:45:23.511,1781163923.511,2026-06-11T08:45:23.511+0100,223,3752.277
08:45:28.604,1781163928.604,2026-06-11T08:45:28.604+0100,221,3757.370
08:45:33.697,1781163933.697,2026-06-11T08:45:33.697+0100,219,3762.463
08:45:38.790,1781163938.790,2026-06-11T08:45:38.790+0100,218,3767.556
08:45:43.883,1781163943.883,2026-06-11T08:45:43.883+0100,217,3772.649
08:45:48.976,1781163948.976,2026-06-11T08:45:48.976+0100,219,3777.742
08:45:54.069,1781163954.069,2026-06-11T08:45:54.069+0100,212,3782.835
08:45:59.162,1781163959.162,2026-06-11T08:45:59.162+0100,216,3787.928
08:46:04.255,1781163964.255,2026-06-11T08:46:04.255+0100,220,3793.021
08:46:09.348,1781163969.348,2026-06-11T08:46:09.348+0100,224,3798.114
08:46:14.441,1781163974.441,2026-06-11T08:46:14.441+0100,213,3803.207
08:46:19.534,1781163979.534,2026-06-11T08:46:19.534+0100,218,3808.300
08:46:24.627,1781163984.627,2026-06-11T08:46:24.627+0100,218,3813.393
08:46:34.813,1781163994.813,2026-06-11T08:46:34.813+0100,215,3823.579
08:46:39.906,1781163999.906,2026-06-11T08:46:39.906+0100,216,3828.672
08:46:44.999,1781164004.999,2026-06-11T08:46:44.999+0100,220,3833.765
08:46:50.092,1781164010.092,2026-06-11T08:46:50.092+0100,217,3838.858
08:46:55.185,1781164015.185,2026-06-11T08:46:55.185+0100,218,3843.951
08:47:00.278,1781164020.278,2026-06-11T08:47:00.278+0100,218,3849.044
08:47:05.371,1781164025.371,2026-06-11T08:47:05.371+0100,220,3854.137
08:47:10.464,1781164030.464,2026-06-11T08:47:10.464+0100,217,3859.230
08:47:15.557,1781164035.557,2026-06-11T08:47:15.557+0100,218,3864.323
08:47:20.650,1781164040.650,2026-06-11T08:47:20.650+0100,218,3869.416
08:47:30.836,1781164050.836,2026-06-11T08:47:30.836+0100,218,3879.602
08:47:35.929,1781164055.929,2026-06-11T08:47:35.929+0100,218,3884.695
08:47:41.022,1781164061.022,2026-06-11T08:47:41.022+0100,218,3889.788
08:47:46.115,1781164066.115,2026-06-11T08:47:46.115+0100,258,3894.881
08:47:51.208,1781164071.208,2026-06-11T08:47:51.208+0100,284,3899.974
08:47:56.301,1781164076.301,2026-06-11T08:47:56.301+0100,297,3905.067
08:48:01.394,1781164081.394,2026-06-11T08:48:01.394+0100,271,3910.160
08:48:06.487,1781164086.487,2026-06-11T08:48:06.487+0100,260,3915.253
08:48:11.580,1781164091.580,2026-06-11T08:48:11.580+0100,252,3920.346
08:48:16.673,1781164096.673,2026-06-11T08:48:16.673+0100,249,3925.439
08:48:21.766,1781164101.766,2026-06-11T08:48:21.766+0100,269,3930.532
08:48:26.859,1781164106.859,2026-06-11T08:48:26.859+0100,260,3935.625
08:48:31.952,1781164111.952,2026-06-11T08:48:31.952+0100,263,3940.718
08:48:37.045,1781164117.045,2026-06-11T08:48:37.045+0100,254,3945.811
08:48:42.138,1781164122.138,2026-06-11T08:48:42.138+0100,252,3950.904
08:48:47.231,1781164127.231,2026-06-11T08:48:47.231+0100,258,3955.997
08:48:52.324,1781164132.324,2026-06-11T08:48:52.324+0100,253,3961.090
08:48:57.417,1781164137.417,2026-06-11T08:48:57.417+0100,253,3966.183
08:49:02.510,1781164142.510,2026-06-11T08:49:02.510+0100,252,3971.276
08:49:07.603,1781164147.603,2026-06-11T08:49:07.603+0100,255,3976.369
08:49:12.696,1781164152.696,2026-06-11T08:49:12.696+0100,255,3981.462
08:49:17.789,1781164157.789,2026-06-11T08:49:17.789+0100,256,3986.555
08:49:22.882,1781164162.882,2026-06-11T08:49:22.882+0100,254,3991.648
08:49:27.975,1781164167.975,2026-06-11T08:49:27.975+0100,249,3996.741
08:49:33.069,1781164173.069,2026-06-11T08:49:33.069+0100,248,4001.834
08:49:38.162,1781164178.162,2026-06-11T08:49:38.162+0100,245,4006.927
08:49:43.255,1781164183.255,2026-06-11T08:49:43.255+0100,258,4012.020
08:49:48.348,1781164188.348,2026-06-11T08:49:48.348+0100,251,4017.113
08:49:53.441,1781164193.441,2026-06-11T08:49:53.441+0100,251,4022.206
08:49:58.534,1781164198.534,2026-06-11T08:49:58.534+0100,256,4027.299
08:50:03.627,1781164203.627,2026-06-11T08:50:03.627+0100,259,4032.392
08:50:08.720,1781164208.720,2026-06-11T08:50:08.720+0100,269,4037.485
08:50:13.813,1781164213.813,2026-06-11T08:50:13.813+0100,254,4042.579
08:50:18.906,1781164218.906,2026-06-11T08:50:18.906+0100,261,4047.672
08:50:23.999,1781164223.999,2026-06-11T08:50:23.999+0100,248,4052.765
08:50:29.092,1781164229.092,2026-06-11T08:50:29.092+0100,246,4057.858
08:50:34.185,1781164234.185,2026-06-11T08:50:34.185+0100,258,4062.951
08:50:39.278,1781164239.278,2026-06-11T08:50:39.278+0100,246,4068.044
08:50:44.371,1781164244.371,2026-06-11T08:50:44.371+0100,250,4073.137
08:50:49.464,1781164249.464,2026-06-11T08:50:49.464+0100,250,4078.230
08:50:54.557,1781164254.557,2026-06-11T08:50:54.557+0100,254,4083.323
08:50:59.650,1781164259.650,2026-06-11T08:50:59.650+0100,251,4088.416
08:51:04.743,1781164264.743,2026-06-11T08:51:04.743+0100,253,4093.509
08:51:09.836,1781164269.836,2026-06-11T08:51:09.836+0100,253,4098.602
08:51:14.929,1781164274.929,2026-06-11T08:51:14.929+0100,246,4103.695
08:51:20.022,1781164280.022,2026-06-11T08:51:20.022+0100,247,4108.788
08:51:25.115,1781164285.115,2026-06-11T08:51:25.115+0100,246,4113.881
08:51:30.208,1781164290.208,2026-06-11T08:51:30.208+0100,251,4118.974
08:51:35.301,1781164295.301,2026-06-11T08:51:35.301+0100,254,4124.067
08:51:40.394,1781164300.394,2026-06-11T08:51:40.394+0100,247,4129.160
08:51:45.487,1781164305.487,2026-06-11T08:51:45.487+0100,249,4134.253
08:51:50.580,1781164310.580,2026-06-11T08:51:50.580+0100,252,4139.346
08:51:55.673,1781164315.673,2026-06-11T08:51:55.673+0100,246,4144.439
08:52:00.766,1781164320.766,2026-06-11T08:52:00.766+0100,243,4149.532
08:52:05.860,1781164325.860,2026-06-11T08:52:05.860+0100,246,4154.625
08:52:10.953,1781164330.953,2026-06-11T08:52:10.953+0100,250,4159.718
08:52:16.046,1781164336.046,2026-06-11T08:52:16.046+0100,246,4164.811
08:52:21.139,1781164341.139,2026-06-11T08:52:21.139+0100,254,4169.904
08:52:26.232,1781164346.232,2026-06-11T08:52:26.232+0100,270,4174.997
08:52:31.325,1781164351.325,2026-06-11T08:52:31.325+0100,253,4180.090
08:52:36.418,1781164356.418,2026-06-11T08:52:36.418+0100,246,4185.183
08:52:41.511,1781164361.511,2026-06-11T08:52:41.511+0100,255,4190.276
08:52:46.604,1781164366.604,2026-06-11T08:52:46.604+0100,249,4195.370
08:52:51.697,1781164371.697,2026-06-11T08:52:51.697+0100,257,4200.463
08:52:56.790,1781164376.790,2026-06-11T08:52:56.790+0100,250,4205.556
08:53:01.883,1781164381.883,2026-06-11T08:53:01.883+0100,250,4210.649
08:53:06.976,1781164386.976,2026-06-11T08:53:06.976+0100,255,4215.742
08:53:12.069,1781164392.069,2026-06-11T08:53:12.069+0100,250,4220.835
08:53:17.162,1781164397.162,2026-06-11T08:53:17.162+0100,253,4225.928
08:53:22.255,1781164402.255,2026-06-11T08:53:22.255+0100,252,4231.021
08:53:27.348,1781164407.348,2026-06-11T08:53:27.348+0100,252,4236.114
08:53:37.534,1781164417.534,2026-06-11T08:53:37.534+0100,252,4246.300
08:53:42.627,1781164422.627,2026-06-11T08:53:42.627+0100,256,4251.393
08:53:47.720,1781164427.720,2026-06-11T08:53:47.720+0100,249,4256.486
08:53:52.813,1781164432.813,2026-06-11T08:53:52.813+0100,248,4261.579
08:53:57.906,1781164437.906,2026-06-11T08:53:57.906+0100,259,4266.672
08:54:02.999,1781164442.999,2026-06-11T08:54:02.999+0100,251,4271.765
08:54:08.092,1781164448.092,2026-06-11T08:54:08.092+0100,248,4276.858
08:54:13.185,1781164453.185,2026-06-11T08:54:13.185+0100,250,4281.951
08:54:18.278,1781164458.278,2026-06-11T08:54:18.278+0100,251,4287.044
08:54:23.371,1781164463.371,2026-06-11T08:54:23.371+0100,255,4292.137
08:54:28.464,1781164468.464,2026-06-11T08:54:28.464+0100,251,4297.230
08:54:33.557,1781164473.557,2026-06-11T08:54:33.557+0100,259,4302.323
08:54:38.650,1781164478.650,2026-06-11T08:54:38.650+0100,249,4307.416
08:54:43.743,1781164483.743,2026-06-11T08:54:43.743+0100,242,4312.509
08:54:48.836,1781164488.836,2026-06-11T08:54:48.836+0100,247,4317.602
08:54:53.929,1781164493.929,2026-06-11T08:54:53.929+0100,249,4322.695
08:54:59.022,1781164499.022,2026-06-11T08:54:59.022+0100,248,4327.788
08:55:04.115,1781164504.115,2026-06-11T08:55:04.115+0100,250,4332.881
08:55:09.208,1781164509.208,2026-06-11T08:55:09.208+0100,257,4337.974
08:55:14.301,1781164514.301,2026-06-11T08:55:14.301+0100,252,4343.067
08:55:19.395,1781164519.395,2026-06-11T08:55:19.395+0100,251,4348.160
08:55:24.488,1781164524.488,2026-06-11T08:55:24.488+0100,251,4353.253
08:55:29.581,1781164529.581,2026-06-11T08:55:29.581+0100,256,4358.346
08:55:34.674,1781164534.674,2026-06-11T08:55:34.674+0100,254,4363.439
08:55:39.767,1781164539.767,2026-06-11T08:55:39.767+0100,255,4368.532
08:55:44.860,1781164544.860,2026-06-11T08:55:44.860+0100,252,4373.625
08:55:54.627,1781164554.627,2026-06-11T08:55:54.627+0100,,4383.393
