Time,Timestamp,ISO8601,Heart Rate (bpm),Power (watt),Cadence (count/min),Latitude (°),Longitude (°),Elevation (meter),Horizontal accuracy (meter),Vertical accuracy (meter),Distance (meter),Speed (m/s),Stride length (mm),VO (mm),GCT (ms),Lap,Intensity,Since start (second)
07:56:18.234,1781160978.234,2026-06-11T07:56:18.234+0100,130,278,80,51.439511,-0.313795,10.002,0.970174,0.690283,2221.816,3.476,1267,105,254,1,active,807.000
07:56:19.234,1781160979.234,2026-06-11T07:56:19.234+0100,130,277,79,51.439537,-0.313796,10.044,0.981960,0.690283,2224.910,3.453,1265,105,255,1,active,808.000
07:56:20.234,1781160980.234,2026-06-11T07:56:20.234+0100,130,274,78,51.439560,-0.313780,10.084,0.994083,0.690283,2227.605,3.420,1263,105,255,1,active,809.000
07:56:21.234,1781160981.234,2026-06-11T07:56:21.234+0100,131,271,77,51.439580,-0.313745,10.121,1.009708,0.690283,2230.289,3.378,1261,105,255,1,active,810.000
07:56:22.234,1781160982.234,2026-06-11T07:56:22.234+0100,130,267,76,51.439594,-0.313694,10.152,1.024633,0.690283,2232.650,3.336,,106,256,1,active,811.000
07:56:23.234,1781160983.234,2026-06-11T07:56:23.234+0100,130,270,75,51.439605,-0.313637,10.178,1.028960,0.690283,2234.576,3.369,,106,256,1,active,812.000
07:56:24.234,1781160984.234,2026-06-11T07:56:24.234+0100,130,272,75,51.439614,-0.313580,10.197,1.028011,0.690283,2236.502,3.404,,106,256,1,active,813.000
07:56:25.234,1781160985.234,2026-06-11T07:56:25.234+0100,130,274,74,51.439622,-0.313529,10.211,1.021832,0.690283,2241.207,3.421,,,,1,active,814.000
07:56:26.234,1781160986.234,2026-06-11T07:56:26.234+0100,130,273,74,51.439631,-0.313483,10.220,1.015903,0.690283,2246.291,3.416,,,,1,active,815.000
07:56:27.234,1781160987.234,2026-06-11T07:56:27.234+0100,130,273,73,51.439641,-0.313438,10.226,1.011048,0.690283,2250.983,3.410,,,,1,active,816.000
07:56:28.234,1781160988.234,2026-06-11T07:56:28.234+0100,130,275,72,51.439649,-0.313393,10.233,1.006373,0.690283,2254.894,3.439,,,,1,active,817.000
07:56:29.234,1781160989.234,2026-06-11T07:56:29.234+0100,130,278,72,51.439658,-0.313344,10.240,1.008252,0.690283,2258.805,3.473,,,,1,active,818.000
07:56:30.234,1781160990.234,2026-06-11T07:56:30.234+0100,130,280,71,51.439667,-0.313292,10.248,1.011416,0.690283,2262.605,3.499,,,,1,active,819.000
07:56:31.234,1781160991.234,2026-06-11T07:56:31.234+0100,130,281,73,51.439675,-0.313239,10.257,1.012145,0.690283,2266.374,3.511,,,,1,active,820.000
07:56:32.234,1781160992.234,2026-06-11T07:56:32.234+0100,131,282,74,51.439683,-0.313189,10.266,1.013389,0.690283,2269.894,3.524,1280,,,1,active,821.000
07:56:33.234,1781160993.234,2026-06-11T07:56:33.234+0100,131,280,76,51.439691,-0.313143,10.272,1.018782,0.690283,2272.623,3.502,1276,,,1,active,822.000
07:56:34.234,1781160994.234,2026-06-11T07:56:34.234+0100,131,278,77,51.439701,-0.313100,10.275,1.024702,0.690283,2275.352,3.472,1272,,,1,active,823.000
07:56:35.234,1781160995.234,2026-06-11T07:56:35.234+0100,131,276,79,51.439711,-0.313059,10.275,1.032275,0.690283,2278.681,3.449,1268,111,248,1,active,824.000
07:56:36.234,1781160996.234,2026-06-11T07:56:36.234+0100,131,276,80,51.439719,-0.313015,10.269,1.036265,0.690283,2282.275,3.446,1264,110,249,1,active,825.000
07:56:37.234,1781160997.234,2026-06-11T07:56:37.234+0100,131,276,82,51.439724,-0.312968,10.261,1.042483,0.690283,2285.895,3.443,1260,109,249,1,active,826.000
07:56:38.234,1781160998.234,2026-06-11T07:56:38.234+0100,131,277,82,51.439728,-0.312919,10.250,1.051026,0.690283,2289.664,3.448,1258,109,250,1,active,827.000
07:56:39.234,1781160999.234,2026-06-11T07:56:39.234+0100,131,277,82,51.439731,-0.312870,10.237,1.054404,0.690283,2293.433,3.458,1256,108,250,1,active,828.000
07:56:40.234,1781161000.234,2026-06-11T07:56:40.234+0100,131,278,82,51.439737,-0.312822,10.225,1.054575,0.690283,2296.488,3.460,1254,107,251,1,active,829.000
07:56:41.234,1781161001.234,2026-06-11T07:56:41.234+0100,131,274,82,51.439744,-0.312778,10.213,1.057376,0.690283,2299.067,3.419,1252,107,253,1,active,830.000
07:56:42.234,1781161002.234,2026-06-11T07:56:42.234+0100,131,271,82,51.439750,-0.312736,10.204,1.054827,0.690283,2301.716,3.379,1250,107,255,1,active,831.000
07:56:43.234,1781161003.234,2026-06-11T07:56:43.234+0100,130,271,82,51.439755,-0.312694,10.196,1.052251,0.690283,2305.618,3.376,1250,107,257,1,active,832.000
07:56:44.234,1781161004.234,2026-06-11T07:56:44.234+0100,130,273,82,51.439759,-0.312649,10.189,1.047800,0.690283,2309.519,3.397,1250,107,259,1,active,833.000
07:56:45.234,1781161005.234,2026-06-11T07:56:45.234+0100,130,274,82,51.439761,-0.312598,10.185,1.046222,0.690283,2313.165,3.417,1250,107,261,1,active,834.000
07:56:46.234,1781161006.234,2026-06-11T07:56:46.234+0100,130,274,82,51.439765,-0.312547,10.182,1.045963,0.690283,2316.562,3.417,1250,107,260,1,active,835.000
07:56:47.234,1781161007.234,2026-06-11T07:56:47.234+0100,130,274,82,51.439771,-0.312497,10.179,1.045686,0.690283,2319.958,3.416,1250,107,258,1,active,836.000
07:56:48.234,1781161008.234,2026-06-11T07:56:48.234+0100,130,274,82,51.439780,-0.312448,10.176,1.046160,0.690283,2322.989,3.413,1250,107,257,1,active,837.000
07:56:49.234,1781161009.234,2026-06-11T07:56:49.234+0100,130,273,82,51.439790,-0.312400,10.172,1.049766,0.690283,2326.004,3.408,1250,107,255,1,active,838.000
07:56:50.234,1781161010.234,2026-06-11T07:56:50.234+0100,130,273,82,51.439798,-0.312353,10.166,1.052094,0.690283,2329.361,3.403,1250,107,253,1,active,839.000
07:56:51.234,1781161011.234,2026-06-11T07:56:51.234+0100,130,274,82,51.439806,-0.312305,10.159,1.052406,0.690283,2333.203,3.417,1250,106,253,1,active,840.000
07:56:52.234,1781161012.234,2026-06-11T07:56:52.234+0100,130,275,82,51.439813,-0.312256,10.151,1.054612,0.690283,2337.045,3.432,1250,104,254,1,active,841.000
07:56:53.234,1781161013.234,2026-06-11T07:56:53.234+0100,130,276,82,51.439820,-0.312204,10.141,1.058810,0.690283,2340.718,3.443,1251,103,255,1,active,842.000
07:56:54.234,1781161014.234,2026-06-11T07:56:54.234+0100,130,277,82,51.439825,-0.312152,10.130,1.059895,0.690283,2344.365,3.451,1253,101,255,1,active,843.000
07:56:55.234,1781161015.234,2026-06-11T07:56:55.234+0100,130,277,82,51.439829,-0.312101,10.119,1.054481,0.690283,2347.777,3.458,1255,100,256,1,active,844.000
07:56:56.234,1781161016.234,2026-06-11T07:56:56.234+0100,130,277,82,51.439833,-0.312051,10.108,1.052582,0.690283,2350.688,3.455,1257,100,256,1,active,845.000
07:56:57.234,1781161017.234,2026-06-11T07:56:57.234+0100,130,276,82,51.439837,-0.312002,10.097,1.048800,0.690283,2353.599,3.449,1259,101,256,1,active,846.000
07:56:58.234,1781161018.234,2026-06-11T07:56:58.234+0100,129,276,82,51.439841,-0.311954,10.086,1.048687,0.690283,2357.029,3.448,1259,102,257,1,active,847.000
07:56:59.234,1781161019.234,2026-06-11T07:56:59.234+0100,129,277,82,51.439845,-0.311904,10.076,1.051390,0.690283,2360.611,3.455,1257,103,257,1,active,848.000
07:57:00.234,1781161020.234,2026-06-11T07:57:00.234+0100,129,277,82,51.439849,-0.311854,10.066,1.060107,0.690283,2364.057,3.463,1255,104,257,1,active,849.000
07:57:01.234,1781161021.234,2026-06-11T07:57:01.234+0100,129,276,82,51.439852,-0.311808,10.058,1.072546,0.690283,2367.038,3.448,1253,105,257,1,active,850.000
07:57:02.234,1781161022.234,2026-06-11T07:57:02.234+0100,129,274,82,51.439857,-0.311764,10.051,1.080599,0.690283,2370.019,3.426,1251,106,257,1,active,851.000
07:57:03.234,1781161023.234,2026-06-11T07:57:03.234+0100,129,273,82,51.439864,-0.311720,10.046,1.082518,0.690283,2373.327,3.411,1251,107,257,1,active,852.000
07:57:04.234,1781161024.234,2026-06-11T07:57:04.234+0100,129,273,82,51.439872,-0.311673,10.042,1.082472,0.690283,2376.790,3.415,1253,108,256,1,active,853.000
07:57:05.234,1781161025.234,2026-06-11T07:57:05.234+0100,129,274,82,51.439879,-0.311625,10.038,1.084302,0.690283,2380.273,3.419,1255,109,256,1,active,854.000
07:57:06.234,1781161026.234,2026-06-11T07:57:06.234+0100,129,275,82,51.439887,-0.311577,10.034,1.080269,0.690283,2383.883,3.426,1257,109,256,1,active,855.000
07:57:07.234,1781161027.234,2026-06-11T07:57:07.234+0100,128,275,82,51.439897,-0.311529,10.029,1.076938,0.690283,2387.493,3.434,1259,108,255,1,active,856.000
07:57:08.234,1781161028.234,2026-06-11T07:57:08.234+0100,128,276,82,51.439910,-0.311482,10.021,1.076387,0.690283,2391.283,3.444,1261,108,254,1,active,857.000
07:57:09.234,1781161029.234,2026-06-11T07:57:09.234+0100,127,278,82,51.439922,-0.311434,10.011,1.077293,0.690283,2395.200,3.466,1265,107,253,1,active,858.000
07:57:10.234,1781161030.234,2026-06-11T07:57:10.234+0100,127,279,82,51.439932,-0.311383,10.000,1.076808,0.690283,2399.084,3.488,1269,106,252,1,active,859.000
07:57:11.234,1781161031.234,2026-06-11T07:57:11.234+0100,127,280,82,51.439939,-0.311333,9.987,1.077526,0.690283,2402.128,3.497,1273,106,252,1,active,860.000
07:57:12.234,1781161032.234,2026-06-11T07:57:12.234+0100,127,280,82,51.439945,-0.311282,9.973,1.078243,0.690283,2405.172,3.496,1277,106,253,1,active,861.000
07:57:13.234,1781161033.234,2026-06-11T07:57:13.234+0100,127,280,82,51.439951,-0.311232,9.961,1.082567,0.690283,2408.647,3.495,1280,106,255,1,active,862.000
07:57:14.234,1781161034.234,2026-06-11T07:57:14.234+0100,126,281,82,51.439956,-0.311182,9.949,1.083907,0.690283,2412.567,3.508,1282,107,256,1,active,863.000
07:57:15.234,1781161035.234,2026-06-11T07:57:15.234+0100,126,282,82,51.439959,-0.311130,9.938,1.084871,0.690283,2416.488,3.522,1284,107,258,1,active,864.000
07:57:16.234,1781161036.234,2026-06-11T07:57:16.234+0100,126,282,82,51.439959,-0.311078,9.928,1.090008,0.690283,2419.923,3.526,1286,107,259,1,active,865.000
07:57:17.234,1781161037.234,2026-06-11T07:57:17.234+0100,126,282,82,51.439958,-0.311027,9.919,1.094070,0.690283,2423.330,3.522,1288,107,258,1,active,866.000
07:57:18.234,1781161038.234,2026-06-11T07:57:18.234+0100,126,282,82,51.439958,-0.310977,9.909,1.099320,0.690283,2426.661,3.517,1290,107,256,1,active,867.000
07:57:19.234,1781161039.234,2026-06-11T07:57:19.234+0100,125,283,82,51.439962,-0.310928,9.897,1.097261,0.690283,2429.877,3.531,1292,106,255,1,active,868.000
07:57:20.234,1781161040.234,2026-06-11T07:57:20.234+0100,125,284,82,51.439968,-0.310877,9.883,1.095015,0.690283,2433.094,3.545,1294,106,254,1,active,869.000
07:57:21.234,1781161041.234,2026-06-11T07:57:21.234+0100,125,285,82,51.439975,-0.310824,9.867,1.093122,0.690283,2437.092,3.562,1296,106,253,1,active,870.000
07:57:22.234,1781161042.234,2026-06-11T07:57:22.234+0100,124,287,82,51.439982,-0.310769,9.848,1.089550,0.690283,2441.227,3.583,1298,106,252,1,active,871.000
07:57:23.234,1781161043.234,2026-06-11T07:57:23.234+0100,124,289,82,51.439988,-0.310714,9.827,1.088289,0.690282,2445.094,3.604,1300,106,251,1,active,872.000
07:57:24.234,1781161044.234,2026-06-11T07:57:24.234+0100,124,288,82,51.439992,-0.310662,9.804,1.091635,0.690283,2448.350,3.602,1302,105,250,1,active,873.000
07:57:25.234,1781161045.234,2026-06-11T07:57:25.234+0100,124,288,82,51.439994,-0.310615,9.780,1.093597,0.690283,2451.605,3.597,1304,105,249,1,active,874.000
07:57:26.234,1781161046.234,2026-06-11T07:57:26.234+0100,124,287,82,51.439994,-0.310567,9.756,1.094241,0.690283,2454.831,3.592,1306,105,248,1,active,875.000
07:57:27.234,1781161047.234,2026-06-11T07:57:27.234+0100,124,287,82,51.439995,-0.310518,9.732,1.093236,0.690283,2458.048,3.587,1308,105,248,1,active,876.000
07:57:28.234,1781161048.234,2026-06-11T07:57:28.234+0100,123,287,82,51.439996,-0.310469,9.709,1.088506,0.690284,2461.374,3.582,1310,105,248,1,active,877.000
07:57:29.234,1781161049.234,2026-06-11T07:57:29.234+0100,123,287,82,51.439999,-0.310419,9.687,1.086153,0.690284,2465.108,3.585,1308,105,248,1,active,878.000
07:57:30.234,1781161050.234,2026-06-11T07:57:30.234+0100,123,288,82,51.440004,-0.310371,9.667,1.081354,0.690285,2468.843,3.591,1306,105,248,1,active,879.000
07:57:31.234,1781161051.234,2026-06-11T07:57:31.234+0100,123,288,82,51.440007,-0.310323,9.647,1.079673,0.690286,2471.919,3.590,1304,105,248,1,active,880.000
07:57:32.234,1781161052.234,2026-06-11T07:57:32.234+0100,123,285,82,51.440009,-0.310277,9.630,1.086507,0.690288,2474.664,3.562,1302,105,249,1,active,881.000
07:57:33.234,1781161053.234,2026-06-11T07:57:33.234+0100,123,283,82,51.440009,-0.310232,9.614,1.085168,0.690289,2477.539,3.534,1300,105,250,1,active,882.000
07:57:34.234,1781161054.234,2026-06-11T07:57:34.234+0100,123,283,82,51.440009,-0.310185,9.600,1.086255,0.690287,2481.384,3.538,1300,105,252,1,active,883.000
07:57:35.234,1781161055.234,2026-06-11T07:57:35.234+0100,123,285,82,51.440009,-0.310136,9.587,1.087730,0.690286,2485.230,3.559,1300,105,253,1,active,884.000
07:57:36.234,1781161056.234,2026-06-11T07:57:36.234+0100,123,286,82,51.440009,-0.310083,9.575,1.086155,0.690285,2488.814,3.576,1300,105,254,1,active,885.000
07:57:37.234,1781161057.234,2026-06-11T07:57:37.234+0100,123,286,82,51.440008,-0.310028,9.563,1.084018,0.690285,2492.202,3.569,1300,105,252,1,active,886.000
07:57:38.234,1781161058.234,2026-06-11T07:57:38.234+0100,123,285,82,51.440008,-0.309977,9.550,1.081338,0.690285,2495.587,3.563,1300,106,251,1,active,887.000
07:57:39.234,1781161059.234,2026-06-11T07:57:39.234+0100,123,285,82,51.440008,-0.309928,9.537,1.081141,0.690284,2498.857,3.556,1298,106,249,1,active,888.000
07:57:40.234,1781161060.234,2026-06-11T07:57:40.234+0100,123,284,82,51.440009,-0.309880,9.522,1.084009,0.690284,2502.127,3.548,1296,107,247,1,active,889.000
07:57:41.234,1781161061.234,2026-06-11T07:57:41.234+0100,123,283,82,51.440009,-0.309832,9.507,1.088170,0.690284,2505.542,3.541,1295,107,245,1,active,890.000
07:57:42.234,1781161062.234,2026-06-11T07:57:42.234+0100,123,283,82,51.440009,-0.309782,9.490,1.094473,0.690284,2509.115,3.539,1293,107,245,1,active,891.000
07:57:43.234,1781161063.234,2026-06-11T07:57:43.234+0100,123,283,82,51.440010,-0.309733,9.473,1.102131,0.690284,2512.688,3.538,1291,106,246,1,active,892.000
07:57:44.234,1781161064.234,2026-06-11T07:57:44.234+0100,123,283,82,51.440012,-0.309684,9.456,1.108024,0.690284,2516.042,3.537,1291,106,247,1,active,893.000
07:57:45.234,1781161065.234,2026-06-11T07:57:45.234+0100,123,283,82,51.440013,-0.309635,9.439,1.114175,0.690284,2519.380,3.536,1293,106,247,1,active,894.000
07:57:46.234,1781161066.234,2026-06-11T07:57:46.234+0100,123,283,82,51.440015,-0.309586,9.423,1.118161,0.690284,2522.989,3.535,1295,105,248,1,active,895.000
07:57:47.234,1781161067.234,2026-06-11T07:57:47.234+0100,123,284,82,51.440017,-0.309537,9.408,1.118822,0.690284,2527.032,3.548,1297,105,248,1,active,896.000
07:57:48.234,1781161068.234,2026-06-11T07:57:48.234+0100,123,285,81,51.440019,-0.309485,9.395,1.117587,0.690284,2531.075,3.562,1299,105,249,1,active,897.000
07:57:49.234,1781161069.234,2026-06-11T07:57:49.234+0100,123,285,81,51.440020,-0.309432,9.382,1.114868,0.690283,2534.343,3.571,1301,105,249,1,active,898.000
07:57:50.234,1781161070.234,2026-06-11T07:57:50.234+0100,123,284,80,51.440022,-0.309378,9.371,1.110315,0.690283,2537.462,3.570,1303,105,249,1,active,899.000
07:57:51.234,1781161071.234,2026-06-11T07:57:51.234+0100,123,284,80,51.440022,-0.309326,9.362,1.107582,0.690283,2540.601,3.569,1305,105,250,1,active,900.000
07:57:52.234,1781161072.234,2026-06-11T07:57:52.234+0100,123,284,79,51.440021,-0.309276,9.352,1.103871,0.690283,2543.788,3.573,1307,105,250,1,active,901.000
07:57:53.234,1781161073.234,2026-06-11T07:57:53.234+0100,123,285,79,51.440020,-0.309225,9.344,1.101805,0.690283,2546.976,3.577,1309,105,251,1,active,902.000
07:57:54.234,1781161074.234,2026-06-11T07:57:54.234+0100,123,285,78,51.440019,-0.309175,9.335,1.098542,0.690283,2550.474,3.575,1309,106,252,1,active,903.000
07:57:55.234,1781161075.234,2026-06-11T07:57:55.234+0100,123,283,79,51.440019,-0.309127,9.327,1.099213,0.690283,2554.079,3.557,1307,106,253,1,active,904.000
07:57:56.234,1781161076.234,2026-06-11T07:57:56.234+0100,123,281,79,51.440018,-0.309080,9.319,1.103537,0.690283,2557.557,3.538,1305,106,254,1,active,905.000
07:57:57.234,1781161077.234,2026-06-11T07:57:57.234+0100,123,281,80,51.440015,-0.309033,9.311,1.110343,0.690283,2560.521,3.532,1303,106,254,1,active,906.000
07:57:58.234,1781161078.234,2026-06-11T07:57:58.234+0100,123,280,80,51.440011,-0.308984,9.304,1.118485,0.690283,2563.484,3.529,1301,106,253,1,active,907.000
07:57:59.234,1781161079.234,2026-06-11T07:57:59.234+0100,123,280,81,51.440007,-0.308935,9.298,1.122682,0.690283,2567.132,3.530,1300,106,252,1,active,908.000
07:58:00.234,1781161080.234,2026-06-11T07:58:00.234+0100,124,281,81,51.440003,-0.308886,9.294,1.126300,0.690283,2571.148,3.544,1300,106,251,1,active,909.000
07:58:01.234,1781161081.234,2026-06-11T07:58:01.234+0100,124,282,81,51.439999,-0.308836,9.290,1.130090,0.690283,2575.076,3.557,1300,106,250,1,active,910.000
07:58:02.234,1781161082.234,2026-06-11T07:58:02.234+0100,124,281,82,51.439996,-0.308786,9.287,1.131934,0.690283,2578.248,3.548,1300,106,251,1,active,911.000
07:58:03.234,1781161083.234,2026-06-11T07:58:03.234+0100,124,279,82,51.439995,-0.308740,9.282,1.132882,0.690283,2581.420,3.527,1300,107,256,1,active,912.000
07:58:04.234,1781161084.234,2026-06-11T07:58:04.234+0100,125,277,82,51.439998,-0.308698,9.276,1.132283,0.690283,2584.212,3.503,1296,107,261,1,active,913.000
07:58:05.234,1781161085.234,2026-06-11T07:58:05.234+0100,125,273,82,51.440007,-0.308665,9.266,1.126403,0.690283,2586.702,3.450,1284,107,266,1,active,914.000
07:58:06.234,1781161086.234,2026-06-11T07:58:06.234+0100,125,269,82,51.440023,-0.308642,9.252,1.120555,0.690283,2589.200,3.397,1273,108,271,1,active,915.000
07:58:07.234,1781161087.234,2026-06-11T07:58:07.234+0100,126,267,82,51.440048,-0.308630,9.236,1.116746,0.690283,2592.358,3.372,1261,108,273,1,active,916.000
07:58:08.234,1781161088.234,2026-06-11T07:58:08.234+0100,126,266,82,51.440077,-0.308630,9.217,1.112801,0.690283,2595.517,3.369,1249,108,269,1,active,917.000
07:58:09.234,1781161089.234,2026-06-11T07:58:09.234+0100,126,266,82,51.440110,-0.308632,9.197,1.110353,0.690283,2598.223,3.366,1238,108,265,1,active,918.000
07:58:10.234,1781161090.234,2026-06-11T07:58:10.234+0100,127,262,82,51.440138,-0.308623,9.178,1.105522,0.690283,2600.409,3.321,1230,108,262,1,active,919.000
07:58:11.234,1781161091.234,2026-06-11T07:58:11.234+0100,127,258,82,51.440157,-0.308594,9.162,1.098918,0.690283,2602.594,3.276,1223,108,258,1,active,920.000
07:58:12.234,1781161092.234,2026-06-11T07:58:12.234+0100,127,257,82,51.440165,-0.308547,9.148,1.100923,0.690283,2606.071,3.264,1215,108,255,1,active,921.000
07:58:13.234,1781161093.234,2026-06-11T07:58:13.234+0100,127,259,82,51.440163,-0.308491,9.138,1.104965,0.690283,2609.665,3.289,1207,107,254,1,active,922.000
07:58:14.234,1781161094.234,2026-06-11T07:58:14.234+0100,127,261,82,51.440155,-0.308432,9.130,1.104824,0.690283,2613.296,3.314,1201,106,253,1,active,923.000
07:58:15.234,1781161095.234,2026-06-11T07:58:15.234+0100,127,262,82,51.440147,-0.308375,9.122,1.107150,0.690283,2616.992,3.333,1207,105,252,1,active,924.000
07:58:16.234,1781161096.234,2026-06-11T07:58:16.234+0100,127,264,82,51.440141,-0.308320,9.115,1.111840,0.690283,2620.687,3.351,1213,104,251,1,active,925.000
07:58:17.234,1781161097.234,2026-06-11T07:58:17.234+0100,126,265,82,51.440138,-0.308267,9.105,1.115015,0.690283,2624.243,3.367,1218,103,250,1,active,926.000
07:58:18.234,1781161098.234,2026-06-11T07:58:18.234+0100,126,266,82,51.440137,-0.308215,9.092,1.116622,0.690283,2627.768,3.379,1224,103,250,1,active,927.000
07:58:19.234,1781161099.234,2026-06-11T07:58:19.234+0100,126,267,82,51.440136,-0.308165,9.076,1.118201,0.690283,2631.205,3.390,1230,103,249,1,active,928.000
07:58:20.234,1781161100.234,2026-06-11T07:58:20.234+0100,126,267,82,51.440136,-0.308115,9.056,1.121824,0.690283,2634.409,3.389,1230,104,249,1,active,929.000
07:58:21.234,1781161101.234,2026-06-11T07:58:21.234+0100,125,266,82,51.440138,-0.308068,9.034,1.125195,0.690283,2637.614,3.386,1230,104,248,1,active,930.000
07:58:22.234,1781161102.234,2026-06-11T07:58:22.234+0100,125,266,82,51.440142,-0.308021,9.010,1.127201,0.690283,2640.859,3.384,1230,104,248,1,active,931.000
07:58:23.234,1781161103.234,2026-06-11T07:58:23.234+0100,125,267,82,51.440149,-0.307974,8.984,1.132729,0.690283,2644.118,3.388,1230,105,248,1,active,932.000
07:58:24.234,1781161104.234,2026-06-11T07:58:24.234+0100,125,267,82,51.440157,-0.307927,8.959,1.130305,0.690283,2647.475,3.391,1230,105,249,1,active,933.000
07:58:25.234,1781161105.234,2026-06-11T07:58:25.234+0100,125,267,82,51.440165,-0.307880,8.934,1.127728,0.690283,2651.265,3.398,1232,106,249,1,active,934.000
07:58:26.234,1781161106.234,2026-06-11T07:58:26.234+0100,125,268,82,51.440173,-0.307832,8.911,1.124733,0.690283,2655.055,3.407,1234,106,250,1,active,935.000
07:58:27.234,1781161107.234,2026-06-11T07:58:27.234+0100,125,268,82,51.440181,-0.307784,8.891,1.122418,0.690283,2658.455,3.412,1236,107,250,1,active,936.000
07:58:28.234,1781161108.234,2026-06-11T07:58:28.234+0100,125,267,82,51.440190,-0.307736,8.874,1.117081,0.690283,2661.634,3.404,1238,106,251,1,active,937.000
07:58:29.234,1781161109.234,2026-06-11T07:58:29.234+0100,125,266,82,51.440200,-0.307691,8.862,1.112039,0.690283,2664.828,3.396,1240,106,252,1,active,938.000
07:58:30.234,1781161110.234,2026-06-11T07:58:30.234+0100,125,266,82,51.440209,-0.307644,8.853,1.106085,0.690283,2668.176,3.392,1240,105,253,1,active,939.000
07:58:31.234,1781161111.234,2026-06-11T07:58:31.234+0100,125,266,82,51.440218,-0.307596,8.848,1.103268,0.690283,2671.524,3.389,1240,105,254,1,active,940.000
07:58:32.234,1781161112.234,2026-06-11T07:58:32.234+0100,125,266,82,51.440227,-0.307549,8.844,1.098400,0.690283,2675.004,3.388,1240,104,255,1,active,941.000
07:58:33.234,1781161113.234,2026-06-11T07:58:33.234+0100,125,267,82,51.440236,-0.307501,8.841,1.095340,0.690283,2678.596,3.401,1240,104,254,1,active,942.000
07:58:34.234,1781161114.234,2026-06-11T07:58:34.234+0100,125,268,82,51.440245,-0.307453,8.838,1.095205,0.690283,2682.188,3.413,1240,105,252,1,active,943.000
07:58:35.234,1781161115.234,2026-06-11T07:58:35.234+0100,125,268,82,51.440254,-0.307406,8.835,1.094197,0.690283,2685.602,3.416,1241,105,251,1,active,944.000
07:58:36.234,1781161116.234,2026-06-11T07:58:36.234+0100,125,267,82,51.440264,-0.307357,8.829,1.095398,0.690283,2689.014,3.411,1243,106,250,1,active,945.000
07:58:37.234,1781161117.234,2026-06-11T07:58:37.234+0100,125,267,82,51.440273,-0.307309,8.823,1.096226,0.690283,2692.628,3.406,1245,106,248,1,active,946.000
07:58:38.234,1781161118.234,2026-06-11T07:58:38.234+0100,125,269,82,51.440282,-0.307259,8.814,1.092501,0.690283,2696.486,3.427,1247,105,249,1,active,947.000
07:58:39.234,1781161119.234,2026-06-11T07:58:39.234+0100,125,270,82,51.440291,-0.307208,8.805,1.091794,0.690283,2700.344,3.448,1249,104,250,1,active,948.000
07:58:40.234,1781161120.234,2026-06-11T07:58:40.234+0100,125,271,82,51.440299,-0.307158,8.794,1.088188,0.690283,2704.033,3.461,1253,103,251,1,active,949.000
07:58:41.234,1781161121.234,2026-06-11T07:58:41.234+0100,125,272,82,51.440308,-0.307106,8.784,1.087064,0.690283,2707.704,3.464,1257,102,252,1,active,950.000
07:58:42.234,1781161122.234,2026-06-11T07:58:42.234+0100,124,272,82,51.440315,-0.307054,8.774,1.089970,0.690283,2711.252,3.467,1260,100,254,1,active,951.000
07:58:43.234,1781161123.234,2026-06-11T07:58:43.234+0100,124,273,82,51.440322,-0.307004,8.764,1.089729,0.690283,2714.579,3.481,1264,101,254,1,active,952.000
07:58:44.234,1781161124.234,2026-06-11T07:58:44.234+0100,124,274,82,51.440327,-0.306953,8.756,1.090195,0.690283,2717.907,3.497,1268,101,255,1,active,953.000
07:58:45.234,1781161125.234,2026-06-11T07:58:45.234+0100,124,274,82,51.440331,-0.306902,8.748,1.090131,0.690283,2721.054,3.500,1269,102,256,1,active,954.000
07:58:46.234,1781161126.234,2026-06-11T07:58:46.234+0100,124,273,82,51.440337,-0.306853,8.742,1.086957,0.690283,2724.159,3.479,1267,103,256,1,active,955.000
07:58:47.234,1781161127.234,2026-06-11T07:58:47.234+0100,125,271,82,51.440343,-0.306807,8.738,1.088494,0.690283,2727.418,3.459,1265,104,257,1,active,956.000
07:58:48.234,1781161128.234,2026-06-11T07:58:48.234+0100,125,272,82,51.440350,-0.306762,8.735,1.086402,0.690283,2731.109,3.460,1263,104,256,1,active,957.000
07:58:49.234,1781161129.234,2026-06-11T07:58:49.234+0100,125,272,82,51.440359,-0.306714,8.735,1.083082,0.690283,2734.800,3.467,1261,104,255,1,active,958.000
07:58:50.234,1781161130.234,2026-06-11T07:58:50.234+0100,125,273,82,51.440367,-0.306663,8.736,1.078989,0.690283,2738.496,3.477,1262,104,253,1,active,959.000
07:58:51.234,1781161131.234,2026-06-11T07:58:51.234+0100,126,274,82,51.440376,-0.306612,8.738,1.074257,0.690283,2742.195,3.492,1266,104,251,1,active,960.000
07:58:52.234,1781161132.234,2026-06-11T07:58:52.234+0100,126,276,82,51.440384,-0.306559,8.740,1.071164,0.690283,2745.920,3.507,1270,104,250,1,active,961.000
07:58:53.234,1781161133.234,2026-06-11T07:58:53.234+0100,126,277,82,51.440393,-0.306507,8.741,1.068952,0.690283,2749.779,3.524,1274,104,250,1,active,962.000
07:58:54.234,1781161134.234,2026-06-11T07:58:54.234+0100,126,278,82,51.440401,-0.306454,8.741,1.065866,0.690283,2753.638,3.543,1278,104,251,1,active,963.000
