Time,Timestamp,ISO8601,Heart Rate (bpm),Power (watt),Cadence (count/min),Latitude (°),Longitude (°),Elevation (meter),Horizontal accuracy (meter),Vertical accuracy (meter),Distance (meter),Speed (m/s),Stride length (mm),VO (mm),GCT (ms),Lap,Intensity,Since start (second)
07:42:51.234,1781160171.234,2026-06-11T07:42:51.234+0100,,,,,,,,,,,,,,,,0.000
07:42:51.234,1781160171.234,2026-06-11T07:42:51.234+0100,,,65,,,,,,,,,,,1,active,0.000
07:42:52.234,1781160172.234,2026-06-11T07:42:52.234+0100,82,,65,,,,,,0.000,3.473,,,,1,active,1.000
07:42:53.234,1781160173.234,2026-06-11T07:42:53.234+0100,82,,65,,,,,,3.473,3.473,,,,1,active,2.000
07:42:54.234,1781160174.234,2026-06-11T07:42:54.234+0100,82,,65,,,,,,6.947,3.473,,,,1,active,3.000
07:42:55.234,1781160175.234,2026-06-11T07:42:55.234+0100,82,181,65,51.422795,-0.321825,12.605,1.297101,1.379069,10.195,3.178,,,,1,active,4.000
07:42:56.234,1781160176.234,2026-06-11T07:42:56.234+0100,83,206,65,51.422809,-0.321798,12.155,1.212196,1.143423,13.173,3.181,,,,1,active,5.000
07:42:57.234,1781160177.234,2026-06-11T07:42:57.234+0100,83,230,65,51.422828,-0.321781,11.775,1.143216,0.974988,16.150,3.184,,,,1,active,6.000
07:42:58.234,1781160178.234,2026-06-11T07:42:58.234+0100,83,245,65,51.422851,-0.321773,11.470,1.085864,0.858182,19.564,3.196,,,,1,active,7.000
07:42:59.234,1781160179.234,2026-06-11T07:42:59.234+0100,84,248,67,51.422876,-0.321770,11.237,1.038124,0.782430,23.024,3.221,,,,1,active,8.000
07:43:00.234,1781160180.234,2026-06-11T07:43:00.234+0100,86,251,69,51.422905,-0.321769,11.063,1.003582,0.737591,26.680,3.245,1230,,,1,active,9.000
07:43:01.234,1781160181.234,2026-06-11T07:43:01.234+0100,87,255,72,51.422936,-0.321765,10.936,0.981067,0.713277,30.686,3.301,1242,,,1,active,10.000
07:43:02.234,1781160182.234,2026-06-11T07:43:02.234+0100,87,258,74,51.422968,-0.321760,10.844,0.976661,0.701074,34.693,3.361,1254,107,,1,active,11.000
07:43:03.234,1781160183.234,2026-06-11T07:43:03.234+0100,88,261,77,51.423001,-0.321756,10.778,0.987646,0.695325,38.086,3.398,1265,108,,1,active,12.000
07:43:04.234,1781160184.234,2026-06-11T07:43:04.234+0100,88,260,79,51.423033,-0.321751,10.729,1.012646,0.692729,41.335,3.397,1277,108,,1,active,13.000
07:43:05.234,1781160185.234,2026-06-11T07:43:05.234+0100,88,259,82,51.423065,-0.321745,10.691,1.051807,0.691566,44.567,3.395,1289,109,,1,active,14.000
07:43:06.234,1781160186.234,2026-06-11T07:43:06.234+0100,89,259,81,51.423096,-0.321738,10.659,1.090607,0.691018,47.750,3.398,1290,109,,1,active,15.000
07:43:07.234,1781160187.234,2026-06-11T07:43:07.234+0100,89,259,81,51.423126,-0.321728,10.630,1.114940,0.690731,50.933,3.402,1290,110,261,1,active,16.000
07:43:08.234,1781160188.234,2026-06-11T07:43:08.234+0100,90,259,80,51.423156,-0.321716,10.601,1.119846,0.690561,54.382,3.407,1290,110,262,1,active,17.000
07:43:09.234,1781160189.234,2026-06-11T07:43:09.234+0100,92,260,80,51.423186,-0.321703,10.571,1.126918,0.690453,57.936,3.416,1290,109,262,1,active,18.000
07:43:10.234,1781160190.234,2026-06-11T07:43:10.234+0100,93,261,79,51.423215,-0.321692,10.539,1.129476,0.690383,61.449,3.424,1290,109,263,1,active,19.000
07:43:11.234,1781160191.234,2026-06-11T07:43:11.234+0100,94,261,78,51.423244,-0.321680,10.504,1.130902,0.690339,64.762,3.428,1290,108,263,1,active,20.000
07:43:12.234,1781160192.234,2026-06-11T07:43:12.234+0100,96,261,78,51.423273,-0.321665,10.466,1.132256,0.690313,68.074,3.429,1290,108,264,1,active,21.000
07:43:13.234,1781160193.234,2026-06-11T07:43:13.234+0100,97,261,78,51.423301,-0.321650,10.424,1.131738,0.690297,71.320,3.427,1290,109,265,1,active,22.000
07:43:14.234,1781160194.234,2026-06-11T07:43:14.234+0100,99,258,78,51.423329,-0.321638,10.381,1.133190,0.690289,74.527,3.403,1290,109,266,1,active,23.000
07:43:15.234,1781160195.234,2026-06-11T07:43:15.234+0100,100,256,78,51.423356,-0.321623,10.336,1.114474,0.690285,77.674,3.380,1290,110,267,1,active,24.000
07:43:16.234,1781160196.234,2026-06-11T07:43:16.234+0100,101,253,78,51.423383,-0.321608,10.292,1.101742,0.690283,80.090,3.346,1284,111,269,1,active,25.000
07:43:17.234,1781160197.234,2026-06-11T07:43:17.234+0100,103,249,78,51.423408,-0.321589,10.249,1.099506,0.690283,82.506,3.305,1277,112,270,1,active,26.000
07:43:18.234,1781160198.234,2026-06-11T07:43:18.234+0100,105,246,78,51.423429,-0.321560,10.208,1.103037,0.690282,85.472,3.267,1269,111,269,1,active,27.000
07:43:19.234,1781160199.234,2026-06-11T07:43:19.234+0100,106,246,78,51.423446,-0.321522,10.170,1.109701,0.690282,88.931,3.262,1261,109,267,1,active,28.000
07:43:20.234,1781160200.234,2026-06-11T07:43:20.234+0100,108,245,78,51.423460,-0.321482,10.135,1.118577,0.690282,92.389,3.256,1253,107,266,1,active,29.000
07:43:21.234,1781160201.234,2026-06-11T07:43:21.234+0100,109,245,78,51.423474,-0.321440,10.103,1.129042,0.690282,95.837,3.260,1250,105,264,1,active,30.000
07:43:22.234,1781160202.234,2026-06-11T07:43:22.234+0100,111,246,78,51.423489,-0.321400,10.074,1.141078,0.690282,99.283,3.271,1250,104,262,1,active,31.000
07:43:23.234,1781160203.234,2026-06-11T07:43:23.234+0100,112,247,78,51.423504,-0.321359,10.048,1.153847,0.690282,102.467,3.282,1250,104,264,1,active,32.000
07:43:24.234,1781160204.234,2026-06-11T07:43:24.234+0100,113,247,78,51.423515,-0.321315,10.026,1.153273,0.690282,105.308,3.275,1250,105,267,1,active,33.000
07:43:25.234,1781160205.234,2026-06-11T07:43:25.234+0100,113,246,78,51.423525,-0.321275,10.007,1.066082,0.690282,108.148,3.268,1250,106,269,1,active,34.000
07:43:26.234,1781160206.234,2026-06-11T07:43:26.234+0100,114,245,78,51.423541,-0.321248,9.993,1.039035,0.690282,111.105,3.252,1245,107,272,1,active,35.000
07:43:27.234,1781160207.234,2026-06-11T07:43:27.234+0100,115,243,78,51.423564,-0.321236,9.983,1.039959,0.690282,114.077,3.225,1235,108,275,1,active,36.000
07:43:28.234,1781160208.234,2026-06-11T07:43:28.234+0100,116,241,79,51.423590,-0.321245,9.975,1.041303,0.690282,116.968,3.198,1225,108,275,1,active,37.000
07:43:29.234,1781160209.234,2026-06-11T07:43:29.234+0100,117,240,79,51.423615,-0.321270,9.970,1.041920,0.690282,119.705,3.181,1215,109,272,1,active,38.000
07:43:30.234,1781160210.234,2026-06-11T07:43:30.234+0100,117,240,80,51.423639,-0.321305,9.964,1.038534,0.690282,122.441,3.165,1206,110,270,1,active,39.000
07:43:31.234,1781160211.234,2026-06-11T07:43:31.234+0100,118,240,81,51.423663,-0.321342,9.958,1.038332,0.690282,125.820,3.159,1200,111,267,1,active,40.000
07:43:32.234,1781160212.234,2026-06-11T07:43:32.234+0100,118,241,81,51.423689,-0.321372,9.950,1.035470,0.690282,129.367,3.175,1200,112,265,1,active,41.000
07:43:33.234,1781160213.234,2026-06-11T07:43:33.234+0100,118,243,82,51.423716,-0.321396,9.941,1.023437,0.690282,132.913,3.190,1200,111,264,1,active,42.000
07:43:34.234,1781160214.234,2026-06-11T07:43:34.234+0100,118,244,81,51.423744,-0.321417,9.930,1.009306,0.690282,136.455,3.201,1200,110,264,1,active,43.000
07:43:35.234,1781160215.234,2026-06-11T07:43:35.234+0100,119,245,81,51.423771,-0.321438,9.919,1.002814,0.690282,139.996,3.211,1200,109,264,1,active,44.000
07:43:36.234,1781160216.234,2026-06-11T07:43:36.234+0100,119,246,80,51.423798,-0.321459,9.906,0.989610,0.690282,143.593,3.221,1201,107,264,1,active,45.000
07:43:37.234,1781160217.234,2026-06-11T07:43:37.234+0100,120,247,80,51.423827,-0.321479,9.893,0.982837,0.690282,147.214,3.234,1205,106,264,1,active,46.000
07:43:38.234,1781160218.234,2026-06-11T07:43:38.234+0100,120,249,79,51.423856,-0.321498,9.878,0.979959,0.690282,150.753,3.247,1209,105,264,1,active,47.000
07:43:39.234,1781160219.234,2026-06-11T07:43:39.234+0100,120,250,79,51.423882,-0.321519,9.863,0.980596,0.690282,153.833,3.257,1213,107,265,1,active,48.000
07:43:40.234,1781160220.234,2026-06-11T07:43:40.234+0100,120,250,79,51.423909,-0.321541,9.846,0.983369,0.690283,156.913,3.264,1217,108,266,1,active,49.000
07:43:41.234,1781160221.234,2026-06-11T07:43:41.234+0100,120,251,79,51.423935,-0.321565,9.828,0.984608,0.690283,160.098,3.273,1221,110,267,1,active,50.000
07:43:42.234,1781160222.234,2026-06-11T07:43:42.234+0100,120,252,79,51.423962,-0.321587,9.809,0.983239,0.690283,163.352,3.286,1225,111,267,1,active,51.000
07:43:43.234,1781160223.234,2026-06-11T07:43:43.234+0100,120,254,80,51.423991,-0.321609,9.788,0.982745,0.690283,166.645,3.300,1229,112,268,1,active,52.000
07:43:44.234,1781160224.234,2026-06-11T07:43:44.234+0100,120,255,80,51.424020,-0.321631,9.768,0.982789,0.690283,170.575,3.316,1233,111,268,1,active,53.000
07:43:45.234,1781160225.234,2026-06-11T07:43:45.234+0100,121,257,80,51.424049,-0.321652,9.749,0.981421,0.690283,174.506,3.335,1237,110,268,1,active,54.000
07:43:46.234,1781160226.234,2026-06-11T07:43:46.234+0100,121,258,81,51.424078,-0.321674,9.731,0.985170,0.690283,177.949,3.352,1240,109,267,1,active,55.000
07:43:47.234,1781160227.234,2026-06-11T07:43:47.234+0100,121,257,81,51.424106,-0.321696,9.716,0.987518,0.690283,180.924,3.339,1238,108,267,1,active,56.000
07:43:48.234,1781160228.234,2026-06-11T07:43:48.234+0100,121,256,81,51.424131,-0.321717,9.703,0.992244,0.690283,183.898,3.325,1236,107,267,1,active,57.000
07:43:49.234,1781160229.234,2026-06-11T07:43:49.234+0100,121,256,81,51.424157,-0.321737,9.691,0.995552,0.690283,187.239,3.321,1234,107,265,1,active,58.000
07:43:50.234,1781160230.234,2026-06-11T07:43:50.234+0100,121,257,81,51.424183,-0.321755,9.680,0.998621,0.690283,190.594,3.326,1232,107,263,1,active,59.000
07:43:51.234,1781160231.234,2026-06-11T07:43:51.234+0100,122,257,82,51.424211,-0.321772,9.668,1.000697,0.690283,193.983,3.331,1230,108,262,1,active,60.000
07:43:52.234,1781160232.234,2026-06-11T07:43:52.234+0100,122,257,82,51.424240,-0.321789,9.655,1.001403,0.690283,197.420,3.334,1232,108,260,1,active,61.000
07:43:53.234,1781160233.234,2026-06-11T07:43:53.234+0100,122,258,82,51.424267,-0.321809,9.642,1.001144,0.690283,200.857,3.336,1234,108,259,1,active,62.000
07:43:54.234,1781160234.234,2026-06-11T07:43:54.234+0100,122,257,82,51.424292,-0.321831,9.630,1.001602,0.690283,203.983,3.330,1236,107,261,1,active,63.000
07:43:55.234,1781160235.234,2026-06-11T07:43:55.234+0100,122,256,81,51.424317,-0.321853,9.620,1.002199,0.690283,207.060,3.311,1238,106,264,1,active,64.000
07:43:56.234,1781160236.234,2026-06-11T07:43:56.234+0100,122,254,81,51.424342,-0.321875,9.612,1.001101,0.690283,210.104,3.292,1240,104,266,1,active,65.000
07:43:57.234,1781160237.234,2026-06-11T07:43:57.234+0100,122,255,80,51.424367,-0.321896,9.607,0.998978,0.690283,213.078,3.294,1238,103,268,1,active,66.000
07:43:58.234,1781160238.234,2026-06-11T07:43:58.234+0100,122,255,79,51.424393,-0.321918,9.606,0.998843,0.690283,216.052,3.300,1236,102,270,1,active,67.000
07:43:59.234,1781160239.234,2026-06-11T07:43:59.234+0100,122,256,79,51.424419,-0.321937,9.606,0.996191,0.690283,219.024,3.301,1234,102,268,1,active,68.000
07:44:00.234,1781160240.234,2026-06-11T07:44:00.234+0100,122,255,78,51.424445,-0.321954,9.608,0.996100,0.690283,221.995,3.291,1232,103,266,1,active,69.000
07:44:01.234,1781160241.234,2026-06-11T07:44:01.234+0100,123,254,78,51.424470,-0.321972,9.611,0.992083,0.690283,225.144,3.280,1230,103,264,1,active,70.000
07:44:02.234,1781160242.234,2026-06-11T07:44:02.234+0100,123,255,78,51.424495,-0.321992,9.616,0.991778,0.690283,228.901,3.289,1230,104,262,1,active,71.000
07:44:03.234,1781160243.234,2026-06-11T07:44:03.234+0100,123,256,79,51.424522,-0.322014,9.621,0.992414,0.690283,232.658,3.302,1230,104,260,1,active,72.000
07:44:04.234,1781160244.234,2026-06-11T07:44:04.234+0100,123,257,79,51.424549,-0.322037,9.627,0.989687,0.690283,236.190,3.315,1230,105,261,1,active,73.000
07:44:05.234,1781160245.234,2026-06-11T07:44:05.234+0100,123,258,80,51.424576,-0.322061,9.633,0.989249,0.690283,239.615,3.325,1230,106,262,1,active,74.000
07:44:06.234,1781160246.234,2026-06-11T07:44:06.234+0100,123,259,81,51.424603,-0.322086,9.639,0.988141,0.690283,243.055,3.334,1230,107,262,1,active,75.000
07:44:07.234,1781160247.234,2026-06-11T07:44:07.234+0100,123,259,81,51.424630,-0.322110,9.644,0.988471,0.690283,246.586,3.336,1232,109,263,1,active,76.000
07:44:08.234,1781160248.234,2026-06-11T07:44:08.234+0100,123,259,82,51.424657,-0.322132,9.649,0.987874,0.690283,250.117,3.334,1233,110,264,1,active,77.000
07:44:09.234,1781160249.234,2026-06-11T07:44:09.234+0100,124,259,82,51.424686,-0.322152,9.653,0.986247,0.690283,253.641,3.333,1235,110,263,1,active,78.000
07:44:10.234,1781160250.234,2026-06-11T07:44:10.234+0100,124,260,81,51.424715,-0.322173,9.657,0.988194,0.690283,257.160,3.339,1237,110,262,1,active,79.000
07:44:11.234,1781160251.234,2026-06-11T07:44:11.234+0100,124,261,81,51.424742,-0.322193,9.659,0.988103,0.690283,260.665,3.344,1239,110,261,1,active,80.000
07:44:12.234,1781160252.234,2026-06-11T07:44:12.234+0100,124,261,81,51.424771,-0.322215,9.661,0.993467,0.690283,263.815,3.345,1240,110,260,1,active,81.000
07:44:13.234,1781160253.234,2026-06-11T07:44:13.234+0100,124,261,80,51.424798,-0.322236,9.661,0.997553,0.690283,266.965,3.344,1240,110,259,1,active,82.000
07:44:14.234,1781160254.234,2026-06-11T07:44:14.234+0100,124,261,80,51.424825,-0.322259,9.660,0.999981,0.690283,269.985,3.343,1240,110,260,1,active,83.000
07:44:15.234,1781160255.234,2026-06-11T07:44:15.234+0100,124,261,80,51.424851,-0.322282,9.657,1.001789,0.690283,272.870,3.340,1240,109,260,1,active,84.000
07:44:16.234,1781160256.234,2026-06-11T07:44:16.234+0100,124,261,80,51.424878,-0.322305,9.655,1.001014,0.690283,275.754,3.338,1240,108,261,1,active,85.000
07:44:17.234,1781160257.234,2026-06-11T07:44:17.234+0100,125,262,80,51.424904,-0.322329,9.653,1.000497,0.690283,279.314,3.345,1242,108,262,1,active,86.000
07:44:18.234,1781160258.234,2026-06-11T07:44:18.234+0100,125,263,80,51.424931,-0.322355,9.652,0.998412,0.690283,282.915,3.360,1246,107,263,1,active,87.000
07:44:19.234,1781160259.234,2026-06-11T07:44:19.234+0100,125,264,80,51.424958,-0.322380,9.652,0.996484,0.690283,286.461,3.376,1250,107,263,1,active,88.000
07:44:20.234,1781160260.234,2026-06-11T07:44:20.234+0100,125,265,80,51.424985,-0.322404,9.654,0.991990,0.690283,289.924,3.392,1254,107,264,1,active,89.000
07:44:21.234,1781160261.234,2026-06-11T07:44:21.234+0100,125,267,80,51.425013,-0.322427,9.657,0.989799,0.690283,293.387,3.407,1258,107,265,1,active,90.000
07:44:22.234,1781160262.234,2026-06-11T07:44:22.234+0100,126,268,80,51.425041,-0.322450,9.660,0.987492,0.690283,296.738,3.417,1260,107,265,1,active,91.000
07:44:23.234,1781160263.234,2026-06-11T07:44:23.234+0100,126,268,80,51.425068,-0.322473,9.664,0.984266,0.690283,300.068,3.418,1260,107,266,1,active,92.000
07:44:24.234,1781160264.234,2026-06-11T07:44:24.234+0100,126,268,81,51.425094,-0.322495,9.668,0.981676,0.690283,303.370,3.418,1260,107,266,1,active,93.000
07:44:25.234,1781160265.234,2026-06-11T07:44:25.234+0100,126,268,81,51.425118,-0.322515,9.673,0.982141,0.690283,306.606,3.411,1260,108,265,1,active,94.000
07:44:26.234,1781160266.234,2026-06-11T07:44:26.234+0100,126,267,81,51.425143,-0.322536,9.678,0.984102,0.690283,309.841,3.402,1260,108,264,1,active,95.000
07:44:27.234,1781160267.234,2026-06-11T07:44:27.234+0100,126,267,81,51.425169,-0.322557,9.682,0.987637,0.690283,313.260,3.399,1260,108,264,1,active,96.000
07:44:28.234,1781160268.234,2026-06-11T07:44:28.234+0100,126,268,82,51.425194,-0.322578,9.686,0.989775,0.690283,316.738,3.406,1260,109,263,1,active,97.000
07:44:29.234,1781160269.234,2026-06-11T07:44:29.234+0100,126,268,82,51.425221,-0.322601,9.690,0.989537,0.690283,320.194,3.413,1260,109,263,1,active,98.000
07:44:30.234,1781160270.234,2026-06-11T07:44:30.234+0100,126,268,81,51.425247,-0.322626,9.694,0.991233,0.690283,323.566,3.410,1260,108,263,1,active,99.000
07:44:31.234,1781160271.234,2026-06-11T07:44:31.234+0100,127,267,81,51.425272,-0.322651,9.697,0.989180,0.690283,326.937,3.404,1260,108,263,1,active,100.000
07:44:32.234,1781160272.234,2026-06-11T07:44:32.234+0100,127,267,81,51.425298,-0.322677,9.701,0.988644,0.690283,330.374,3.399,1259,108,263,1,active,101.000
07:44:33.234,1781160273.234,2026-06-11T07:44:33.234+0100,127,267,80,51.425323,-0.322703,9.706,0.988865,0.690283,333.844,3.402,1257,107,263,1,active,102.000
07:44:34.234,1781160274.234,2026-06-11T07:44:34.234+0100,127,268,80,51.425349,-0.322728,9.713,0.992757,0.690283,337.234,3.405,1255,107,263,1,active,103.000
07:44:35.234,1781160275.234,2026-06-11T07:44:35.234+0100,127,268,79,51.425376,-0.322755,9.721,0.998441,0.690283,340.005,3.404,1254,107,262,1,active,104.000
07:44:36.234,1781160276.234,2026-06-11T07:44:36.234+0100,127,268,79,51.425403,-0.322780,9.730,1.003633,0.690283,342.777,3.402,1252,107,262,1,active,105.000
07:44:37.234,1781160277.234,2026-06-11T07:44:37.234+0100,127,268,79,51.425431,-0.322802,9.740,1.004177,0.690283,346.099,3.400,1251,106,262,1,active,106.000
07:44:38.234,1781160278.234,2026-06-11T07:44:38.234+0100,127,268,79,51.425459,-0.322823,9.750,1.005573,0.690283,349.842,3.402,1255,106,261,1,active,107.000
07:44:39.234,1781160279.234,2026-06-11T07:44:39.234+0100,127,269,80,51.425487,-0.322843,9.761,1.007435,0.690283,353.576,3.404,1259,106,261,1,active,108.000
07:44:40.234,1781160280.234,2026-06-11T07:44:40.234+0100,127,269,80,51.425516,-0.322864,9.770,1.008097,0.690283,356.903,3.407,1263,106,260,1,active,109.000
07:44:41.234,1781160281.234,2026-06-11T07:44:41.234+0100,128,269,80,51.425544,-0.322883,9.778,1.011144,0.690283,360.230,3.409,1267,106,260,1,active,110.000
07:44:42.234,1781160282.234,2026-06-11T07:44:42.234+0100,128,269,81,51.425570,-0.322901,9.782,1.020263,0.690283,363.444,3.411,1270,106,260,1,active,111.000
07:44:43.234,1781160283.234,2026-06-11T07:44:43.234+0100,128,269,81,51.425596,-0.322921,9.784,1.024947,0.690283,366.531,3.404,1270,106,259,1,active,112.000
07:44:44.234,1781160284.234,2026-06-11T07:44:44.234+0100,128,268,81,51.425622,-0.322944,9.782,1.033849,0.690283,369.618,3.396,1270,106,259,1,active,113.000
07:44:45.234,1781160285.234,2026-06-11T07:44:45.234+0100,128,269,81,51.425649,-0.322971,9.776,1.036013,0.690283,373.638,3.404,1270,107,259,1,active,114.000
07:44:46.234,1781160286.234,2026-06-11T07:44:46.234+0100,128,271,81,51.425677,-0.322999,9.768,1.040787,0.690283,377.733,3.430,1270,108,259,1,active,115.000
07:44:47.234,1781160287.234,2026-06-11T07:44:47.234+0100,128,274,82,51.425705,-0.323027,9.759,1.041165,0.690283,381.642,3.456,1270,110,260,1,active,116.000
07:44:48.234,1781160288.234,2026-06-11T07:44:48.234+0100,128,274,82,51.425732,-0.323054,9.749,1.039093,0.690283,385.246,3.455,1270,111,260,1,active,117.000
07:44:49.234,1781160289.234,2026-06-11T07:44:49.234+0100,128,273,82,51.425759,-0.323077,9.740,1.037336,0.690283,388.849,3.451,1270,112,260,1,active,118.000
07:44:50.234,1781160290.234,2026-06-11T07:44:50.234+0100,129,273,82,51.425785,-0.323098,9.733,1.039134,0.690283,392.198,3.447,1270,111,261,1,active,119.000
07:44:51.234,1781160291.234,2026-06-11T07:44:51.234+0100,129,272,82,51.425811,-0.323119,9.728,1.040962,0.690284,395.496,3.443,1270,110,262,1,active,120.000
07:44:52.234,1781160292.234,2026-06-11T07:44:52.234+0100,129,272,82,51.425837,-0.323139,9.725,1.036557,0.690284,398.844,3.438,1270,110,263,1,active,121.000
07:44:53.234,1781160293.234,2026-06-11T07:44:53.234+0100,129,272,82,51.425864,-0.323161,9.723,1.035012,0.690284,402.321,3.437,1270,109,264,1,active,122.000
07:44:54.234,1781160294.234,2026-06-11T07:44:54.234+0100,129,272,82,51.425891,-0.323183,9.721,1.029276,0.690284,405.799,3.437,1270,108,265,1,active,123.000
07:44:55.234,1781160295.234,2026-06-11T07:44:55.234+0100,129,272,82,51.425918,-0.323204,9.719,1.024988,0.690286,409.290,3.437,1270,108,264,1,active,124.000
07:44:56.234,1781160296.234,2026-06-11T07:44:56.234+0100,129,273,82,51.425946,-0.323223,9.716,1.021350,0.690288,412.785,3.438,1270,108,263,1,active,125.000
07:44:57.234,1781160297.234,2026-06-11T07:44:57.234+0100,129,273,82,51.425975,-0.323238,9.712,1.017511,0.690288,416.140,3.439,1270,109,263,1,active,126.000
07:44:58.234,1781160298.234,2026-06-11T07:44:58.234+0100,128,273,81,51.426005,-0.323250,9.707,1.015970,0.690285,418.893,3.439,1272,109,262,1,active,127.000
07:44:59.234,1781160299.234,2026-06-11T07:44:59.234+0100,128,273,81,51.426036,-0.323262,9.701,1.011341,0.690284,421.646,3.438,1274,109,261,1,active,128.000
07:45:00.234,1781160300.234,2026-06-11T07:45:00.234+0100,128,273,80,51.426065,-0.323278,9.694,1.009654,0.690283,424.782,3.436,1276,109,261,1,active,129.000
07:45:01.234,1781160301.234,2026-06-11T07:45:01.234+0100,128,273,80,51.426094,-0.323296,9.688,1.009579,0.690282,428.131,3.431,1278,109,261,1,active,130.000
07:45:02.234,1781160302.234,2026-06-11T07:45:02.234+0100,128,272,79,51.426123,-0.323313,9.681,1.005251,0.690282,431.495,3.426,1279,108,262,1,active,131.000
07:45:03.234,1781160303.234,2026-06-11T07:45:03.234+0100,128,272,78,51.426152,-0.323327,9.673,1.001713,0.690282,435.007,3.426,1277,108,262,1,active,132.000
07:45:04.234,1781160304.234,2026-06-11T07:45:04.234+0100,128,273,78,51.426181,-0.323338,9.665,0.999515,0.690282,438.518,3.430,1273,108,262,1,active,133.000
07:45:05.234,1781160305.234,2026-06-11T07:45:05.234+0100,127,273,78,51.426210,-0.323348,9.654,0.996919,0.690282,441.865,3.433,1269,108,263,1,active,134.000
07:45:06.234,1781160306.234,2026-06-11T07:45:06.234+0100,127,273,79,51.426240,-0.323357,9.643,0.995905,0.690283,445.076,3.424,1265,107,265,1,active,135.000
07:45:07.234,1781160307.234,2026-06-11T07:45:07.234+0100,127,272,80,51.426270,-0.323367,9.629,0.996273,0.690283,448.289,3.416,1261,107,266,1,active,136.000
07:45:08.234,1781160308.234,2026-06-11T07:45:08.234+0100,127,273,80,51.426301,-0.323377,9.613,0.995461,0.690283,452.421,3.429,1265,107,267,1,active,137.000
07:45:09.234,1781160309.234,2026-06-11T07:45:09.234+0100,127,276,81,51.426335,-0.323389,9.595,0.997164,0.690283,456.554,3.460,1273,106,269,1,active,138.000
07:45:10.234,1781160310.234,2026-06-11T07:45:10.234+0100,126,278,81,51.426368,-0.323402,9.577,0.998932,0.690283,460.476,3.491,1281,106,269,1,active,139.000
07:45:11.234,1781160311.234,2026-06-11T07:45:11.234+0100,126,278,82,51.426399,-0.323416,9.559,0.998523,0.690283,464.147,3.496,1289,106,269,1,active,140.000
07:45:12.234,1781160312.234,2026-06-11T07:45:12.234+0100,126,279,82,51.426430,-0.323430,9.542,1.000125,0.690283,467.817,3.500,1296,106,270,1,active,141.000
07:45:13.234,1781160313.234,2026-06-11T07:45:13.234+0100,127,279,82,51.426459,-0.323442,9.525,0.999355,0.690283,471.398,3.503,1300,106,270,1,active,142.000
07:45:14.234,1781160314.234,2026-06-11T07:45:14.234+0100,127,279,82,51.426488,-0.323454,9.509,0.998303,0.690283,474.969,3.502,1300,106,270,1,active,143.000
07:45:15.234,1781160315.234,2026-06-11T07:45:15.234+0100,127,279,82,51.426517,-0.323465,9.493,0.997300,0.690283,478.485,3.501,1300,107,269,1,active,144.000
07:45:16.234,1781160316.234,2026-06-11T07:45:16.234+0100,127,279,82,51.426547,-0.323474,9.476,0.996036,0.690283,481.903,3.497,1300,108,268,1,active,145.000
07:45:17.234,1781160317.234,2026-06-11T07:45:17.234+0100,128,278,82,51.426576,-0.323482,9.457,0.990564,0.690282,485.321,3.492,1300,109,267,1,active,146.000
07:45:18.234,1781160318.234,2026-06-11T07:45:18.234+0100,128,278,82,51.426606,-0.323490,9.435,0.986496,0.690283,488.868,3.491,1299,109,266,1,active,147.000
07:45:19.234,1781160319.234,2026-06-11T07:45:19.234+0100,128,279,81,51.426635,-0.323500,9.410,0.987134,0.690283,492.444,3.497,1297,110,265,1,active,148.000
07:45:20.234,1781160320.234,2026-06-11T07:45:20.234+0100,128,279,81,51.426665,-0.323511,9.381,0.982753,0.690283,495.776,3.503,1295,111,264,1,active,149.000
07:45:21.234,1781160321.234,2026-06-11T07:45:21.234+0100,128,278,80,51.426695,-0.323521,9.349,0.981025,0.690283,498.439,3.493,1293,110,263,1,active,150.000
07:45:22.234,1781160322.234,2026-06-11T07:45:22.234+0100,129,278,80,51.426725,-0.323529,9.313,0.975907,0.690283,501.102,3.481,1291,109,262,1,active,151.000
07:45:23.234,1781160323.234,2026-06-11T07:45:23.234+0100,129,277,79,51.426757,-0.323535,9.275,0.975844,0.690283,504.772,3.475,1291,108,262,1,active,152.000
07:45:24.234,1781160324.234,2026-06-11T07:45:24.234+0100,129,278,78,51.426791,-0.323539,9.235,0.976745,0.690283,508.833,3.487,1293,107,261,1,active,153.000
07:45:25.234,1781160325.234,2026-06-11T07:45:25.234+0100,129,279,78,51.426824,-0.323539,9.194,0.978481,0.690283,512.782,3.499,1295,106,261,1,active,154.000
07:45:26.234,1781160326.234,2026-06-11T07:45:26.234+0100,129,279,78,51.426857,-0.323537,9.153,0.976644,0.690283,516.192,3.506,1297,106,260,1,active,155.000
07:45:27.234,1781160327.234,2026-06-11T07:45:27.234+0100,130,280,79,51.426888,-0.323536,9.114,0.977482,0.690283,519.603,3.511,1299,106,259,1,active,156.000
07:45:28.234,1781160328.234,2026-06-11T07:45:28.234+0100,130,280,80,51.426918,-0.323538,9.076,0.977138,0.690283,523.141,3.513,1299,107,258,1,active,157.000
07:45:29.234,1781160329.234,2026-06-11T07:45:29.234+0100,130,279,80,51.426949,-0.323542,9.040,0.973601,0.690283,526.757,3.506,1298,107,257,1,active,158.000
07:45:30.234,1781160330.234,2026-06-11T07:45:30.234+0100,130,278,81,51.426980,-0.323544,9.006,0.974001,0.690283,530.376,3.499,1296,107,257,1,active,159.000
