Date,Timestamp,ISO8601,Energy (Cal),Duration (second),Since start (second)
08:32:57.413,1781163177.413,2026-06-11T08:32:57.413+0100,0.593,2.546,3006.179
08:32:59.959,1781163179.959,2026-06-11T08:32:59.959+0100,0.619,2.546,3008.725
08:33:02.506,1781163182.506,2026-06-11T08:33:02.506+0100,0.649,2.546,3011.272
08:33:05.052,1781163185.052,2026-06-11T08:33:05.052+0100,0.634,2.546,3013.818
08:33:07.599,1781163187.599,2026-06-11T08:33:07.599+0100,0.658,2.547,3016.365
08:33:10.145,1781163190.145,2026-06-11T08:33:10.145+0100,0.667,2.547,3018.911
08:33:12.692,1781163192.692,2026-06-11T08:33:12.692+0100,0.691,2.547,3021.458
08:33:15.238,1781163195.238,2026-06-11T08:33:15.238+0100,0.691,2.546,3024.004
08:33:17.785,1781163197.785,2026-06-11T08:33:17.785+0100,0.691,2.547,3026.551
08:33:20.331,1781163200.331,2026-06-11T08:33:20.331+0100,0.857,2.547,3029.097
08:33:22.878,1781163202.878,2026-06-11T08:33:22.878+0100,0.966,2.547,3031.644
08:33:25.424,1781163205.424,2026-06-11T08:33:25.424+0100,0.966,2.547,3034.190
08:33:27.971,1781163207.971,2026-06-11T08:33:27.971+0100,0.953,2.547,3036.737
08:33:30.517,1781163210.517,2026-06-11T08:33:30.517+0100,0.953,2.547,3039.283
08:33:33.064,1781163213.064,2026-06-11T08:33:33.064+0100,0.976,2.547,3041.830
08:33:35.610,1781163215.610,2026-06-11T08:33:35.610+0100,0.990,2.547,3044.376
08:33:38.157,1781163218.157,2026-06-11T08:33:38.157+0100,0.990,2.547,3046.923
08:33:40.703,1781163220.703,2026-06-11T08:33:40.703+0100,0.985,2.547,3049.469
08:33:43.250,1781163223.250,2026-06-11T08:33:43.250+0100,0.985,2.547,3052.016
08:33:45.796,1781163225.796,2026-06-11T08:33:45.796+0100,0.964,2.547,3054.562
08:33:48.343,1781163228.343,2026-06-11T08:33:48.343+0100,0.963,2.547,3057.109
08:33:50.889,1781163230.889,2026-06-11T08:33:50.889+0100,0.959,2.547,3059.655
08:33:53.436,1781163233.436,2026-06-11T08:33:53.436+0100,0.943,2.547,3062.202
08:33:55.982,1781163235.982,2026-06-11T08:33:55.982+0100,0.900,2.547,3064.748
08:33:58.529,1781163238.529,2026-06-11T08:33:58.529+0100,0.899,2.547,3067.295
08:34:01.075,1781163241.075,2026-06-11T08:34:01.075+0100,0.889,2.547,3069.841
08:34:03.622,1781163243.622,2026-06-11T08:34:03.622+0100,0.889,2.547,3072.388
08:34:06.168,1781163246.168,2026-06-11T08:34:06.168+0100,0.881,2.547,3074.934
08:34:08.715,1781163248.715,2026-06-11T08:34:08.715+0100,0.869,2.547,3077.481
08:34:11.261,1781163251.261,2026-06-11T08:34:11.261+0100,0.866,2.547,3080.027
08:34:13.808,1781163253.808,2026-06-11T08:34:13.808+0100,0.858,2.547,3082.574
08:34:16.354,1781163256.354,2026-06-11T08:34:16.354+0100,0.837,2.547,3085.120
08:34:18.901,1781163258.901,2026-06-11T08:34:18.901+0100,0.826,2.547,3087.667
08:34:21.447,1781163261.447,2026-06-11T08:34:21.447+0100,0.820,2.547,3090.213
08:34:23.994,1781163263.994,2026-06-11T08:34:23.994+0100,0.813,2.546,3092.760
08:34:26.540,1781163266.540,2026-06-11T08:34:26.540+0100,0.812,2.547,3095.306
08:34:29.087,1781163269.087,2026-06-11T08:34:29.087+0100,0.797,2.547,3097.853
08:34:31.634,1781163271.634,2026-06-11T08:34:31.634+0100,0.797,2.547,3100.399
08:34:34.180,1781163274.180,2026-06-11T08:34:34.180+0100,0.804,2.547,3102.946
08:34:36.727,1781163276.727,2026-06-11T08:34:36.727+0100,0.808,2.547,3105.492
08:34:39.273,1781163279.273,2026-06-11T08:34:39.273+0100,0.816,2.547,3108.039
08:34:41.820,1781163281.820,2026-06-11T08:34:41.820+0100,0.822,2.547,3110.585
08:34:44.366,1781163284.366,2026-06-11T08:34:44.366+0100,0.822,2.546,3113.132
08:34:46.913,1781163286.913,2026-06-11T08:34:46.913+0100,0.803,2.547,3115.678
08:34:49.459,1781163289.459,2026-06-11T08:34:49.459+0100,0.792,2.546,3118.225
08:34:52.006,1781163292.006,2026-06-11T08:34:52.006+0100,0.792,2.547,3120.771
08:34:54.552,1781163294.552,2026-06-11T08:34:54.552+0100,0.789,2.546,3123.318
08:34:57.099,1781163297.099,2026-06-11T08:34:57.099+0100,0.793,2.547,3125.864
08:34:59.645,1781163299.645,2026-06-11T08:34:59.645+0100,0.789,2.547,3128.411
08:35:02.192,1781163302.192,2026-06-11T08:35:02.192+0100,0.779,2.547,3130.957
08:35:04.738,1781163304.738,2026-06-11T08:35:04.738+0100,0.773,2.547,3133.504
08:35:07.285,1781163307.285,2026-06-11T08:35:07.285+0100,0.773,2.547,3136.050
08:35:09.831,1781163309.831,2026-06-11T08:35:09.831+0100,0.775,2.547,3138.597
08:35:12.378,1781163312.378,2026-06-11T08:35:12.378+0100,0.785,2.547,3141.143
08:35:14.924,1781163314.924,2026-06-11T08:35:14.924+0100,0.785,2.547,3143.690
08:35:17.471,1781163317.471,2026-06-11T08:35:17.471+0100,0.779,2.547,3146.236
08:35:20.017,1781163320.017,2026-06-11T08:35:20.017+0100,0.779,2.546,3148.783
08:35:22.564,1781163322.564,2026-06-11T08:35:22.564+0100,0.805,2.547,3151.329
08:35:25.110,1781163325.110,2026-06-11T08:35:25.110+0100,0.811,2.546,3153.876
08:35:27.657,1781163327.657,2026-06-11T08:35:27.657+0100,0.811,2.547,3156.422
08:35:30.203,1781163330.203,2026-06-11T08:35:30.203+0100,0.806,2.546,3158.969
08:35:32.750,1781163332.750,2026-06-11T08:35:32.750+0100,0.794,2.547,3161.515
08:35:35.296,1781163335.296,2026-06-11T08:35:35.296+0100,0.792,2.547,3164.062
08:35:37.843,1781163337.843,2026-06-11T08:35:37.843+0100,0.794,2.546,3166.608
08:35:40.389,1781163340.389,2026-06-11T08:35:40.389+0100,0.799,2.546,3169.155
08:35:42.936,1781163342.936,2026-06-11T08:35:42.936+0100,0.800,2.546,3171.701
08:35:45.482,1781163345.482,2026-06-11T08:35:45.482+0100,0.803,2.546,3174.248
08:35:48.029,1781163348.029,2026-06-11T08:35:48.029+0100,0.806,2.546,3176.794
08:35:50.575,1781163350.575,2026-06-11T08:35:50.575+0100,0.806,2.546,3179.341
08:35:53.122,1781163353.122,2026-06-11T08:35:53.122+0100,0.807,2.546,3181.887
08:35:55.668,1781163355.668,2026-06-11T08:35:55.668+0100,0.807,2.546,3184.434
08:35:58.215,1781163358.215,2026-06-11T08:35:58.215+0100,0.807,2.546,3186.980
08:36:00.761,1781163360.761,2026-06-11T08:36:00.761+0100,0.802,2.546,3189.527
08:36:03.308,1781163363.308,2026-06-11T08:36:03.308+0100,0.783,2.546,3192.073
08:36:05.854,1781163365.854,2026-06-11T08:36:05.854+0100,0.783,2.546,3194.620
08:36:08.400,1781163368.400,2026-06-11T08:36:08.400+0100,0.785,2.546,3197.166
08:36:10.947,1781163370.947,2026-06-11T08:36:10.947+0100,0.785,2.546,3199.713
08:36:13.493,1781163373.493,2026-06-11T08:36:13.493+0100,0.734,2.546,3202.259
08:36:16.040,1781163376.040,2026-06-11T08:36:16.040+0100,0.715,2.547,3204.806
08:36:18.586,1781163378.586,2026-06-11T08:36:18.586+0100,0.649,2.547,3207.352
08:36:21.133,1781163381.133,2026-06-11T08:36:21.133+0100,0.649,2.547,3209.899
08:36:23.679,1781163383.679,2026-06-11T08:36:23.679+0100,0.697,2.547,3212.445
08:36:26.226,1781163386.226,2026-06-11T08:36:26.226+0100,0.697,2.547,3214.992
08:36:28.773,1781163388.773,2026-06-11T08:36:28.773+0100,0.697,2.547,3217.538
08:36:31.319,1781163391.319,2026-06-11T08:36:31.319+0100,0.691,2.547,3220.085
08:36:33.866,1781163393.866,2026-06-11T08:36:33.866+0100,0.691,2.547,3222.631
08:36:36.412,1781163396.412,2026-06-11T08:36:36.412+0100,0.691,2.547,3225.178
08:36:38.959,1781163398.959,2026-06-11T08:36:38.959+0100,0.626,2.547,3227.724
08:36:41.505,1781163401.505,2026-06-11T08:36:41.505+0100,0.622,2.547,3230.271
08:36:44.052,1781163404.052,2026-06-11T08:36:44.052+0100,0.622,2.547,3232.817
08:36:46.598,1781163406.598,2026-06-11T08:36:46.598+0100,0.622,2.547,3235.364
08:36:49.145,1781163409.145,2026-06-11T08:36:49.145+0100,0.622,2.547,3237.910
08:36:51.691,1781163411.691,2026-06-11T08:36:51.691+0100,0.622,2.547,3240.457
08:36:54.238,1781163414.238,2026-06-11T08:36:54.238+0100,0.625,2.547,3243.003
08:36:56.784,1781163416.784,2026-06-11T08:36:56.784+0100,0.626,2.547,3245.550
08:36:59.331,1781163419.331,2026-06-11T08:36:59.331+0100,0.629,2.547,3248.096
08:37:01.877,1781163421.877,2026-06-11T08:37:01.877+0100,0.637,2.547,3250.643
08:37:04.424,1781163424.424,2026-06-11T08:37:04.424+0100,0.638,2.547,3253.189
08:37:06.970,1781163426.970,2026-06-11T08:37:06.970+0100,0.638,2.547,3255.736
08:37:09.517,1781163429.517,2026-06-11T08:37:09.517+0100,0.641,2.547,3258.282
08:37:12.063,1781163432.063,2026-06-11T08:37:12.063+0100,0.644,2.547,3260.829
08:37:14.610,1781163434.610,2026-06-11T08:37:14.610+0100,0.645,2.547,3263.375
08:37:17.156,1781163437.156,2026-06-11T08:37:17.156+0100,0.645,2.547,3265.922
08:37:19.703,1781163439.703,2026-06-11T08:37:19.703+0100,0.650,2.547,3268.468
08:37:22.249,1781163442.249,2026-06-11T08:37:22.249+0100,0.653,2.547,3271.015
08:37:24.796,1781163444.796,2026-06-11T08:37:24.796+0100,0.658,2.547,3273.561
08:37:27.342,1781163447.342,2026-06-11T08:37:27.342+0100,0.658,2.547,3276.108
08:37:29.889,1781163449.889,2026-06-11T08:37:29.889+0100,0.644,2.547,3278.654
08:37:32.435,1781163452.435,2026-06-11T08:37:32.435+0100,0.642,2.547,3281.201
08:37:34.982,1781163454.982,2026-06-11T08:37:34.982+0100,0.634,2.547,3283.747
08:37:37.528,1781163457.528,2026-06-11T08:37:37.528+0100,0.630,2.547,3286.294
08:37:40.075,1781163460.075,2026-06-11T08:37:40.075+0100,0.626,2.547,3288.840
08:37:42.621,1781163462.621,2026-06-11T08:37:42.621+0100,0.624,2.547,3291.387
08:37:45.168,1781163465.168,2026-06-11T08:37:45.168+0100,0.616,2.547,3293.933
08:37:47.714,1781163467.714,2026-06-11T08:37:47.714+0100,0.611,2.547,3296.480
08:37:50.261,1781163470.261,2026-06-11T08:37:50.261+0100,0.610,2.547,3299.026
08:37:52.807,1781163472.807,2026-06-11T08:37:52.807+0100,0.610,2.547,3301.573
08:37:55.354,1781163475.354,2026-06-11T08:37:55.354+0100,0.624,2.547,3304.119
08:37:57.900,1781163477.900,2026-06-11T08:37:57.900+0100,0.628,2.547,3306.666
08:38:00.447,1781163480.447,2026-06-11T08:38:00.447+0100,0.628,2.547,3309.212
08:38:02.993,1781163482.993,2026-06-11T08:38:02.993+0100,0.625,2.547,3311.759
08:38:05.540,1781163485.540,2026-06-11T08:38:05.540+0100,0.621,2.547,3314.305
08:38:08.086,1781163488.086,2026-06-11T08:38:08.086+0100,0.620,2.547,3316.852
08:38:10.633,1781163490.633,2026-06-11T08:38:10.633+0100,0.621,2.547,3319.398
08:38:13.179,1781163493.179,2026-06-11T08:38:13.179+0100,0.639,2.547,3321.945
08:38:15.726,1781163495.726,2026-06-11T08:38:15.726+0100,0.643,2.547,3324.491
08:38:18.272,1781163498.272,2026-06-11T08:38:18.272+0100,0.650,2.547,3327.038
08:38:20.819,1781163500.819,2026-06-11T08:38:20.819+0100,0.658,2.547,3329.584
08:38:23.365,1781163503.365,2026-06-11T08:38:23.365+0100,0.660,2.547,3332.131
08:38:25.912,1781163505.912,2026-06-11T08:38:25.912+0100,0.661,2.547,3334.677
08:38:28.458,1781163508.458,2026-06-11T08:38:28.458+0100,0.661,2.547,3337.224
08:38:31.005,1781163511.005,2026-06-11T08:38:31.005+0100,0.661,2.547,3339.770
08:38:33.551,1781163513.551,2026-06-11T08:38:33.551+0100,0.661,2.547,3342.317
08:38:36.098,1781163516.098,2026-06-11T08:38:36.098+0100,0.699,2.547,3344.863
08:38:38.644,1781163518.644,2026-06-11T08:38:38.644+0100,0.723,2.547,3347.410
08:38:41.191,1781163521.191,2026-06-11T08:38:41.191+0100,0.725,2.547,3349.956
08:38:43.737,1781163523.737,2026-06-11T08:38:43.737+0100,0.746,2.547,3352.503
08:38:46.284,1781163526.284,2026-06-11T08:38:46.284+0100,0.836,2.547,3355.049
08:38:48.830,1781163528.830,2026-06-11T08:38:48.830+0100,0.836,2.547,3357.596
08:38:51.377,1781163531.377,2026-06-11T08:38:51.377+0100,0.835,2.547,3360.142
08:38:53.923,1781163533.923,2026-06-11T08:38:53.923+0100,0.835,2.547,3362.689
08:38:56.470,1781163536.470,2026-06-11T08:38:56.470+0100,0.847,2.547,3365.235
08:38:59.016,1781163539.016,2026-06-11T08:38:59.016+0100,0.849,2.547,3367.782
08:39:01.563,1781163541.563,2026-06-11T08:39:01.563+0100,0.849,2.547,3370.328
08:39:04.109,1781163544.109,2026-06-11T08:39:04.109+0100,0.832,2.547,3372.875
08:39:06.656,1781163546.656,2026-06-11T08:39:06.656+0100,0.826,2.547,3375.421
08:39:09.202,1781163549.202,2026-06-11T08:39:09.202+0100,0.823,2.547,3377.968
08:39:11.749,1781163551.749,2026-06-11T08:39:11.749+0100,0.816,2.547,3380.514
08:39:14.295,1781163554.295,2026-06-11T08:39:14.295+0100,0.816,2.547,3383.061
08:39:16.842,1781163556.842,2026-06-11T08:39:16.842+0100,0.816,2.547,3385.607
08:39:19.388,1781163559.388,2026-06-11T08:39:19.388+0100,0.811,2.547,3388.154
08:39:21.935,1781163561.935,2026-06-11T08:39:21.935+0100,0.807,2.547,3390.700
08:39:24.481,1781163564.481,2026-06-11T08:39:24.481+0100,0.803,2.547,3393.247
08:39:27.028,1781163567.028,2026-06-11T08:39:27.028+0100,0.796,2.547,3395.793
08:39:29.574,1781163569.574,2026-06-11T08:39:29.574+0100,0.790,2.547,3398.340
08:39:32.121,1781163572.121,2026-06-11T08:39:32.121+0100,0.786,2.547,3400.886
08:39:34.667,1781163574.667,2026-06-11T08:39:34.667+0100,0.786,2.547,3403.433
08:39:37.214,1781163577.214,2026-06-11T08:39:37.214+0100,0.786,2.547,3405.979
08:39:39.760,1781163579.760,2026-06-11T08:39:39.760+0100,0.792,2.547,3408.526
08:39:42.307,1781163582.307,2026-06-11T08:39:42.307+0100,0.797,2.547,3411.072
08:39:44.853,1781163584.853,2026-06-11T08:39:44.853+0100,0.797,2.547,3413.619
08:39:47.400,1781163587.400,2026-06-11T08:39:47.400+0100,0.798,2.547,3416.165
08:39:49.946,1781163589.946,2026-06-11T08:39:49.946+0100,0.798,2.546,3418.712
08:39:52.493,1781163592.493,2026-06-11T08:39:52.493+0100,0.798,2.547,3421.258
08:39:55.039,1781163595.039,2026-06-11T08:39:55.039+0100,0.794,2.546,3423.805
08:39:57.586,1781163597.586,2026-06-11T08:39:57.586+0100,0.794,2.547,3426.351
08:40:00.132,1781163600.132,2026-06-11T08:40:00.132+0100,0.796,2.547,3428.898
08:40:02.679,1781163602.679,2026-06-11T08:40:02.679+0100,0.796,2.546,3431.445
08:40:05.225,1781163605.225,2026-06-11T08:40:05.225+0100,0.795,2.546,3433.991
08:40:07.772,1781163607.772,2026-06-11T08:40:07.772+0100,0.795,2.546,3436.537
08:40:10.318,1781163610.318,2026-06-11T08:40:10.318+0100,0.791,2.546,3439.084
08:40:12.865,1781163612.865,2026-06-11T08:40:12.865+0100,0.791,2.546,3441.630
08:40:15.411,1781163615.411,2026-06-11T08:40:15.411+0100,0.791,2.546,3444.177
08:40:17.958,1781163617.958,2026-06-11T08:40:17.958+0100,0.786,2.546,3446.723
08:40:20.504,1781163620.504,2026-06-11T08:40:20.504+0100,0.783,2.546,3449.270
08:40:23.051,1781163623.051,2026-06-11T08:40:23.051+0100,0.783,2.546,3451.816
08:40:25.597,1781163625.597,2026-06-11T08:40:25.597+0100,0.785,2.546,3454.363
08:40:28.144,1781163628.144,2026-06-11T08:40:28.144+0100,0.785,2.546,3456.909
08:40:30.690,1781163630.690,2026-06-11T08:40:30.690+0100,0.773,2.546,3459.456
08:40:33.237,1781163633.237,2026-06-11T08:40:33.237+0100,0.771,2.546,3462.002
08:40:35.783,1781163635.783,2026-06-11T08:40:35.783+0100,0.767,2.546,3464.549
08:40:38.330,1781163638.330,2026-06-11T08:40:38.330+0100,0.767,2.546,3467.095
08:40:40.876,1781163640.876,2026-06-11T08:40:40.876+0100,0.771,2.546,3469.642
08:40:43.423,1781163643.423,2026-06-11T08:40:43.423+0100,0.775,2.546,3472.188
08:40:45.969,1781163645.969,2026-06-11T08:40:45.969+0100,0.776,2.546,3474.735
08:40:48.516,1781163648.516,2026-06-11T08:40:48.516+0100,0.778,2.546,3477.281
08:40:51.062,1781163651.062,2026-06-11T08:40:51.062+0100,0.778,2.546,3479.828
08:40:53.609,1781163653.609,2026-06-11T08:40:53.609+0100,0.777,2.546,3482.374
08:40:56.155,1781163656.155,2026-06-11T08:40:56.155+0100,0.777,2.546,3484.921
08:40:58.702,1781163658.702,2026-06-11T08:40:58.702+0100,0.780,2.546,3487.467
08:41:01.248,1781163661.248,2026-06-11T08:41:01.248+0100,0.780,2.546,3490.014
08:41:03.795,1781163663.795,2026-06-11T08:41:03.795+0100,0.779,2.546,3492.560
08:41:06.341,1781163666.341,2026-06-11T08:41:06.341+0100,0.779,2.546,3495.107
08:41:08.888,1781163668.888,2026-06-11T08:41:08.888+0100,0.792,2.546,3497.653
08:41:11.434,1781163671.434,2026-06-11T08:41:11.434+0100,0.792,2.546,3500.200
08:41:13.981,1781163673.981,2026-06-11T08:41:13.981+0100,0.794,2.546,3502.746
08:41:16.527,1781163676.527,2026-06-11T08:41:16.527+0100,0.792,2.546,3505.293
08:41:19.074,1781163679.074,2026-06-11T08:41:19.074+0100,0.789,2.546,3507.839
08:41:21.620,1781163681.620,2026-06-11T08:41:21.620+0100,0.774,2.546,3510.386
08:41:24.167,1781163684.167,2026-06-11T08:41:24.167+0100,0.774,2.546,3512.932
08:41:26.713,1781163686.713,2026-06-11T08:41:26.713+0100,0.782,2.546,3515.479
08:41:29.260,1781163689.260,2026-06-11T08:41:29.260+0100,0.800,2.546,3518.025
08:41:31.806,1781163691.806,2026-06-11T08:41:31.806+0100,0.800,2.546,3520.572
08:41:34.353,1781163694.353,2026-06-11T08:41:34.353+0100,0.798,2.546,3523.118
08:41:36.899,1781163696.899,2026-06-11T08:41:36.899+0100,0.798,2.546,3525.665
08:41:39.446,1781163699.446,2026-06-11T08:41:39.446+0100,0.798,2.546,3528.211
08:41:41.992,1781163701.992,2026-06-11T08:41:41.992+0100,0.744,2.546,3530.758
08:41:44.539,1781163704.539,2026-06-11T08:41:44.539+0100,0.691,2.546,3533.304
08:41:47.085,1781163707.085,2026-06-11T08:41:47.085+0100,0.683,2.546,3535.851
08:41:49.632,1781163709.632,2026-06-11T08:41:49.632+0100,0.683,2.546,3538.397
08:41:52.178,1781163712.178,2026-06-11T08:41:52.178+0100,0.702,2.546,3540.944
08:41:54.725,1781163714.725,2026-06-11T08:41:54.725+0100,0.702,2.546,3543.490
08:41:57.271,1781163717.271,2026-06-11T08:41:57.271+0100,0.697,2.546,3546.037
08:41:59.818,1781163719.818,2026-06-11T08:41:59.818+0100,0.691,2.546,3548.583
08:42:02.364,1781163722.364,2026-06-11T08:42:02.364+0100,0.685,2.546,3551.130
08:42:04.911,1781163724.911,2026-06-11T08:42:04.911+0100,0.685,2.546,3553.676
08:42:07.457,1781163727.457,2026-06-11T08:42:07.457+0100,0.680,2.546,3556.223
08:42:10.004,1781163730.004,2026-06-11T08:42:10.004+0100,0.680,2.546,3558.769
08:42:12.550,1781163732.550,2026-06-11T08:42:12.550+0100,0.608,2.546,3561.316
08:42:15.097,1781163735.097,2026-06-11T08:42:15.097+0100,0.608,2.546,3563.862
08:42:17.643,1781163737.643,2026-06-11T08:42:17.643+0100,0.614,2.546,3566.409
08:42:20.190,1781163740.190,2026-06-11T08:42:20.190+0100,0.625,2.546,3568.955
08:42:22.736,1781163742.736,2026-06-11T08:42:22.736+0100,0.633,2.546,3571.502
08:42:25.283,1781163745.283,2026-06-11T08:42:25.283+0100,0.637,2.546,3574.048
08:42:27.829,1781163747.829,2026-06-11T08:42:27.829+0100,0.637,2.547,3576.595
08:42:30.376,1781163750.376,2026-06-11T08:42:30.376+0100,0.635,2.546,3579.141
08:42:32.922,1781163752.922,2026-06-11T08:42:32.922+0100,0.629,2.547,3581.688
08:42:35.469,1781163755.469,2026-06-11T08:42:35.469+0100,0.629,2.546,3584.234
08:42:38.015,1781163758.015,2026-06-11T08:42:38.015+0100,0.622,2.547,3586.781
08:42:40.562,1781163760.562,2026-06-11T08:42:40.562+0100,0.620,2.547,3589.327
08:42:43.108,1781163763.108,2026-06-11T08:42:43.108+0100,0.615,2.547,3591.874
08:42:45.655,1781163765.655,2026-06-11T08:42:45.655+0100,0.615,2.547,3594.420
08:42:48.201,1781163768.201,2026-06-11T08:42:48.201+0100,0.592,2.547,3596.967
08:42:50.748,1781163770.748,2026-06-11T08:42:50.748+0100,0.581,2.547,3599.513
08:42:53.294,1781163773.294,2026-06-11T08:42:53.294+0100,0.581,2.547,3602.060
08:42:55.841,1781163775.841,2026-06-11T08:42:55.841+0100,0.594,2.547,3604.606
08:42:58.387,1781163778.387,2026-06-11T08:42:58.387+0100,0.594,2.547,3607.153
08:43:00.934,1781163780.934,2026-06-11T08:43:00.934+0100,0.587,2.547,3609.699
08:43:03.480,1781163783.480,2026-06-11T08:43:03.480+0100,0.587,2.547,3612.246
08:43:06.027,1781163786.027,2026-06-11T08:43:06.027+0100,0.587,2.547,3614.792
08:43:08.573,1781163788.573,2026-06-11T08:43:08.573+0100,0.589,2.547,3617.339
08:43:11.120,1781163791.120,2026-06-11T08:43:11.120+0100,0.597,2.547,3619.885
08:43:13.666,1781163793.666,2026-06-11T08:43:13.666+0100,0.604,2.547,3622.432
08:43:16.213,1781163796.213,2026-06-11T08:43:16.213+0100,0.610,2.547,3624.978
08:43:18.759,1781163798.759,2026-06-11T08:43:18.759+0100,0.615,2.547,3627.525
08:43:21.306,1781163801.306,2026-06-11T08:43:21.306+0100,0.610,2.547,3630.071
08:43:23.852,1781163803.852,2026-06-11T08:43:23.852+0100,0.603,2.547,3632.618
08:43:26.399,1781163806.399,2026-06-11T08:43:26.399+0100,0.598,2.547,3635.164
08:43:28.945,1781163808.945,2026-06-11T08:43:28.945+0100,0.596,2.547,3637.711
08:43:31.492,1781163811.492,2026-06-11T08:43:31.492+0100,0.584,2.547,3640.257
08:43:34.038,1781163814.038,2026-06-11T08:43:34.038+0100,0.582,2.547,3642.804
08:43:36.585,1781163816.585,2026-06-11T08:43:36.585+0100,0.572,2.547,3645.350
08:43:39.131,1781163819.131,2026-06-11T08:43:39.131+0100,0.570,2.547,3647.897
08:43:41.678,1781163821.678,2026-06-11T08:43:41.678+0100,0.572,2.547,3650.443
08:43:44.224,1781163824.224,2026-06-11T08:43:44.224+0100,0.572,2.547,3652.990
08:43:46.771,1781163826.771,2026-06-11T08:43:46.771+0100,0.572,2.547,3655.536
08:43:49.317,1781163829.317,2026-06-11T08:43:49.317+0100,0.574,2.547,3658.083
08:43:51.864,1781163831.864,2026-06-11T08:43:51.864+0100,0.571,2.547,3660.629
08:43:54.410,1781163834.410,2026-06-11T08:43:54.410+0100,0.574,2.547,3663.176
08:43:56.957,1781163836.957,2026-06-11T08:43:56.957+0100,0.645,2.547,3665.722
08:43:59.503,1781163839.503,2026-06-11T08:43:59.503+0100,0.645,2.547,3668.269
08:44:02.050,1781163842.050,2026-06-11T08:44:02.050+0100,0.611,2.547,3670.815
08:44:04.596,1781163844.596,2026-06-11T08:44:04.596+0100,0.611,2.547,3673.362
08:44:07.143,1781163847.143,2026-06-11T08:44:07.143+0100,0.652,2.547,3675.908
08:44:09.689,1781163849.689,2026-06-11T08:44:09.689+0100,0.688,2.547,3678.455
08:44:12.236,1781163852.236,2026-06-11T08:44:12.236+0100,0.711,2.547,3681.001
08:44:14.782,1781163854.782,2026-06-11T08:44:14.782+0100,0.724,2.547,3683.548
08:44:17.329,1781163857.329,2026-06-11T08:44:17.329+0100,0.865,2.547,3686.095
08:44:19.875,1781163859.875,2026-06-11T08:44:19.875+0100,0.865,2.547,3688.641
08:44:22.422,1781163862.422,2026-06-11T08:44:22.422+0100,0.842,2.547,3691.188
08:44:24.968,1781163864.968,2026-06-11T08:44:24.968+0100,0.827,2.547,3693.734
08:44:27.515,1781163867.515,2026-06-11T08:44:27.515+0100,0.812,2.547,3696.281
08:44:30.061,1781163870.061,2026-06-11T08:44:30.061+0100,0.812,2.547,3698.827
08:44:32.608,1781163872.608,2026-06-11T08:44:32.608+0100,0.829,2.547,3701.374
08:44:35.154,1781163875.154,2026-06-11T08:44:35.154+0100,0.830,2.547,3703.920
08:44:37.701,1781163877.701,2026-06-11T08:44:37.701+0100,0.830,2.547,3706.467
08:44:40.247,1781163880.247,2026-06-11T08:44:40.247+0100,0.834,2.547,3709.013
08:44:42.794,1781163882.794,2026-06-11T08:44:42.794+0100,0.838,2.547,3711.560
08:44:45.340,1781163885.340,2026-06-11T08:44:45.340+0100,0.834,2.547,3714.106
08:44:47.887,1781163887.887,2026-06-11T08:44:47.887+0100,0.833,2.547,3716.653
08:44:50.433,1781163890.433,2026-06-11T08:44:50.433+0100,0.833,2.547,3719.199
08:44:52.980,1781163892.980,2026-06-11T08:44:52.980+0100,0.836,2.547,3721.746
08:44:55.526,1781163895.526,2026-06-11T08:44:55.526+0100,0.836,2.547,3724.292
08:44:58.073,1781163898.073,2026-06-11T08:44:58.073+0100,0.834,2.547,3726.839
08:45:00.619,1781163900.619,2026-06-11T08:45:00.619+0100,0.834,2.546,3729.385
08:45:03.166,1781163903.166,2026-06-11T08:45:03.166+0100,0.828,2.547,3731.932
08:45:05.712,1781163905.712,2026-06-11T08:45:05.712+0100,0.825,2.546,3734.478
08:45:08.259,1781163908.259,2026-06-11T08:45:08.259+0100,0.825,2.547,3737.025
08:45:10.805,1781163910.805,2026-06-11T08:45:10.805+0100,0.825,2.547,3739.571
08:45:13.352,1781163913.352,2026-06-11T08:45:13.352+0100,0.825,2.546,3742.118
08:45:15.898,1781163915.898,2026-06-11T08:45:15.898+0100,0.823,2.547,3744.664
08:45:18.445,1781163918.445,2026-06-11T08:45:18.445+0100,0.823,2.546,3747.211
08:45:20.991,1781163920.991,2026-06-11T08:45:20.991+0100,0.823,2.547,3749.757
08:45:23.538,1781163923.538,2026-06-11T08:45:23.538+0100,0.822,2.546,3752.304
08:45:26.084,1781163926.084,2026-06-11T08:45:26.084+0100,0.813,2.547,3754.850
08:45:28.631,1781163928.631,2026-06-11T08:45:28.631+0100,0.812,2.546,3757.397
08:45:31.177,1781163931.177,2026-06-11T08:45:31.177+0100,0.811,2.547,3759.943
08:45:33.724,1781163933.724,2026-06-11T08:45:33.724+0100,0.810,2.547,3762.490
08:45:36.270,1781163936.270,2026-06-11T08:45:36.270+0100,0.810,2.547,3765.036
08:45:38.817,1781163938.817,2026-06-11T08:45:38.817+0100,0.808,2.546,3767.583
08:45:41.363,1781163941.363,2026-06-11T08:45:41.363+0100,0.808,2.547,3770.129
08:45:43.910,1781163943.910,2026-06-11T08:45:43.910+0100,0.787,2.547,3772.676
08:45:46.456,1781163946.456,2026-06-11T08:45:46.456+0100,0.783,2.546,3775.222
