Date,Timestamp,ISO8601,Energy (Cal),Duration (second),Since start (second)
08:20:05.824,1781162405.824,2026-06-11T08:20:05.824+0100,0.691,2.546,2234.590
08:20:08.371,1781162408.371,2026-06-11T08:20:08.371+0100,0.674,2.546,2237.136
08:20:10.917,1781162410.917,2026-06-11T08:20:10.917+0100,0.660,2.546,2239.683
08:20:13.464,1781162413.464,2026-06-11T08:20:13.464+0100,0.660,2.546,2242.229
08:20:16.010,1781162416.010,2026-06-11T08:20:16.010+0100,0.679,2.546,2244.776
08:20:18.557,1781162418.557,2026-06-11T08:20:18.557+0100,0.679,2.546,2247.322
08:20:21.103,1781162421.103,2026-06-11T08:20:21.103+0100,0.674,2.546,2249.869
08:20:23.650,1781162423.650,2026-06-11T08:20:23.650+0100,0.613,2.546,2252.415
08:20:26.196,1781162426.196,2026-06-11T08:20:26.196+0100,0.613,2.546,2254.962
08:20:28.743,1781162428.743,2026-06-11T08:20:28.743+0100,0.620,2.546,2257.508
08:20:31.289,1781162431.289,2026-06-11T08:20:31.289+0100,0.620,2.546,2260.055
08:20:33.836,1781162433.836,2026-06-11T08:20:33.836+0100,0.616,2.546,2262.601
08:20:36.382,1781162436.382,2026-06-11T08:20:36.382+0100,0.616,2.546,2265.148
08:20:38.929,1781162438.929,2026-06-11T08:20:38.929+0100,0.614,2.546,2267.694
08:20:41.475,1781162441.475,2026-06-11T08:20:41.475+0100,0.614,2.546,2270.241
08:20:44.022,1781162444.022,2026-06-11T08:20:44.022+0100,0.635,2.546,2272.787
08:20:46.568,1781162446.568,2026-06-11T08:20:46.568+0100,0.635,2.546,2275.334
08:20:49.114,1781162449.114,2026-06-11T08:20:49.114+0100,0.631,2.546,2277.880
08:20:51.661,1781162451.661,2026-06-11T08:20:51.661+0100,0.631,2.546,2280.427
08:20:54.207,1781162454.207,2026-06-11T08:20:54.207+0100,0.631,2.546,2282.973
08:20:56.754,1781162456.754,2026-06-11T08:20:56.754+0100,0.632,2.546,2285.520
08:20:59.300,1781162459.300,2026-06-11T08:20:59.300+0100,0.639,2.546,2288.066
08:21:01.847,1781162461.847,2026-06-11T08:21:01.847+0100,0.645,2.546,2290.613
08:21:04.393,1781162464.393,2026-06-11T08:21:04.393+0100,0.651,2.546,2293.159
08:21:06.940,1781162466.940,2026-06-11T08:21:06.940+0100,0.651,2.546,2295.706
08:21:09.486,1781162469.486,2026-06-11T08:21:09.486+0100,0.641,2.546,2298.252
08:21:12.033,1781162472.033,2026-06-11T08:21:12.033+0100,0.630,2.546,2300.799
08:21:14.579,1781162474.579,2026-06-11T08:21:14.579+0100,0.628,2.546,2303.345
08:21:17.126,1781162477.126,2026-06-11T08:21:17.126+0100,0.621,2.546,2305.892
08:21:19.672,1781162479.672,2026-06-11T08:21:19.672+0100,0.621,2.547,2308.438
08:21:22.219,1781162482.219,2026-06-11T08:21:22.219+0100,0.623,2.546,2310.985
08:21:24.765,1781162484.765,2026-06-11T08:21:24.765+0100,0.623,2.546,2313.531
08:21:27.312,1781162487.312,2026-06-11T08:21:27.312+0100,0.627,2.547,2316.078
08:21:29.858,1781162489.858,2026-06-11T08:21:29.858+0100,0.627,2.547,2318.624
08:21:32.405,1781162492.405,2026-06-11T08:21:32.405+0100,0.609,2.547,2321.171
08:21:34.951,1781162494.951,2026-06-11T08:21:34.951+0100,0.593,2.547,2323.717
08:21:37.498,1781162497.498,2026-06-11T08:21:37.498+0100,0.569,2.547,2326.264
08:21:40.044,1781162500.044,2026-06-11T08:21:40.044+0100,0.559,2.547,2328.810
08:21:42.591,1781162502.591,2026-06-11T08:21:42.591+0100,0.560,2.547,2331.357
08:21:45.137,1781162505.137,2026-06-11T08:21:45.137+0100,0.560,2.547,2333.903
08:21:47.684,1781162507.684,2026-06-11T08:21:47.684+0100,0.563,2.547,2336.450
08:21:50.230,1781162510.230,2026-06-11T08:21:50.230+0100,0.582,2.547,2338.996
08:21:52.777,1781162512.777,2026-06-11T08:21:52.777+0100,0.597,2.547,2341.543
08:21:55.323,1781162515.323,2026-06-11T08:21:55.323+0100,0.602,2.547,2344.089
08:21:57.870,1781162517.870,2026-06-11T08:21:57.870+0100,0.602,2.547,2346.636
08:22:00.417,1781162520.417,2026-06-11T08:22:00.417+0100,0.598,2.547,2349.182
08:22:02.963,1781162522.963,2026-06-11T08:22:02.963+0100,0.598,2.547,2351.729
08:22:05.510,1781162525.510,2026-06-11T08:22:05.510+0100,0.621,2.547,2354.275
08:22:08.056,1781162528.056,2026-06-11T08:22:08.056+0100,0.628,2.547,2356.822
08:22:10.603,1781162530.603,2026-06-11T08:22:10.603+0100,0.628,2.547,2359.368
08:22:13.149,1781162533.149,2026-06-11T08:22:13.149+0100,0.628,2.547,2361.915
08:22:15.696,1781162535.696,2026-06-11T08:22:15.696+0100,0.628,2.547,2364.461
08:22:18.242,1781162538.242,2026-06-11T08:22:18.242+0100,0.664,2.547,2367.008
08:22:20.789,1781162540.789,2026-06-11T08:22:20.789+0100,0.701,2.547,2369.554
08:22:23.335,1781162543.335,2026-06-11T08:22:23.335+0100,0.733,2.547,2372.101
08:22:25.882,1781162545.882,2026-06-11T08:22:25.882+0100,0.733,2.547,2374.647
08:22:28.428,1781162548.428,2026-06-11T08:22:28.428+0100,0.794,2.547,2377.194
08:22:30.975,1781162550.975,2026-06-11T08:22:30.975+0100,0.801,2.547,2379.740
08:22:33.521,1781162553.521,2026-06-11T08:22:33.521+0100,0.812,2.547,2382.287
08:22:36.068,1781162556.068,2026-06-11T08:22:36.068+0100,0.820,2.547,2384.833
08:22:38.614,1781162558.614,2026-06-11T08:22:38.614+0100,0.824,2.547,2387.380
08:22:41.161,1781162561.161,2026-06-11T08:22:41.161+0100,0.836,2.547,2389.926
08:22:43.707,1781162563.707,2026-06-11T08:22:43.707+0100,0.839,2.547,2392.473
08:22:46.254,1781162566.254,2026-06-11T08:22:46.254+0100,0.839,2.547,2395.019
08:22:48.800,1781162568.800,2026-06-11T08:22:48.800+0100,0.837,2.547,2397.566
08:22:51.347,1781162571.347,2026-06-11T08:22:51.347+0100,0.837,2.547,2400.112
08:22:53.893,1781162573.893,2026-06-11T08:22:53.893+0100,0.855,2.547,2402.659
08:22:56.440,1781162576.440,2026-06-11T08:22:56.440+0100,0.856,2.547,2405.205
08:22:58.986,1781162578.986,2026-06-11T08:22:58.986+0100,0.858,2.547,2407.752
08:23:01.533,1781162581.533,2026-06-11T08:23:01.533+0100,0.859,2.547,2410.298
08:23:04.079,1781162584.079,2026-06-11T08:23:04.079+0100,0.859,2.547,2412.845
08:23:06.626,1781162586.626,2026-06-11T08:23:06.626+0100,0.859,2.547,2415.391
08:23:09.172,1781162589.172,2026-06-11T08:23:09.172+0100,0.858,2.547,2417.938
08:23:11.719,1781162591.719,2026-06-11T08:23:11.719+0100,0.848,2.547,2420.484
08:23:14.265,1781162594.265,2026-06-11T08:23:14.265+0100,0.844,2.547,2423.031
08:23:16.812,1781162596.812,2026-06-11T08:23:16.812+0100,0.844,2.547,2425.577
08:23:19.358,1781162599.358,2026-06-11T08:23:19.358+0100,0.840,2.547,2428.124
08:23:21.905,1781162601.905,2026-06-11T08:23:21.905+0100,0.838,2.547,2430.670
08:23:24.451,1781162604.451,2026-06-11T08:23:24.451+0100,0.836,2.547,2433.217
08:23:26.998,1781162606.998,2026-06-11T08:23:26.998+0100,0.835,2.547,2435.763
08:23:29.544,1781162609.544,2026-06-11T08:23:29.544+0100,0.835,2.547,2438.310
08:23:32.091,1781162612.091,2026-06-11T08:23:32.091+0100,0.829,2.547,2440.857
08:23:34.637,1781162614.637,2026-06-11T08:23:34.637+0100,0.824,2.547,2443.403
08:23:37.184,1781162617.184,2026-06-11T08:23:37.184+0100,0.821,2.547,2445.950
08:23:39.730,1781162619.730,2026-06-11T08:23:39.730+0100,0.815,2.547,2448.496
08:23:42.277,1781162622.277,2026-06-11T08:23:42.277+0100,0.811,2.547,2451.043
08:23:44.823,1781162624.823,2026-06-11T08:23:44.823+0100,0.811,2.547,2453.589
08:23:47.370,1781162627.370,2026-06-11T08:23:47.370+0100,0.812,2.547,2456.136
08:23:49.916,1781162629.916,2026-06-11T08:23:49.916+0100,0.812,2.547,2458.682
08:23:52.463,1781162632.463,2026-06-11T08:23:52.463+0100,0.818,2.547,2461.229
08:23:55.009,1781162635.009,2026-06-11T08:23:55.009+0100,0.818,2.547,2463.775
08:23:57.556,1781162637.556,2026-06-11T08:23:57.556+0100,0.819,2.547,2466.322
08:24:00.102,1781162640.102,2026-06-11T08:24:00.102+0100,0.818,2.547,2468.868
08:24:02.649,1781162642.649,2026-06-11T08:24:02.649+0100,0.815,2.547,2471.415
08:24:05.195,1781162645.195,2026-06-11T08:24:05.195+0100,0.815,2.547,2473.961
08:24:07.742,1781162647.742,2026-06-11T08:24:07.742+0100,0.822,2.547,2476.508
08:24:10.288,1781162650.288,2026-06-11T08:24:10.288+0100,0.826,2.547,2479.054
08:24:12.835,1781162652.835,2026-06-11T08:24:12.835+0100,0.830,2.547,2481.601
08:24:15.381,1781162655.381,2026-06-11T08:24:15.381+0100,0.830,2.547,2484.147
08:24:17.928,1781162657.928,2026-06-11T08:24:17.928+0100,0.829,2.547,2486.694
08:24:20.474,1781162660.474,2026-06-11T08:24:20.474+0100,0.818,2.547,2489.240
08:24:23.021,1781162663.021,2026-06-11T08:24:23.021+0100,0.818,2.547,2491.787
08:24:25.567,1781162665.567,2026-06-11T08:24:25.567+0100,0.817,2.547,2494.333
08:24:28.114,1781162668.114,2026-06-11T08:24:28.114+0100,0.823,2.547,2496.880
08:24:30.660,1781162670.660,2026-06-11T08:24:30.660+0100,0.825,2.547,2499.426
08:24:33.207,1781162673.207,2026-06-11T08:24:33.207+0100,0.828,2.547,2501.973
08:24:35.753,1781162675.753,2026-06-11T08:24:35.753+0100,0.828,2.547,2504.519
08:24:38.300,1781162678.300,2026-06-11T08:24:38.300+0100,0.825,2.547,2507.066
08:24:40.846,1781162680.846,2026-06-11T08:24:40.846+0100,0.825,2.547,2509.612
08:24:43.393,1781162683.393,2026-06-11T08:24:43.393+0100,0.849,2.547,2512.159
08:24:45.940,1781162685.940,2026-06-11T08:24:45.940+0100,0.849,2.547,2514.705
08:24:48.486,1781162688.486,2026-06-11T08:24:48.486+0100,0.844,2.547,2517.252
08:24:51.033,1781162691.033,2026-06-11T08:24:51.033+0100,0.844,2.547,2519.798
08:24:53.579,1781162693.579,2026-06-11T08:24:53.579+0100,0.842,2.547,2522.345
08:24:56.126,1781162696.126,2026-06-11T08:24:56.126+0100,0.842,2.547,2524.891
08:24:58.672,1781162698.672,2026-06-11T08:24:58.672+0100,0.840,2.547,2527.438
08:25:01.219,1781162701.219,2026-06-11T08:25:01.219+0100,0.840,2.546,2529.984
08:25:03.765,1781162703.765,2026-06-11T08:25:03.765+0100,0.842,2.546,2532.531
08:25:06.312,1781162706.312,2026-06-11T08:25:06.312+0100,0.842,2.546,2535.077
08:25:08.858,1781162708.858,2026-06-11T08:25:08.858+0100,0.836,2.547,2537.624
08:25:11.405,1781162711.405,2026-06-11T08:25:11.405+0100,0.829,2.547,2540.170
08:25:13.951,1781162713.951,2026-06-11T08:25:13.951+0100,0.782,2.547,2542.717
08:25:16.498,1781162716.498,2026-06-11T08:25:16.498+0100,0.697,2.547,2545.263
08:25:19.044,1781162719.044,2026-06-11T08:25:19.044+0100,0.697,2.547,2547.810
08:25:21.591,1781162721.591,2026-06-11T08:25:21.591+0100,0.697,2.547,2550.356
08:25:24.137,1781162724.137,2026-06-11T08:25:24.137+0100,0.697,2.547,2552.903
08:25:26.684,1781162726.684,2026-06-11T08:25:26.684+0100,0.697,2.547,2555.449
08:25:29.230,1781162729.230,2026-06-11T08:25:29.230+0100,0.691,2.547,2557.996
08:25:31.777,1781162731.777,2026-06-11T08:25:31.777+0100,0.691,2.547,2560.542
08:25:34.323,1781162734.323,2026-06-11T08:25:34.323+0100,0.685,2.547,2563.089
08:25:36.870,1781162736.870,2026-06-11T08:25:36.870+0100,0.685,2.547,2565.635
08:25:39.416,1781162739.416,2026-06-11T08:25:39.416+0100,0.680,2.547,2568.182
08:25:41.963,1781162741.963,2026-06-11T08:25:41.963+0100,0.674,2.547,2570.728
08:25:44.509,1781162744.509,2026-06-11T08:25:44.509+0100,0.674,2.547,2573.275
08:25:47.056,1781162747.056,2026-06-11T08:25:47.056+0100,0.668,2.547,2575.821
08:25:49.602,1781162749.602,2026-06-11T08:25:49.602+0100,0.604,2.547,2578.368
08:25:52.149,1781162752.149,2026-06-11T08:25:52.149+0100,0.600,2.547,2580.914
08:25:54.695,1781162754.695,2026-06-11T08:25:54.695+0100,0.600,2.547,2583.461
08:25:57.242,1781162757.242,2026-06-11T08:25:57.242+0100,0.608,2.547,2586.007
08:25:59.788,1781162759.788,2026-06-11T08:25:59.788+0100,0.611,2.547,2588.554
08:26:02.335,1781162762.335,2026-06-11T08:26:02.335+0100,0.614,2.547,2591.100
08:26:04.881,1781162764.881,2026-06-11T08:26:04.881+0100,0.617,2.547,2593.647
08:26:07.428,1781162767.428,2026-06-11T08:26:07.428+0100,0.617,2.547,2596.193
08:26:09.974,1781162769.974,2026-06-11T08:26:09.974+0100,0.611,2.547,2598.740
08:26:12.521,1781162772.521,2026-06-11T08:26:12.521+0100,0.611,2.547,2601.286
08:26:15.067,1781162775.067,2026-06-11T08:26:15.067+0100,0.611,2.547,2603.833
08:26:17.614,1781162777.614,2026-06-11T08:26:17.614+0100,0.607,2.547,2606.379
08:26:20.160,1781162780.160,2026-06-11T08:26:20.160+0100,0.605,2.547,2608.926
08:26:22.707,1781162782.707,2026-06-11T08:26:22.707+0100,0.605,2.547,2611.472
08:26:25.253,1781162785.253,2026-06-11T08:26:25.253+0100,0.608,2.547,2614.019
08:26:27.800,1781162787.800,2026-06-11T08:26:27.800+0100,0.617,2.547,2616.565
08:26:30.346,1781162790.346,2026-06-11T08:26:30.346+0100,0.627,2.547,2619.112
08:26:32.893,1781162792.893,2026-06-11T08:26:32.893+0100,0.628,2.547,2621.658
08:26:35.439,1781162795.439,2026-06-11T08:26:35.439+0100,0.629,2.547,2624.205
08:26:37.986,1781162797.986,2026-06-11T08:26:37.986+0100,0.635,2.547,2626.751
08:26:40.532,1781162800.532,2026-06-11T08:26:40.532+0100,0.641,2.547,2629.298
08:26:43.079,1781162803.079,2026-06-11T08:26:43.079+0100,0.641,2.547,2631.844
08:26:45.625,1781162805.625,2026-06-11T08:26:45.625+0100,0.639,2.547,2634.391
08:26:48.172,1781162808.172,2026-06-11T08:26:48.172+0100,0.639,2.547,2636.937
08:26:50.718,1781162810.718,2026-06-11T08:26:50.718+0100,0.640,2.547,2639.484
08:26:53.265,1781162813.265,2026-06-11T08:26:53.265+0100,0.646,2.547,2642.030
08:26:55.811,1781162815.811,2026-06-11T08:26:55.811+0100,0.646,2.547,2644.577
08:26:58.358,1781162818.358,2026-06-11T08:26:58.358+0100,0.636,2.547,2647.123
08:27:00.904,1781162820.904,2026-06-11T08:27:00.904+0100,0.636,2.547,2649.670
08:27:03.451,1781162823.451,2026-06-11T08:27:03.451+0100,0.637,2.547,2652.216
08:27:05.997,1781162825.997,2026-06-11T08:27:05.997+0100,0.637,2.547,2654.763
08:27:08.544,1781162828.544,2026-06-11T08:27:08.544+0100,0.637,2.547,2657.309
08:27:11.090,1781162831.090,2026-06-11T08:27:11.090+0100,0.639,2.547,2659.856
08:27:13.637,1781162833.637,2026-06-11T08:27:13.637+0100,0.633,2.547,2662.402
08:27:16.183,1781162836.183,2026-06-11T08:27:16.183+0100,0.633,2.547,2664.949
08:27:18.730,1781162838.730,2026-06-11T08:27:18.730+0100,0.622,2.547,2667.495
08:27:21.276,1781162841.276,2026-06-11T08:27:21.276+0100,0.622,2.547,2670.042
08:27:23.823,1781162843.823,2026-06-11T08:27:23.823+0100,0.622,2.547,2672.588
08:27:26.369,1781162846.369,2026-06-11T08:27:26.369+0100,0.623,2.547,2675.135
08:27:28.916,1781162848.916,2026-06-11T08:27:28.916+0100,0.628,2.546,2677.681
08:27:31.462,1781162851.462,2026-06-11T08:27:31.462+0100,0.631,2.547,2680.228
08:27:34.009,1781162854.009,2026-06-11T08:27:34.009+0100,0.631,2.546,2682.774
08:27:36.555,1781162856.555,2026-06-11T08:27:36.555+0100,0.630,2.547,2685.321
08:27:39.102,1781162859.102,2026-06-11T08:27:39.102+0100,0.630,2.546,2687.867
08:27:41.648,1781162861.648,2026-06-11T08:27:41.648+0100,0.642,2.546,2690.414
08:27:44.195,1781162864.195,2026-06-11T08:27:44.195+0100,0.680,2.546,2692.960
08:27:46.741,1781162866.741,2026-06-11T08:27:46.741+0100,0.844,2.546,2695.507
08:27:49.288,1781162869.288,2026-06-11T08:27:49.288+0100,0.844,2.546,2698.053
08:27:51.834,1781162871.834,2026-06-11T08:27:51.834+0100,0.833,2.546,2700.600
08:27:54.381,1781162874.381,2026-06-11T08:27:54.381+0100,0.832,2.546,2703.146
08:27:56.927,1781162876.927,2026-06-11T08:27:56.927+0100,0.832,2.546,2705.693
08:27:59.474,1781162879.474,2026-06-11T08:27:59.474+0100,0.842,2.546,2708.239
08:28:02.020,1781162882.020,2026-06-11T08:28:02.020+0100,0.842,2.546,2710.786
08:28:04.567,1781162884.567,2026-06-11T08:28:04.567+0100,0.842,2.546,2713.332
08:28:07.113,1781162887.113,2026-06-11T08:28:07.113+0100,0.836,2.546,2715.879
08:28:09.660,1781162889.660,2026-06-11T08:28:09.660+0100,0.836,2.546,2718.425
08:28:12.206,1781162892.206,2026-06-11T08:28:12.206+0100,0.846,2.546,2720.972
08:28:14.753,1781162894.753,2026-06-11T08:28:14.753+0100,0.846,2.546,2723.518
08:28:17.299,1781162897.299,2026-06-11T08:28:17.299+0100,0.840,2.546,2726.065
08:28:19.846,1781162899.846,2026-06-11T08:28:19.846+0100,0.838,2.546,2728.611
08:28:22.392,1781162902.392,2026-06-11T08:28:22.392+0100,0.831,2.546,2731.158
08:28:24.939,1781162904.939,2026-06-11T08:28:24.939+0100,0.829,2.546,2733.704
08:28:27.485,1781162907.485,2026-06-11T08:28:27.485+0100,0.826,2.546,2736.251
08:28:30.032,1781162910.032,2026-06-11T08:28:30.032+0100,0.823,2.546,2738.797
08:28:32.578,1781162912.578,2026-06-11T08:28:32.578+0100,0.823,2.546,2741.344
08:28:35.125,1781162915.125,2026-06-11T08:28:35.125+0100,0.828,2.546,2743.890
08:28:37.671,1781162917.671,2026-06-11T08:28:37.671+0100,0.828,2.546,2746.437
08:28:40.218,1781162920.218,2026-06-11T08:28:40.218+0100,0.825,2.546,2748.983
08:28:42.764,1781162922.764,2026-06-11T08:28:42.764+0100,0.823,2.546,2751.530
08:28:45.311,1781162925.311,2026-06-11T08:28:45.311+0100,0.813,2.546,2754.076
08:28:47.857,1781162927.857,2026-06-11T08:28:47.857+0100,0.813,2.546,2756.623
08:28:50.404,1781162930.404,2026-06-11T08:28:50.404+0100,0.813,2.546,2759.169
08:28:52.950,1781162932.950,2026-06-11T08:28:52.950+0100,0.817,2.546,2761.716
08:28:55.496,1781162935.496,2026-06-11T08:28:55.496+0100,0.817,2.546,2764.262
08:28:58.043,1781162938.043,2026-06-11T08:28:58.043+0100,0.810,2.546,2766.809
08:29:00.589,1781162940.589,2026-06-11T08:29:00.589+0100,0.802,2.546,2769.355
08:29:03.136,1781162943.136,2026-06-11T08:29:03.136+0100,0.797,2.546,2771.902
08:29:05.682,1781162945.682,2026-06-11T08:29:05.682+0100,0.796,2.546,2774.448
08:29:08.229,1781162948.229,2026-06-11T08:29:08.229+0100,0.796,2.546,2776.995
08:29:10.775,1781162950.775,2026-06-11T08:29:10.775+0100,0.781,2.546,2779.541
08:29:13.322,1781162953.322,2026-06-11T08:29:13.322+0100,0.781,2.546,2782.088
08:29:15.868,1781162955.868,2026-06-11T08:29:15.868+0100,0.810,2.546,2784.634
08:29:18.415,1781162958.415,2026-06-11T08:29:18.415+0100,0.810,2.546,2787.181
08:29:20.961,1781162960.961,2026-06-11T08:29:20.961+0100,0.806,2.546,2789.727
08:29:23.508,1781162963.508,2026-06-11T08:29:23.508+0100,0.806,2.546,2792.274
08:29:26.054,1781162966.054,2026-06-11T08:29:26.054+0100,0.803,2.546,2794.820
08:29:28.601,1781162968.601,2026-06-11T08:29:28.601+0100,0.799,2.546,2797.367
08:29:31.147,1781162971.147,2026-06-11T08:29:31.147+0100,0.799,2.546,2799.913
08:29:33.694,1781162973.694,2026-06-11T08:29:33.694+0100,0.802,2.546,2802.459
08:29:36.240,1781162976.240,2026-06-11T08:29:36.240+0100,0.803,2.546,2805.006
08:29:38.787,1781162978.787,2026-06-11T08:29:38.787+0100,0.802,2.546,2807.552
08:29:41.333,1781162981.333,2026-06-11T08:29:41.333+0100,0.797,2.546,2810.099
08:29:43.880,1781162983.880,2026-06-11T08:29:43.880+0100,0.797,2.546,2812.645
08:29:46.426,1781162986.426,2026-06-11T08:29:46.426+0100,0.790,2.546,2815.192
08:29:48.973,1781162988.973,2026-06-11T08:29:48.973+0100,0.790,2.546,2817.738
08:29:51.519,1781162991.519,2026-06-11T08:29:51.519+0100,0.787,2.546,2820.285
08:29:54.066,1781162994.066,2026-06-11T08:29:54.066+0100,0.787,2.546,2822.831
08:29:56.612,1781162996.612,2026-06-11T08:29:56.612+0100,0.790,2.546,2825.378
08:29:59.159,1781162999.159,2026-06-11T08:29:59.159+0100,0.799,2.546,2827.924
08:30:01.705,1781163001.705,2026-06-11T08:30:01.705+0100,0.802,2.546,2830.471
08:30:04.252,1781163004.252,2026-06-11T08:30:04.252+0100,0.812,2.546,2833.017
08:30:06.798,1781163006.798,2026-06-11T08:30:06.798+0100,0.812,2.546,2835.564
08:30:09.345,1781163009.345,2026-06-11T08:30:09.345+0100,0.812,2.546,2838.110
08:30:11.891,1781163011.891,2026-06-11T08:30:11.891+0100,0.818,2.546,2840.657
08:30:14.437,1781163014.437,2026-06-11T08:30:14.437+0100,0.818,2.546,2843.203
08:30:16.984,1781163016.984,2026-06-11T08:30:16.984+0100,0.800,2.546,2845.750
08:30:19.530,1781163019.530,2026-06-11T08:30:19.530+0100,0.797,2.546,2848.296
08:30:22.077,1781163022.077,2026-06-11T08:30:22.077+0100,0.797,2.546,2850.843
08:30:24.623,1781163024.623,2026-06-11T08:30:24.623+0100,0.841,2.546,2853.389
08:30:27.170,1781163027.170,2026-06-11T08:30:27.170+0100,0.845,2.546,2855.936
08:30:29.716,1781163029.716,2026-06-11T08:30:29.716+0100,0.845,2.546,2858.482
08:30:32.263,1781163032.263,2026-06-11T08:30:32.263+0100,0.812,2.546,2861.029
08:30:34.809,1781163034.809,2026-06-11T08:30:34.809+0100,0.790,2.546,2863.575
08:30:37.356,1781163037.356,2026-06-11T08:30:37.356+0100,0.790,2.546,2866.121
08:30:39.902,1781163039.902,2026-06-11T08:30:39.902+0100,0.790,2.546,2868.668
08:30:42.449,1781163042.449,2026-06-11T08:30:42.449+0100,0.776,2.546,2871.214
08:30:44.995,1781163044.995,2026-06-11T08:30:44.995+0100,0.720,2.546,2873.761
08:30:47.542,1781163047.542,2026-06-11T08:30:47.542+0100,0.702,2.546,2876.307
08:30:50.088,1781163050.088,2026-06-11T08:30:50.088+0100,0.689,2.546,2878.854
08:30:52.635,1781163052.635,2026-06-11T08:30:52.635+0100,0.671,2.546,2881.400
08:30:55.181,1781163055.181,2026-06-11T08:30:55.181+0100,0.662,2.546,2883.947
08:30:57.728,1781163057.728,2026-06-11T08:30:57.728+0100,0.584,2.546,2886.493
08:31:00.274,1781163060.274,2026-06-11T08:31:00.274+0100,0.525,2.546,2889.040
08:31:02.821,1781163062.821,2026-06-11T08:31:02.821+0100,0.525,2.546,2891.586
08:31:05.367,1781163065.367,2026-06-11T08:31:05.367+0100,0.555,2.546,2894.133
08:31:07.914,1781163067.914,2026-06-11T08:31:07.914+0100,0.555,2.546,2896.679
08:31:10.460,1781163070.460,2026-06-11T08:31:10.460+0100,0.558,2.546,2899.226
08:31:13.007,1781163073.007,2026-06-11T08:31:13.007+0100,0.590,2.546,2901.772
08:31:15.553,1781163075.553,2026-06-11T08:31:15.553+0100,0.737,2.546,2904.319
08:31:18.099,1781163078.099,2026-06-11T08:31:18.099+0100,0.737,2.546,2906.865
08:31:20.646,1781163080.646,2026-06-11T08:31:20.646+0100,0.712,2.546,2909.412
08:31:23.192,1781163083.192,2026-06-11T08:31:23.192+0100,0.698,2.546,2911.958
08:31:25.739,1781163085.739,2026-06-11T08:31:25.739+0100,0.689,2.546,2914.505
08:31:28.285,1781163088.285,2026-06-11T08:31:28.285+0100,0.672,2.546,2917.051
08:31:30.832,1781163090.832,2026-06-11T08:31:30.832+0100,0.671,2.546,2919.598
08:31:33.378,1781163093.378,2026-06-11T08:31:33.378+0100,0.661,2.546,2922.144
08:31:35.925,1781163095.925,2026-06-11T08:31:35.925+0100,0.658,2.546,2924.691
08:31:38.471,1781163098.471,2026-06-11T08:31:38.471+0100,0.651,2.546,2927.237
08:31:41.018,1781163101.018,2026-06-11T08:31:41.018+0100,0.651,2.546,2929.784
08:31:43.564,1781163103.564,2026-06-11T08:31:43.564+0100,0.651,2.546,2932.330
08:31:46.111,1781163106.111,2026-06-11T08:31:46.111+0100,0.652,2.546,2934.877
08:31:48.657,1781163108.657,2026-06-11T08:31:48.657+0100,0.662,2.546,2937.423
08:31:51.204,1781163111.204,2026-06-11T08:31:51.204+0100,0.666,2.546,2939.970
08:31:53.750,1781163113.750,2026-06-11T08:31:53.750+0100,0.666,2.546,2942.516
08:31:56.297,1781163116.297,2026-06-11T08:31:56.297+0100,0.666,2.546,2945.063
08:31:58.843,1781163118.843,2026-06-11T08:31:58.843+0100,0.639,2.547,2947.609
08:32:01.390,1781163121.390,2026-06-11T08:32:01.390+0100,0.634,2.547,2950.156
08:32:03.936,1781163123.936,2026-06-11T08:32:03.936+0100,0.601,2.547,2952.702
08:32:06.483,1781163126.483,2026-06-11T08:32:06.483+0100,0.601,2.547,2955.249
08:32:09.029,1781163129.029,2026-06-11T08:32:09.029+0100,0.608,2.547,2957.795
08:32:11.576,1781163131.576,2026-06-11T08:32:11.576+0100,0.608,2.547,2960.342
08:32:14.122,1781163134.122,2026-06-11T08:32:14.122+0100,0.607,2.547,2962.888
08:32:16.669,1781163136.669,2026-06-11T08:32:16.669+0100,0.599,2.547,2965.435
08:32:19.215,1781163139.215,2026-06-11T08:32:19.215+0100,0.581,2.547,2967.981
08:32:21.762,1781163141.762,2026-06-11T08:32:21.762+0100,0.563,2.547,2970.528
08:32:24.308,1781163144.308,2026-06-11T08:32:24.308+0100,0.563,2.547,2973.074
08:32:26.855,1781163146.855,2026-06-11T08:32:26.855+0100,0.563,2.547,2975.621
08:32:29.401,1781163149.401,2026-06-11T08:32:29.401+0100,0.563,2.547,2978.167
08:32:31.948,1781163151.948,2026-06-11T08:32:31.948+0100,0.561,2.547,2980.714
08:32:34.494,1781163154.494,2026-06-11T08:32:34.494+0100,0.561,2.547,2983.260
08:32:37.041,1781163157.041,2026-06-11T08:32:37.041+0100,0.561,2.547,2985.807
08:32:39.587,1781163159.587,2026-06-11T08:32:39.587+0100,0.550,2.547,2988.353
08:32:42.134,1781163162.134,2026-06-11T08:32:42.134+0100,0.550,2.547,2990.900
08:32:44.680,1781163164.680,2026-06-11T08:32:44.680+0100,0.553,2.546,2993.446
08:32:47.227,1781163167.227,2026-06-11T08:32:47.227+0100,0.588,2.547,2995.993
08:32:49.773,1781163169.773,2026-06-11T08:32:49.773+0100,0.617,2.547,2998.539
08:32:52.320,1781163172.320,2026-06-11T08:32:52.320+0100,0.617,2.547,3001.086
08:32:54.866,1781163174.866,2026-06-11T08:32:54.866+0100,0.593,2.547,3003.632
