Date,Timestamp,ISO8601,Speed (m/s),Cumulative Distance (meter),Since start (second)
08:42:04.911,1781163724.911,2026-06-11T08:42:04.911+0100,3.406,12702.688,3553.676
08:42:07.457,1781163727.457,2026-06-11T08:42:07.457+0100,3.459,12709.950,3556.223
08:42:10.004,1781163730.004,2026-06-11T08:42:10.004+0100,3.462,12720.352,3558.769
08:42:12.550,1781163732.550,2026-06-11T08:42:12.550+0100,3.484,12727.708,3561.316
08:42:15.097,1781163735.097,2026-06-11T08:42:15.097+0100,3.485,12737.675,3563.862
08:42:17.643,1781163737.643,2026-06-11T08:42:17.643+0100,3.518,12745.100,3566.409
08:42:20.190,1781163740.190,2026-06-11T08:42:20.190+0100,3.573,12756.252,3568.955
08:42:22.736,1781163742.736,2026-06-11T08:42:22.736+0100,3.616,12768.151,3571.502
08:42:25.283,1781163745.283,2026-06-11T08:42:25.283+0100,3.639,12775.556,3574.048
08:42:27.829,1781163747.829,2026-06-11T08:42:27.829+0100,3.643,12786.022,3576.595
08:42:30.376,1781163750.376,2026-06-11T08:42:30.376+0100,3.630,12792.810,3579.141
08:42:32.922,1781163752.922,2026-06-11T08:42:32.922+0100,3.595,12802.409,3581.688
08:42:35.469,1781163755.469,2026-06-11T08:42:35.469+0100,3.559,12809.552,3584.234
08:42:38.015,1781163758.015,2026-06-11T08:42:38.015+0100,3.594,12821.303,3586.781
08:42:40.562,1781163760.562,2026-06-11T08:42:40.562+0100,3.550,12827.514,3589.327
08:42:43.108,1781163763.108,2026-06-11T08:42:43.108+0100,3.521,12837.309,3591.874
08:42:45.655,1781163765.655,2026-06-11T08:42:45.655+0100,3.399,12843.364,3594.420
08:42:48.201,1781163768.201,2026-06-11T08:42:48.201+0100,3.298,12851.590,3596.967
08:42:50.748,1781163770.748,2026-06-11T08:42:50.748+0100,3.342,12862.180,3599.513
08:42:53.294,1781163773.294,2026-06-11T08:42:53.294+0100,3.338,12869.668,3602.060
08:42:55.841,1781163775.841,2026-06-11T08:42:55.841+0100,3.414,12880.956,3604.606
08:42:58.387,1781163778.387,2026-06-11T08:42:58.387+0100,3.411,12887.759,3607.153
08:43:00.934,1781163780.934,2026-06-11T08:43:00.934+0100,3.336,12896.559,3609.699
08:43:03.480,1781163783.480,2026-06-11T08:43:03.480+0100,3.373,12903.591,3612.246
08:43:06.027,1781163786.027,2026-06-11T08:43:06.027+0100,3.383,12913.974,3614.792
08:43:08.573,1781163788.573,2026-06-11T08:43:08.573+0100,3.363,12919.208,3617.339
08:43:11.120,1781163791.120,2026-06-11T08:43:11.120+0100,3.462,12929.376,3619.885
08:43:13.666,1781163793.666,2026-06-11T08:43:13.666+0100,3.429,12937.979,3622.432
08:43:16.213,1781163796.213,2026-06-11T08:43:16.213+0100,3.532,12950.077,3624.978
08:43:18.759,1781163798.759,2026-06-11T08:43:18.759+0100,3.493,12959.884,3627.525
08:43:21.306,1781163801.306,2026-06-11T08:43:21.306+0100,3.524,12967.015,3630.071
08:43:23.852,1781163803.852,2026-06-11T08:43:23.852+0100,3.459,12975.574,3632.618
08:43:26.399,1781163806.399,2026-06-11T08:43:26.399+0100,3.431,12981.864,3635.164
08:43:28.945,1781163808.945,2026-06-11T08:43:28.945+0100,3.420,12991.798,3637.711
08:43:31.492,1781163811.492,2026-06-11T08:43:31.492+0100,3.361,12998.588,3640.257
08:43:34.038,1781163814.038,2026-06-11T08:43:34.038+0100,3.348,13008.232,3642.804
08:43:36.585,1781163816.585,2026-06-11T08:43:36.585+0100,3.213,13013.212,3645.350
08:43:39.131,1781163819.131,2026-06-11T08:43:39.131+0100,3.296,13023.392,3647.897
08:43:41.678,1781163821.678,2026-06-11T08:43:41.678+0100,3.284,13029.548,3650.443
08:43:44.224,1781163824.224,2026-06-11T08:43:44.224+0100,3.297,13040.579,3652.990
08:43:46.771,1781163826.771,2026-06-11T08:43:46.771+0100,3.340,13050.117,3655.536
08:43:49.317,1781163829.317,2026-06-11T08:43:49.317+0100,3.277,13057.381,3658.083
08:43:51.864,1781163831.864,2026-06-11T08:43:51.864+0100,3.306,13067.967,3660.629
08:43:54.410,1781163834.410,2026-06-11T08:43:54.410+0100,3.289,13075.015,3663.176
08:43:56.957,1781163836.957,2026-06-11T08:43:56.957+0100,3.819,13086.168,3665.722
08:43:59.503,1781163839.503,2026-06-11T08:43:59.503+0100,3.680,13092.064,3668.269
08:44:02.050,1781163842.050,2026-06-11T08:44:02.050+0100,3.501,13102.313,3670.815
08:44:04.596,1781163844.596,2026-06-11T08:44:04.596+0100,3.494,13109.604,3673.362
08:44:07.143,1781163847.143,2026-06-11T08:44:07.143+0100,3.718,13121.999,3675.908
08:44:09.689,1781163849.689,2026-06-11T08:44:09.689+0100,3.905,13131.658,3678.455
08:44:12.236,1781163852.236,2026-06-11T08:44:12.236+0100,4.099,13144.848,3681.001
08:44:14.782,1781163854.782,2026-06-11T08:44:14.782+0100,4.030,13157.464,3683.548
08:44:17.329,1781163857.329,2026-06-11T08:44:17.329+0100,4.914,13169.053,3686.095
08:44:19.875,1781163859.875,2026-06-11T08:44:19.875+0100,4.743,13179.928,3688.641
08:44:22.422,1781163862.422,2026-06-11T08:44:22.422+0100,4.605,13188.199,3691.188
08:44:24.968,1781163864.968,2026-06-11T08:44:24.968+0100,4.513,13201.568,3693.734
08:44:27.515,1781163867.515,2026-06-11T08:44:27.515+0100,4.423,13207.681,3696.281
08:44:30.061,1781163870.061,2026-06-11T08:44:30.061+0100,4.382,13220.006,3698.827
08:44:32.608,1781163872.608,2026-06-11T08:44:32.608+0100,4.528,13232.503,3701.374
08:44:35.154,1781163875.154,2026-06-11T08:44:35.154+0100,4.486,13245.805,3703.920
08:44:37.701,1781163877.701,2026-06-11T08:44:37.701+0100,4.485,13254.730,3706.467
08:44:40.247,1781163880.247,2026-06-11T08:44:40.247+0100,4.544,13270.205,3709.013
08:44:42.794,1781163882.794,2026-06-11T08:44:42.794+0100,4.501,13282.936,3711.560
08:44:45.340,1781163885.340,2026-06-11T08:44:45.340+0100,4.524,13291.699,3714.106
08:44:47.887,1781163887.887,2026-06-11T08:44:47.887+0100,4.477,13304.638,3716.653
08:44:50.433,1781163890.433,2026-06-11T08:44:50.433+0100,4.492,13314.059,3719.199
08:44:52.980,1781163892.980,2026-06-11T08:44:52.980+0100,4.509,13328.276,3721.746
08:44:55.526,1781163895.526,2026-06-11T08:44:55.526+0100,4.540,13337.129,3724.292
08:44:58.073,1781163898.073,2026-06-11T08:44:58.073+0100,4.502,13350.201,3726.839
08:45:00.619,1781163900.619,2026-06-11T08:45:00.619+0100,4.471,13358.725,3729.385
08:45:03.166,1781163903.166,2026-06-11T08:45:03.166+0100,4.511,13373.324,3731.932
08:45:05.712,1781163905.712,2026-06-11T08:45:05.712+0100,4.461,13380.574,3734.478
08:45:08.259,1781163908.259,2026-06-11T08:45:08.259+0100,4.457,13394.270,3737.025
08:45:10.805,1781163910.805,2026-06-11T08:45:10.805+0100,4.465,13408.196,3739.571
08:45:13.352,1781163913.352,2026-06-11T08:45:13.352+0100,4.502,13417.792,3742.118
08:45:15.898,1781163915.898,2026-06-11T08:45:15.898+0100,4.445,13429.212,3744.664
08:45:18.445,1781163918.445,2026-06-11T08:45:18.445+0100,4.474,13439.057,3747.211
08:45:20.991,1781163920.991,2026-06-11T08:45:20.991+0100,4.494,13453.526,3749.757
08:45:23.538,1781163923.538,2026-06-11T08:45:23.538+0100,4.479,13460.980,3752.304
08:45:26.084,1781163926.084,2026-06-11T08:45:26.084+0100,4.430,13473.655,3754.850
08:45:28.631,1781163928.631,2026-06-11T08:45:28.631+0100,4.438,13483.152,3757.397
08:45:31.177,1781163931.177,2026-06-11T08:45:31.177+0100,4.435,13497.049,3759.943
08:45:33.724,1781163933.724,2026-06-11T08:45:33.724+0100,4.432,13504.800,3762.490
08:45:36.270,1781163936.270,2026-06-11T08:45:36.270+0100,4.404,13517.720,3765.036
08:45:38.817,1781163938.817,2026-06-11T08:45:38.817+0100,4.456,13531.923,3767.583
08:45:41.363,1781163941.363,2026-06-11T08:45:41.363+0100,4.441,13540.750,3770.129
08:45:43.910,1781163943.910,2026-06-11T08:45:43.910+0100,4.432,13552.831,3772.676
08:45:46.456,1781163946.456,2026-06-11T08:45:46.456+0100,4.410,13562.164,3775.222
08:45:49.003,1781163949.003,2026-06-11T08:45:49.003+0100,4.407,13575.288,3777.769
08:45:51.549,1781163951.549,2026-06-11T08:45:51.549+0100,4.398,13584.146,3780.315
08:45:54.096,1781163954.096,2026-06-11T08:45:54.096+0100,4.292,13594.512,3782.862
08:45:56.642,1781163956.642,2026-06-11T08:45:56.642+0100,4.370,13604.785,3785.408
08:45:59.189,1781163959.189,2026-06-11T08:45:59.189+0100,4.363,13617.283,3787.955
08:46:01.735,1781163961.735,2026-06-11T08:46:01.735+0100,4.343,13630.200,3790.501
08:46:04.282,1781163964.282,2026-06-11T08:46:04.282+0100,4.335,13639.251,3793.048
08:46:06.828,1781163966.828,2026-06-11T08:46:06.828+0100,4.336,13651.146,3795.594
08:46:09.375,1781163969.375,2026-06-11T08:46:09.375+0100,4.327,13660.029,3798.141
08:46:11.921,1781163971.921,2026-06-11T08:46:11.921+0100,4.313,13672.903,3800.687
08:46:14.468,1781163974.468,2026-06-11T08:46:14.468+0100,4.297,13680.405,3803.234
08:46:17.014,1781163977.014,2026-06-11T08:46:17.014+0100,4.309,13693.842,3805.780
08:46:19.561,1781163979.561,2026-06-11T08:46:19.561+0100,4.352,13703.529,3808.327
08:46:22.107,1781163982.107,2026-06-11T08:46:22.107+0100,4.401,13717.148,3810.873
08:46:24.654,1781163984.654,2026-06-11T08:46:24.654+0100,4.337,13725.234,3813.420
08:46:27.200,1781163987.200,2026-06-11T08:46:27.200+0100,4.426,13739.783,3815.966
08:46:29.747,1781163989.747,2026-06-11T08:46:29.747+0100,4.477,13752.730,3818.513
08:46:32.293,1781163992.293,2026-06-11T08:46:32.293+0100,4.504,13761.285,3821.059
08:46:34.840,1781163994.840,2026-06-11T08:46:34.840+0100,4.539,13775.585,3823.606
08:46:37.386,1781163997.386,2026-06-11T08:46:37.386+0100,4.514,13782.500,3826.152
08:46:39.933,1781163999.933,2026-06-11T08:46:39.933+0100,4.593,13797.851,3828.699
08:46:42.479,1781164002.479,2026-06-11T08:46:42.479+0100,4.588,13806.075,3831.245
08:46:45.026,1781164005.026,2026-06-11T08:46:45.026+0100,4.599,13818.244,3833.792
08:46:47.572,1781164007.572,2026-06-11T08:46:47.572+0100,4.465,13826.877,3836.338
08:46:50.119,1781164010.119,2026-06-11T08:46:50.119+0100,4.540,13841.584,3838.885
08:46:52.665,1781164012.665,2026-06-11T08:46:52.665+0100,4.380,13847.962,3841.431
08:46:55.212,1781164015.212,2026-06-11T08:46:55.212+0100,4.323,13859.901,3843.978
08:46:57.758,1781164017.758,2026-06-11T08:46:57.758+0100,4.421,13872.785,3846.524
08:47:00.305,1781164020.305,2026-06-11T08:47:00.305+0100,4.367,13881.506,3849.071
08:47:02.851,1781164022.851,2026-06-11T08:47:02.851+0100,4.253,13892.935,3851.617
08:47:05.398,1781164025.398,2026-06-11T08:47:05.398+0100,4.347,13903.129,3854.164
08:47:07.944,1781164027.944,2026-06-11T08:47:07.944+0100,4.415,13914.999,3856.710
08:47:10.491,1781164030.491,2026-06-11T08:47:10.491+0100,4.360,13923.443,3859.257
08:47:13.037,1781164033.037,2026-06-11T08:47:13.037+0100,4.332,13936.242,3861.803
08:47:15.584,1781164035.584,2026-06-11T08:47:15.584+0100,3.934,13939.701,3864.350
08:47:18.130,1781164038.130,2026-06-11T08:47:18.130+0100,3.787,13948.465,3866.896
08:47:20.677,1781164040.677,2026-06-11T08:47:20.677+0100,3.725,13956.070,3869.443
08:47:23.223,1781164043.223,2026-06-11T08:47:23.223+0100,3.603,13965.559,3871.989
08:47:25.770,1781164045.770,2026-06-11T08:47:25.770+0100,3.267,13974.949,3874.536
08:47:28.316,1781164048.316,2026-06-11T08:47:28.316+0100,3.221,13980.948,3877.082
08:47:30.863,1781164050.863,2026-06-11T08:47:30.863+0100,3.229,13991.340,3879.629
08:47:33.409,1781164053.409,2026-06-11T08:47:33.409+0100,3.185,13997.329,3882.175
08:47:35.956,1781164055.956,2026-06-11T08:47:35.956+0100,3.162,14006.750,3884.722
08:47:38.502,1781164058.502,2026-06-11T08:47:38.502+0100,3.225,14013.841,3887.268
08:47:41.049,1781164061.049,2026-06-11T08:47:41.049+0100,3.173,14022.945,3889.815
08:47:43.595,1781164063.595,2026-06-11T08:47:43.595+0100,3.179,14029.935,3892.361
08:47:46.142,1781164066.142,2026-06-11T08:47:46.142+0100,3.159,14039.904,3894.908
08:47:48.688,1781164068.688,2026-06-11T08:47:48.688+0100,3.203,14047.023,3897.454
08:47:51.235,1781164071.235,2026-06-11T08:47:51.235+0100,3.150,14056.647,3900.001
08:47:53.781,1781164073.781,2026-06-11T08:47:53.781+0100,3.188,14066.459,3902.547
08:47:56.328,1781164076.328,2026-06-11T08:47:56.328+0100,3.203,14073.226,3905.094
08:47:58.874,1781164078.874,2026-06-11T08:47:58.874+0100,3.204,14084.455,3907.640
08:48:01.421,1781164081.421,2026-06-11T08:48:01.421+0100,3.308,14091.626,3910.187
08:48:03.967,1781164083.967,2026-06-11T08:48:03.967+0100,3.899,14103.005,3912.733
08:48:06.514,1781164086.514,2026-06-11T08:48:06.514+0100,3.637,14107.850,3915.280
08:48:09.061,1781164089.061,2026-06-11T08:48:09.061+0100,3.667,14118.185,3917.826
08:48:11.607,1781164091.607,2026-06-11T08:48:11.607+0100,3.738,14125.614,3920.373
08:48:14.154,1781164094.154,2026-06-11T08:48:14.154+0100,3.692,14135.329,3922.919
08:48:16.700,1781164096.700,2026-06-11T08:48:16.700+0100,3.656,14142.027,3925.466
08:48:19.247,1781164099.247,2026-06-11T08:48:19.247+0100,3.629,14152.093,3928.012
08:48:21.793,1781164101.793,2026-06-11T08:48:21.793+0100,3.686,14164.485,3930.559
08:48:24.340,1781164104.340,2026-06-11T08:48:24.340+0100,3.673,14171.323,3933.105
08:48:26.886,1781164106.886,2026-06-11T08:48:26.886+0100,3.681,14182.278,3935.652
08:48:29.433,1781164109.433,2026-06-11T08:48:29.433+0100,3.653,14188.599,3938.198
08:48:31.979,1781164111.979,2026-06-11T08:48:31.979+0100,3.647,14199.474,3940.745
08:48:34.526,1781164114.526,2026-06-11T08:48:34.526+0100,3.626,14206.383,3943.291
08:48:37.072,1781164117.072,2026-06-11T08:48:37.072+0100,3.636,14216.292,3945.838
08:48:39.619,1781164119.619,2026-06-11T08:48:39.619+0100,3.666,14223.994,3948.384
08:48:42.165,1781164122.165,2026-06-11T08:48:42.165+0100,3.635,14234.048,3950.931
08:48:44.712,1781164124.712,2026-06-11T08:48:44.712+0100,3.674,14241.374,3953.477
08:48:47.258,1781164127.258,2026-06-11T08:48:47.258+0100,3.652,14251.779,3956.024
08:48:49.805,1781164129.805,2026-06-11T08:48:49.805+0100,3.669,14263.983,3958.570
08:48:52.351,1781164132.351,2026-06-11T08:48:52.351+0100,3.614,14270.130,3961.117
08:48:54.898,1781164134.898,2026-06-11T08:48:54.898+0100,3.624,14280.607,3963.663
08:48:57.444,1781164137.444,2026-06-11T08:48:57.444+0100,3.620,14287.563,3966.210
08:48:59.991,1781164139.991,2026-06-11T08:48:59.991+0100,3.601,14297.497,3968.756
08:49:02.537,1781164142.537,2026-06-11T08:49:02.537+0100,3.595,14304.282,3971.303
08:49:05.084,1781164145.084,2026-06-11T08:49:05.084+0100,3.639,14315.599,3973.850
08:49:07.630,1781164147.630,2026-06-11T08:49:07.630+0100,3.650,14322.488,3976.396
08:49:10.177,1781164150.177,2026-06-11T08:49:10.177+0100,3.619,14332.107,3978.943
08:49:12.723,1781164152.723,2026-06-11T08:49:12.723+0100,3.602,14340.153,3981.489
08:49:15.270,1781164155.270,2026-06-11T08:49:15.270+0100,3.605,14350.910,3984.036
08:49:17.816,1781164157.816,2026-06-11T08:49:17.816+0100,3.614,14361.448,3986.582
08:49:20.363,1781164160.363,2026-06-11T08:49:20.363+0100,3.586,14368.002,3989.129
08:49:22.909,1781164162.909,2026-06-11T08:49:22.909+0100,3.632,14378.822,3991.675
08:49:25.456,1781164165.456,2026-06-11T08:49:25.456+0100,3.621,14385.847,3994.222
08:49:28.002,1781164168.002,2026-06-11T08:49:28.002+0100,3.599,14395.949,3996.768
08:49:30.549,1781164170.549,2026-06-11T08:49:30.549+0100,3.628,14404.422,3999.315
08:49:33.095,1781164173.095,2026-06-11T08:49:33.095+0100,3.618,14415.236,4001.861
08:49:35.642,1781164175.642,2026-06-11T08:49:35.642+0100,3.609,14421.930,4004.408
08:49:38.189,1781164178.189,2026-06-11T08:49:38.189+0100,3.630,14432.707,4006.954
08:49:40.735,1781164180.735,2026-06-11T08:49:40.735+0100,3.591,14442.159,4009.501
08:49:43.282,1781164183.282,2026-06-11T08:49:43.282+0100,3.572,14449.377,4012.047
08:49:45.828,1781164185.828,2026-06-11T08:49:45.828+0100,3.624,14460.780,4014.594
08:49:48.375,1781164188.375,2026-06-11T08:49:48.375+0100,3.639,14469.332,4017.140
08:49:50.921,1781164190.921,2026-06-11T08:49:50.921+0100,3.663,14479.720,4019.687
08:49:53.468,1781164193.468,2026-06-11T08:49:53.468+0100,3.621,14485.802,4022.233
08:49:56.014,1781164196.014,2026-06-11T08:49:56.014+0100,3.617,14496.455,4024.780
08:49:58.561,1781164198.561,2026-06-11T08:49:58.561+0100,3.602,14503.458,4027.326
08:50:01.107,1781164201.107,2026-06-11T08:50:01.107+0100,3.612,14514.705,4029.873
08:50:03.654,1781164203.654,2026-06-11T08:50:03.654+0100,3.608,14522.595,4032.419
08:50:06.200,1781164206.200,2026-06-11T08:50:06.200+0100,3.556,14531.948,4034.966
08:50:08.747,1781164208.747,2026-06-11T08:50:08.747+0100,3.394,14538.194,4037.512
08:50:11.293,1781164211.293,2026-06-11T08:50:11.293+0100,3.392,14544.817,4040.059
08:50:13.840,1781164213.840,2026-06-11T08:50:13.840+0100,3.422,14555.174,4042.605
08:50:16.386,1781164216.386,2026-06-11T08:50:16.386+0100,3.385,14561.219,4045.152
08:50:18.933,1781164218.933,2026-06-11T08:50:18.933+0100,3.366,14571.336,4047.699
08:50:21.479,1781164221.479,2026-06-11T08:50:21.479+0100,3.426,14578.865,4050.245
08:50:24.026,1781164224.026,2026-06-11T08:50:24.026+0100,3.432,14590.416,4052.792
08:50:26.572,1781164226.572,2026-06-11T08:50:26.572+0100,3.536,14598.396,4055.338
08:50:29.119,1781164229.119,2026-06-11T08:50:29.119+0100,3.580,14609.881,4057.885
08:50:31.665,1781164231.665,2026-06-11T08:50:31.665+0100,3.585,14617.444,4060.431
08:50:34.212,1781164234.212,2026-06-11T08:50:34.212+0100,3.618,14629.125,4062.978
08:50:36.758,1781164236.758,2026-06-11T08:50:36.758+0100,3.638,14640.590,4065.524
08:50:39.305,1781164239.305,2026-06-11T08:50:39.305+0100,3.709,14649.125,4068.071
08:50:41.851,1781164241.851,2026-06-11T08:50:41.851+0100,3.658,14658.839,4070.617
08:50:44.398,1781164244.398,2026-06-11T08:50:44.398+0100,3.603,14664.926,4073.164
08:50:46.944,1781164246.944,2026-06-11T08:50:46.944+0100,3.685,14676.930,4075.710
08:50:49.491,1781164249.491,2026-06-11T08:50:49.491+0100,3.675,14683.693,4078.257
08:50:52.038,1781164252.038,2026-06-11T08:50:52.038+0100,3.678,14694.114,4080.803
08:50:54.584,1781164254.584,2026-06-11T08:50:54.584+0100,3.667,14702.048,4083.350
08:50:57.131,1781164257.131,2026-06-11T08:50:57.131+0100,3.679,14712.568,4085.896
08:50:59.677,1781164259.677,2026-06-11T08:50:59.677+0100,3.672,14719.356,4088.443
08:51:02.224,1781164262.224,2026-06-11T08:51:02.224+0100,3.685,14730.955,4090.989
08:51:04.770,1781164264.770,2026-06-11T08:51:04.770+0100,3.692,14741.568,4093.536
08:51:07.317,1781164267.317,2026-06-11T08:51:07.317+0100,3.682,14748.713,4096.082
08:51:09.863,1781164269.863,2026-06-11T08:51:09.863+0100,3.775,14760.053,4098.629
08:51:12.410,1781164272.410,2026-06-11T08:51:12.410+0100,3.729,14766.362,4101.175
08:51:14.956,1781164274.956,2026-06-11T08:51:14.956+0100,3.773,14778.400,4103.722
08:51:17.503,1781164277.503,2026-06-11T08:51:17.503+0100,3.766,14786.461,4106.268
08:51:20.049,1781164280.049,2026-06-11T08:51:20.049+0100,3.773,14797.602,4108.815
08:51:22.596,1781164282.596,2026-06-11T08:51:22.596+0100,3.721,14803.990,4111.361
08:51:25.142,1781164285.142,2026-06-11T08:51:25.142+0100,3.757,14815.094,4113.908
08:51:27.689,1781164287.689,2026-06-11T08:51:27.689+0100,3.714,14821.938,4116.454
08:51:30.235,1781164290.235,2026-06-11T08:51:30.235+0100,3.760,14833.666,4119.001
08:51:32.782,1781164292.782,2026-06-11T08:51:32.782+0100,3.699,14844.580,4121.547
08:51:35.328,1781164295.328,2026-06-11T08:51:35.328+0100,3.748,14852.691,4124.094
08:51:37.875,1781164297.875,2026-06-11T08:51:37.875+0100,3.720,14862.963,4126.641
08:51:40.421,1781164300.421,2026-06-11T08:51:40.421+0100,3.744,14870.104,4129.187
08:51:42.968,1781164302.968,2026-06-11T08:51:42.968+0100,3.683,14879.596,4131.734
08:51:45.514,1781164305.514,2026-06-11T08:51:45.514+0100,3.756,14889.364,4134.280
08:51:48.061,1781164308.061,2026-06-11T08:51:48.061+0100,3.710,14899.453,4136.827
08:51:50.607,1781164310.607,2026-06-11T08:51:50.607+0100,3.697,14906.434,4139.373
08:51:53.154,1781164313.154,2026-06-11T08:51:53.154+0100,3.713,14917.735,4141.920
08:51:55.700,1781164315.700,2026-06-11T08:51:55.700+0100,3.688,14924.108,4144.466
08:51:58.247,1781164318.247,2026-06-11T08:51:58.247+0100,3.694,14935.535,4147.013
08:52:00.793,1781164320.793,2026-06-11T08:52:00.793+0100,3.749,14947.277,4149.559
08:52:03.340,1781164323.340,2026-06-11T08:52:03.340+0100,3.737,14954.420,4152.106
08:52:05.886,1781164325.886,2026-06-11T08:52:05.886+0100,3.747,14965.734,4154.652
08:52:08.433,1781164328.433,2026-06-11T08:52:08.433+0100,3.721,14972.169,4157.199
08:52:10.980,1781164330.980,2026-06-11T08:52:10.980+0100,3.744,14984.612,4159.745
08:52:13.526,1781164333.526,2026-06-11T08:52:13.526+0100,3.712,14991.418,4162.292
08:52:16.073,1781164336.073,2026-06-11T08:52:16.073+0100,3.663,15001.402,4164.838
08:52:18.619,1781164338.619,2026-06-11T08:52:18.619+0100,3.674,15008.868,4167.385
08:52:21.166,1781164341.166,2026-06-11T08:52:21.166+0100,3.716,15020.464,4169.931
08:52:23.712,1781164343.712,2026-06-11T08:52:23.712+0100,3.571,15025.663,4172.478
08:52:26.259,1781164346.259,2026-06-11T08:52:26.259+0100,3.558,15035.964,4175.024
08:52:28.805,1781164348.805,2026-06-11T08:52:28.805+0100,3.547,15046.622,4177.571
08:52:31.352,1781164351.352,2026-06-11T08:52:31.352+0100,3.607,15054.829,4180.117
08:52:33.898,1781164353.898,2026-06-11T08:52:33.898+0100,3.647,15066.410,4182.664
08:52:36.445,1781164356.445,2026-06-11T08:52:36.445+0100,3.695,15074.234,4185.210
08:52:38.991,1781164358.991,2026-06-11T08:52:38.991+0100,3.667,15083.591,4187.757
08:52:41.538,1781164361.538,2026-06-11T08:52:41.538+0100,3.665,15090.938,4190.303
08:52:44.084,1781164364.084,2026-06-11T08:52:44.084+0100,3.666,15102.881,4192.850
08:52:46.631,1781164366.631,2026-06-11T08:52:46.631+0100,3.659,15109.555,4195.396
08:52:49.177,1781164369.177,2026-06-11T08:52:49.177+0100,3.634,15119.572,4197.943
08:52:51.724,1781164371.724,2026-06-11T08:52:51.724+0100,3.708,15127.927,4200.490
08:52:54.270,1781164374.270,2026-06-11T08:52:54.270+0100,3.700,15138.217,4203.036
08:52:56.817,1781164376.817,2026-06-11T08:52:56.817+0100,3.735,15149.749,4205.583
08:52:59.363,1781164379.363,2026-06-11T08:52:59.363+0100,3.752,15157.857,4208.129
08:53:01.910,1781164381.910,2026-06-11T08:53:01.910+0100,3.727,15168.427,4210.676
08:53:04.456,1781164384.456,2026-06-11T08:53:04.456+0100,3.731,15175.556,4213.222
08:53:07.003,1781164387.003,2026-06-11T08:53:07.003+0100,3.661,15185.120,4215.769
08:53:09.549,1781164389.549,2026-06-11T08:53:09.549+0100,3.551,15190.108,4218.315
08:53:12.096,1781164392.096,2026-06-11T08:53:12.096+0100,3.624,15203.468,4220.862
08:53:14.642,1781164394.642,2026-06-11T08:53:14.642+0100,3.660,15210.976,4223.408
08:53:17.189,1781164397.189,2026-06-11T08:53:17.189+0100,3.644,15220.899,4225.955
08:53:19.735,1781164399.735,2026-06-11T08:53:19.735+0100,3.703,15232.901,4228.501
08:53:22.282,1781164402.282,2026-06-11T08:53:22.282+0100,3.732,15240.107,4231.048
08:53:24.829,1781164404.829,2026-06-11T08:53:24.829+0100,3.708,15250.608,4233.594
08:53:27.375,1781164407.375,2026-06-11T08:53:27.375+0100,3.609,15257.558,4236.141
08:53:29.922,1781164409.922,2026-06-11T08:53:29.922+0100,3.638,15268.630,4238.687
08:53:32.468,1781164412.468,2026-06-11T08:53:32.468+0100,3.684,15276.337,4241.234
08:53:35.015,1781164415.015,2026-06-11T08:53:35.015+0100,3.631,15286.229,4243.780
08:53:37.561,1781164417.561,2026-06-11T08:53:37.561+0100,3.648,15294.359,4246.327
08:53:40.108,1781164420.108,2026-06-11T08:53:40.108+0100,3.527,15302.103,4248.873
08:53:42.654,1781164422.654,2026-06-11T08:53:42.654+0100,3.577,15309.352,4251.420
08:53:45.201,1781164425.201,2026-06-11T08:53:45.201+0100,3.583,15319.695,4253.966
08:53:47.747,1781164427.747,2026-06-11T08:53:47.747+0100,3.588,15330.255,4256.513
08:53:50.294,1781164430.294,2026-06-11T08:53:50.294+0100,3.659,15339.087,4259.059
08:53:52.840,1781164432.840,2026-06-11T08:53:52.840+0100,3.665,15349.721,4261.606
08:53:55.387,1781164435.387,2026-06-11T08:53:55.387+0100,3.590,15355.472,4264.152
08:53:57.933,1781164437.933,2026-06-11T08:53:57.933+0100,3.581,15366.055,4266.699
08:54:00.480,1781164440.480,2026-06-11T08:54:00.480+0100,3.598,15372.245,4269.245
08:54:03.026,1781164443.026,2026-06-11T08:54:03.026+0100,3.677,15386.038,4271.792
08:54:05.573,1781164445.573,2026-06-11T08:54:05.573+0100,3.599,15391.914,4274.338
08:54:08.119,1781164448.119,2026-06-11T08:54:08.119+0100,3.652,15403.643,4276.885
08:54:10.666,1781164450.666,2026-06-11T08:54:10.666+0100,3.579,15410.087,4279.431
08:54:13.212,1781164453.212,2026-06-11T08:54:13.212+0100,3.575,15420.740,4281.978
08:54:15.759,1781164455.759,2026-06-11T08:54:15.759+0100,3.572,15431.688,4284.524
08:54:18.305,1781164458.305,2026-06-11T08:54:18.305+0100,3.559,15439.199,4287.071
08:54:20.852,1781164460.852,2026-06-11T08:54:20.852+0100,3.529,15449.071,4289.617
08:54:23.398,1781164463.398,2026-06-11T08:54:23.398+0100,3.580,15457.133,4292.164
08:54:25.945,1781164465.945,2026-06-11T08:54:25.945+0100,3.547,15466.901,4294.710
08:54:28.491,1781164468.491,2026-06-11T08:54:28.491+0100,3.557,15474.329,4297.257
08:54:31.038,1781164471.038,2026-06-11T08:54:31.038+0100,3.529,15483.918,4299.804
08:54:33.584,1781164473.584,2026-06-11T08:54:33.584+0100,3.458,15491.095,4302.350
08:54:36.131,1781164476.131,2026-06-11T08:54:36.131+0100,3.643,15505.945,4304.897
