Date,Timestamp,ISO8601,Speed (m/s),Cumulative Distance (meter),Since start (second)
08:29:31.147,1781162971.147,2026-06-11T08:29:31.147+0100,4.491,9705.318,2799.913
08:29:33.694,1781162973.694,2026-06-11T08:29:33.694+0100,4.513,9714.440,2802.459
08:29:36.240,1781162976.240,2026-06-11T08:29:36.240+0100,4.510,9729.017,2805.006
08:29:38.787,1781162978.787,2026-06-11T08:29:38.787+0100,4.579,9741.183,2807.552
08:29:41.333,1781162981.333,2026-06-11T08:29:41.333+0100,4.485,9749.579,2810.099
08:29:43.880,1781162983.880,2026-06-11T08:29:43.880+0100,4.405,9761.233,2812.645
08:29:46.426,1781162986.426,2026-06-11T08:29:46.426+0100,4.511,9770.823,2815.192
08:29:48.973,1781162988.973,2026-06-11T08:29:48.973+0100,4.446,9782.599,2817.738
08:29:51.519,1781162991.519,2026-06-11T08:29:51.519+0100,4.364,9789.680,2820.285
08:29:54.066,1781162994.066,2026-06-11T08:29:54.066+0100,4.432,9804.176,2822.831
08:29:56.612,1781162996.612,2026-06-11T08:29:56.612+0100,4.447,9813.415,2825.378
08:29:59.159,1781162999.159,2026-06-11T08:29:59.159+0100,4.493,9825.860,2827.924
08:30:01.705,1781163001.705,2026-06-11T08:30:01.705+0100,4.510,9835.367,2830.471
08:30:04.252,1781163004.252,2026-06-11T08:30:04.252+0100,4.576,9849.646,2833.017
08:30:06.798,1781163006.798,2026-06-11T08:30:06.798+0100,4.562,9861.665,2835.564
08:30:09.345,1781163009.345,2026-06-11T08:30:09.345+0100,4.563,9870.851,2838.110
08:30:11.891,1781163011.891,2026-06-11T08:30:11.891+0100,4.621,9886.007,2840.657
08:30:14.437,1781163014.437,2026-06-11T08:30:14.437+0100,4.594,9893.149,2843.203
08:30:16.984,1781163016.984,2026-06-11T08:30:16.984+0100,4.499,9903.777,2845.750
08:30:19.530,1781163019.530,2026-06-11T08:30:19.530+0100,4.480,9911.243,2848.296
08:30:22.077,1781163022.077,2026-06-11T08:30:22.077+0100,4.427,9923.500,2850.843
08:30:24.623,1781163024.623,2026-06-11T08:30:24.623+0100,4.717,9938.537,2853.389
08:30:27.170,1781163027.170,2026-06-11T08:30:27.170+0100,4.736,9954.141,2855.936
08:30:29.716,1781163029.716,2026-06-11T08:30:29.716+0100,4.792,9965.072,2858.482
08:30:32.263,1781163032.263,2026-06-11T08:30:32.263+0100,4.564,9975.021,2861.029
08:30:34.809,1781163034.809,2026-06-11T08:30:34.809+0100,4.435,9986.336,2863.575
08:30:37.356,1781163037.356,2026-06-11T08:30:37.356+0100,4.447,9995.845,2866.121
08:30:39.902,1781163039.902,2026-06-11T08:30:39.902+0100,4.454,10009.538,2868.668
08:30:42.449,1781163042.449,2026-06-11T08:30:42.449+0100,4.373,10017.527,2871.214
08:30:44.995,1781163044.995,2026-06-11T08:30:44.995+0100,4.078,10025.270,2873.761
08:30:47.542,1781163047.542,2026-06-11T08:30:47.542+0100,3.039,10030.749,2876.307
08:30:50.088,1781163050.088,2026-06-11T08:30:50.088+0100,2.915,10039.010,2878.854
08:30:52.635,1781163052.635,2026-06-11T08:30:52.635+0100,2.988,10045.140,2881.400
08:30:55.181,1781163055.181,2026-06-11T08:30:55.181+0100,2.878,10052.139,2883.947
08:30:57.728,1781163057.728,2026-06-11T08:30:57.728+0100,2.559,10053.499,2886.493
08:31:00.274,1781163060.274,2026-06-11T08:31:00.274+0100,2.321,10056.231,2889.040
08:31:02.821,1781163062.821,2026-06-11T08:31:02.821+0100,2.287,10064.030,2891.586
08:31:05.367,1781163065.367,2026-06-11T08:31:05.367+0100,2.445,10072.476,2894.133
08:31:07.914,1781163067.914,2026-06-11T08:31:07.914+0100,2.455,10080.727,2896.679
08:31:10.460,1781163070.460,2026-06-11T08:31:10.460+0100,2.434,10086.884,2899.226
08:31:13.007,1781163073.007,2026-06-11T08:31:13.007+0100,2.583,10098.523,2901.772
08:31:15.553,1781163075.553,2026-06-11T08:31:15.553+0100,2.505,10102.210,2904.319
08:31:18.099,1781163078.099,2026-06-11T08:31:18.099+0100,2.497,10106.830,2906.865
08:31:20.646,1781163080.646,2026-06-11T08:31:20.646+0100,2.550,10109.837,2909.412
08:31:23.192,1781163083.192,2026-06-11T08:31:23.192+0100,2.598,10118.064,2911.958
08:31:25.739,1781163085.739,2026-06-11T08:31:25.739+0100,2.658,10127.419,2914.505
08:31:28.285,1781163088.285,2026-06-11T08:31:28.285+0100,2.677,10133.353,2917.051
08:31:30.832,1781163090.832,2026-06-11T08:31:30.832+0100,2.785,10143.957,2919.598
08:31:33.378,1781163093.378,2026-06-11T08:31:33.378+0100,2.813,10150.071,2922.144
08:31:35.925,1781163095.925,2026-06-11T08:31:35.925+0100,2.842,10158.756,2924.691
08:31:38.471,1781163098.471,2026-06-11T08:31:38.471+0100,2.783,10164.162,2927.237
08:31:41.018,1781163101.018,2026-06-11T08:31:41.018+0100,2.842,10174.345,2929.784
08:31:43.564,1781163103.564,2026-06-11T08:31:43.564+0100,2.878,10179.922,2932.330
08:31:46.111,1781163106.111,2026-06-11T08:31:46.111+0100,2.895,10188.670,2934.877
08:31:48.657,1781163108.657,2026-06-11T08:31:48.657+0100,2.984,10195.443,2937.423
08:31:51.204,1781163111.204,2026-06-11T08:31:51.204+0100,2.999,10205.868,2939.970
08:31:53.750,1781163113.750,2026-06-11T08:31:53.750+0100,3.095,10217.233,2942.516
08:31:56.297,1781163116.297,2026-06-11T08:31:56.297+0100,3.135,10223.927,2945.063
08:31:58.843,1781163118.843,2026-06-11T08:31:58.843+0100,3.165,10232.321,2947.609
08:32:01.390,1781163121.390,2026-06-11T08:32:01.390+0100,3.203,10238.968,2950.156
08:32:03.936,1781163123.936,2026-06-11T08:32:03.936+0100,3.289,10250.062,2952.702
08:32:06.483,1781163126.483,2026-06-11T08:32:06.483+0100,3.447,10256.514,2955.249
08:32:09.029,1781163129.029,2026-06-11T08:32:09.029+0100,3.488,10267.717,2957.795
08:32:11.576,1781163131.576,2026-06-11T08:32:11.576+0100,3.484,10274.435,2960.342
08:32:14.122,1781163134.122,2026-06-11T08:32:14.122+0100,3.440,10284.187,2962.888
08:32:16.669,1781163136.669,2026-06-11T08:32:16.669+0100,3.481,10291.741,2965.435
08:32:19.215,1781163139.215,2026-06-11T08:32:19.215+0100,3.344,10299.718,2967.981
08:32:21.762,1781163141.762,2026-06-11T08:32:21.762+0100,3.196,10307.975,2970.528
08:32:24.308,1781163144.308,2026-06-11T08:32:24.308+0100,3.247,10315.181,2973.074
08:32:26.855,1781163146.855,2026-06-11T08:32:26.855+0100,3.317,10325.912,2975.621
08:32:29.401,1781163149.401,2026-06-11T08:32:29.401+0100,3.247,10331.815,2978.167
08:32:31.948,1781163151.948,2026-06-11T08:32:31.948+0100,3.066,10337.221,2980.714
08:32:34.494,1781163154.494,2026-06-11T08:32:34.494+0100,3.239,10346.608,2983.260
08:32:37.041,1781163157.041,2026-06-11T08:32:37.041+0100,3.259,10358.002,2985.807
08:32:39.587,1781163159.587,2026-06-11T08:32:39.587+0100,3.181,10362.797,2988.353
08:32:42.134,1781163162.134,2026-06-11T08:32:42.134+0100,3.156,10370.821,2990.900
08:32:44.680,1781163164.680,2026-06-11T08:32:44.680+0100,3.195,10377.798,2993.446
08:32:47.227,1781163167.227,2026-06-11T08:32:47.227+0100,3.381,10387.674,2995.993
08:32:49.773,1781163169.773,2026-06-11T08:32:49.773+0100,3.532,10403.853,2998.539
08:32:52.320,1781163172.320,2026-06-11T08:32:52.320+0100,3.540,10410.852,3001.086
08:32:54.866,1781163174.866,2026-06-11T08:32:54.866+0100,3.404,10418.715,3003.632
08:32:57.413,1781163177.413,2026-06-11T08:32:57.413+0100,3.377,10423.865,3006.179
08:32:59.959,1781163179.959,2026-06-11T08:32:59.959+0100,3.699,10436.768,3008.725
08:33:02.506,1781163182.506,2026-06-11T08:33:02.506+0100,3.542,10443.201,3011.272
08:33:05.052,1781163185.052,2026-06-11T08:33:05.052+0100,3.750,10451.261,3013.818
08:33:07.599,1781163187.599,2026-06-11T08:33:07.599+0100,3.624,10459.443,3016.365
08:33:10.145,1781163190.145,2026-06-11T08:33:10.145+0100,3.796,10472.634,3018.911
08:33:12.692,1781163192.692,2026-06-11T08:33:12.692+0100,3.967,10481.298,3021.458
08:33:15.238,1781163195.238,2026-06-11T08:33:15.238+0100,3.925,10491.416,3024.004
08:33:17.785,1781163197.785,2026-06-11T08:33:17.785+0100,3.884,10502.195,3026.551
08:33:20.331,1781163200.331,2026-06-11T08:33:20.331+0100,4.801,10512.269,3029.097
08:33:22.878,1781163202.878,2026-06-11T08:33:22.878+0100,5.097,10529.888,3031.644
08:33:25.424,1781163205.424,2026-06-11T08:33:25.424+0100,5.024,10540.413,3034.190
08:33:27.971,1781163207.971,2026-06-11T08:33:27.971+0100,4.951,10554.560,3036.737
08:33:30.517,1781163210.517,2026-06-11T08:33:30.517+0100,4.958,10563.797,3039.283
08:33:33.064,1781163213.064,2026-06-11T08:33:33.064+0100,5.088,10582.370,3041.830
08:33:35.610,1781163215.610,2026-06-11T08:33:35.610+0100,5.198,10594.973,3044.376
08:33:38.157,1781163218.157,2026-06-11T08:33:38.157+0100,5.197,10610.977,3046.923
08:33:40.703,1781163220.703,2026-06-11T08:33:40.703+0100,5.190,10621.579,3049.469
08:33:43.250,1781163223.250,2026-06-11T08:33:43.250+0100,5.110,10635.335,3052.016
08:33:45.796,1781163225.796,2026-06-11T08:33:45.796+0100,5.288,10654.297,3054.562
08:33:48.343,1781163228.343,2026-06-11T08:33:48.343+0100,5.152,10663.132,3057.109
08:33:50.889,1781163230.889,2026-06-11T08:33:50.889+0100,5.156,10678.627,3059.655
08:33:53.436,1781163233.436,2026-06-11T08:33:53.436+0100,5.250,10690.971,3062.202
08:33:55.982,1781163235.982,2026-06-11T08:33:55.982+0100,5.022,10702.790,3064.748
08:33:58.529,1781163238.529,2026-06-11T08:33:58.529+0100,5.028,10712.038,3067.295
08:34:01.075,1781163241.075,2026-06-11T08:34:01.075+0100,4.967,10725.211,3069.841
08:34:03.622,1781163243.622,2026-06-11T08:34:03.622+0100,4.965,10735.276,3072.388
08:34:06.168,1781163246.168,2026-06-11T08:34:06.168+0100,4.928,10750.191,3074.934
08:34:08.715,1781163248.715,2026-06-11T08:34:08.715+0100,4.861,10758.798,3077.481
08:34:11.261,1781163251.261,2026-06-11T08:34:11.261+0100,4.848,10771.878,3080.027
08:34:13.808,1781163253.808,2026-06-11T08:34:13.808+0100,4.803,10785.048,3082.574
08:34:16.354,1781163256.354,2026-06-11T08:34:16.354+0100,4.694,10792.309,3085.120
08:34:18.901,1781163258.901,2026-06-11T08:34:18.901+0100,4.635,10805.457,3087.667
08:34:21.447,1781163261.447,2026-06-11T08:34:21.447+0100,4.603,10813.354,3090.213
08:34:23.994,1781163263.994,2026-06-11T08:34:23.994+0100,4.566,10827.320,3092.760
08:34:26.540,1781163266.540,2026-06-11T08:34:26.540+0100,4.562,10837.552,3095.306
08:34:29.087,1781163269.087,2026-06-11T08:34:29.087+0100,4.390,10848.743,3097.853
08:34:31.634,1781163271.634,2026-06-11T08:34:31.634+0100,4.481,10858.864,3100.399
08:34:34.180,1781163274.180,2026-06-11T08:34:34.180+0100,4.519,10874.560,3102.946
08:34:36.727,1781163276.727,2026-06-11T08:34:36.727+0100,4.584,10885.697,3105.492
08:34:39.273,1781163279.273,2026-06-11T08:34:39.273+0100,4.542,10896.980,3108.039
08:34:41.820,1781163281.820,2026-06-11T08:34:41.820+0100,4.615,10913.278,3110.585
08:34:44.366,1781163284.366,2026-06-11T08:34:44.366+0100,4.612,10923.211,3113.132
08:34:46.913,1781163286.913,2026-06-11T08:34:46.913+0100,4.514,10934.783,3115.678
08:34:49.459,1781163289.459,2026-06-11T08:34:49.459+0100,4.454,10942.047,3118.225
08:34:52.006,1781163292.006,2026-06-11T08:34:52.006+0100,4.424,10954.868,3120.771
08:34:54.552,1781163294.552,2026-06-11T08:34:54.552+0100,4.472,10964.927,3123.318
08:34:57.099,1781163297.099,2026-06-11T08:34:57.099+0100,4.442,10976.519,3125.864
08:34:59.645,1781163299.645,2026-06-11T08:34:59.645+0100,4.461,10985.935,3128.411
08:35:02.192,1781163302.192,2026-06-11T08:35:02.192+0100,4.386,10998.822,3130.957
08:35:04.738,1781163304.738,2026-06-11T08:35:04.738+0100,4.354,11010.637,3133.504
08:35:07.285,1781163307.285,2026-06-11T08:35:07.285+0100,4.347,11019.880,3136.050
08:35:09.831,1781163309.831,2026-06-11T08:35:09.831+0100,4.367,11033.712,3138.597
08:35:12.378,1781163312.378,2026-06-11T08:35:12.378+0100,4.424,11041.830,3141.143
08:35:14.924,1781163314.924,2026-06-11T08:35:14.924+0100,4.418,11055.299,3143.690
08:35:17.471,1781163317.471,2026-06-11T08:35:17.471+0100,4.276,11063.069,3146.236
08:35:20.017,1781163320.017,2026-06-11T08:35:20.017+0100,4.386,11078.033,3148.783
08:35:22.564,1781163322.564,2026-06-11T08:35:22.564+0100,4.430,11088.027,3151.329
08:35:25.110,1781163325.110,2026-06-11T08:35:25.110+0100,4.470,11100.987,3153.876
08:35:27.657,1781163327.657,2026-06-11T08:35:27.657+0100,4.448,11109.810,3156.422
08:35:30.203,1781163330.203,2026-06-11T08:35:30.203+0100,4.418,11123.081,3158.969
08:35:32.750,1781163332.750,2026-06-11T08:35:32.750+0100,4.284,11133.093,3161.515
08:35:35.296,1781163335.296,2026-06-11T08:35:35.296+0100,4.347,11143.493,3164.062
08:35:37.843,1781163337.843,2026-06-11T08:35:37.843+0100,4.334,11155.275,3166.608
08:35:40.389,1781163340.389,2026-06-11T08:35:40.389+0100,4.373,11164.447,3169.155
08:35:42.936,1781163342.936,2026-06-11T08:35:42.936+0100,4.369,11176.383,3171.701
08:35:45.482,1781163345.482,2026-06-11T08:35:45.482+0100,4.410,11185.557,3174.248
08:35:48.029,1781163348.029,2026-06-11T08:35:48.029+0100,4.394,11198.869,3176.794
08:35:50.575,1781163350.575,2026-06-11T08:35:50.575+0100,4.411,11206.207,3179.341
08:35:53.122,1781163353.122,2026-06-11T08:35:53.122+0100,4.445,11220.226,3181.887
08:35:55.668,1781163355.668,2026-06-11T08:35:55.668+0100,4.428,11227.044,3184.434
08:35:58.215,1781163358.215,2026-06-11T08:35:58.215+0100,4.411,11238.919,3186.980
08:36:00.761,1781163360.761,2026-06-11T08:36:00.761+0100,4.542,11255.005,3189.527
08:36:03.308,1781163363.308,2026-06-11T08:36:03.308+0100,4.409,11261.614,3192.073
08:36:05.854,1781163365.854,2026-06-11T08:36:05.854+0100,4.356,11274.811,3194.620
08:36:08.400,1781163368.400,2026-06-11T08:36:08.400+0100,4.433,11285.041,3197.166
08:36:10.947,1781163370.947,2026-06-11T08:36:10.947+0100,4.417,11297.071,3199.713
08:36:13.493,1781163373.493,2026-06-11T08:36:13.493+0100,4.147,11302.590,3202.259
08:36:16.040,1781163376.040,2026-06-11T08:36:16.040+0100,4.052,11313.920,3204.806
08:36:18.586,1781163378.586,2026-06-11T08:36:18.586+0100,3.701,11317.431,3207.352
08:36:21.133,1781163381.133,2026-06-11T08:36:21.133+0100,3.686,11327.459,3209.899
08:36:23.679,1781163383.679,2026-06-11T08:36:23.679+0100,3.629,11334.527,3212.445
08:36:26.226,1781163386.226,2026-06-11T08:36:26.226+0100,3.518,11342.983,3214.992
08:36:28.773,1781163388.773,2026-06-11T08:36:28.773+0100,3.484,11352.976,3217.538
08:36:31.319,1781163391.319,2026-06-11T08:36:31.319+0100,3.457,11360.247,3220.085
08:36:33.866,1781163393.866,2026-06-11T08:36:33.866+0100,3.471,11371.278,3222.631
08:36:36.412,1781163396.412,2026-06-11T08:36:36.412+0100,3.517,11379.097,3225.178
08:36:38.959,1781163398.959,2026-06-11T08:36:38.959+0100,3.545,11391.506,3227.724
08:36:41.505,1781163401.505,2026-06-11T08:36:41.505+0100,3.580,11399.015,3230.271
08:36:44.052,1781163404.052,2026-06-11T08:36:44.052+0100,3.558,11408.907,3232.817
08:36:46.598,1781163406.598,2026-06-11T08:36:46.598+0100,3.528,11415.320,3235.364
08:36:49.145,1781163409.145,2026-06-11T08:36:49.145+0100,3.557,11426.406,3237.910
08:36:51.691,1781163411.691,2026-06-11T08:36:51.691+0100,3.574,11433.726,3240.457
08:36:54.238,1781163414.238,2026-06-11T08:36:54.238+0100,3.553,11443.187,3243.003
08:36:56.784,1781163416.784,2026-06-11T08:36:56.784+0100,3.578,11454.409,3245.550
08:36:59.331,1781163419.331,2026-06-11T08:36:59.331+0100,3.640,11462.728,3248.096
08:37:01.877,1781163421.877,2026-06-11T08:37:01.877+0100,3.596,11472.347,3250.643
08:37:04.424,1781163424.424,2026-06-11T08:37:04.424+0100,3.644,11480.112,3253.189
08:37:06.970,1781163426.970,2026-06-11T08:37:06.970+0100,3.662,11491.340,3255.736
08:37:09.517,1781163429.517,2026-06-11T08:37:09.517+0100,3.581,11497.303,3258.282
08:37:12.063,1781163432.063,2026-06-11T08:37:12.063+0100,3.673,11510.613,3260.829
08:37:14.610,1781163434.610,2026-06-11T08:37:14.610+0100,3.679,11517.551,3263.375
08:37:17.156,1781163437.156,2026-06-11T08:37:17.156+0100,3.707,11528.164,3265.922
08:37:19.703,1781163439.703,2026-06-11T08:37:19.703+0100,3.660,11533.918,3268.468
08:37:22.249,1781163442.249,2026-06-11T08:37:22.249+0100,3.723,11545.409,3271.015
08:37:24.796,1781163444.796,2026-06-11T08:37:24.796+0100,3.764,11558.412,3273.561
08:37:27.342,1781163447.342,2026-06-11T08:37:27.342+0100,3.749,11565.913,3276.108
08:37:29.889,1781163449.889,2026-06-11T08:37:29.889+0100,3.666,11575.619,3278.654
08:37:32.435,1781163452.435,2026-06-11T08:37:32.435+0100,3.673,11582.991,3281.201
08:37:34.982,1781163454.982,2026-06-11T08:37:34.982+0100,3.603,11592.839,3283.747
08:37:37.528,1781163457.528,2026-06-11T08:37:37.528+0100,3.624,11600.012,3286.294
08:37:40.075,1781163460.075,2026-06-11T08:37:40.075+0100,3.567,11609.902,3288.840
08:37:42.621,1781163462.621,2026-06-11T08:37:42.621+0100,3.582,11616.778,3291.387
08:37:45.168,1781163465.168,2026-06-11T08:37:45.168+0100,3.503,11628.028,3293.933
08:37:47.714,1781163467.714,2026-06-11T08:37:47.714+0100,3.526,11635.474,3296.480
08:37:50.261,1781163470.261,2026-06-11T08:37:50.261+0100,3.491,11645.349,3299.026
08:37:52.807,1781163472.807,2026-06-11T08:37:52.807+0100,3.495,11655.961,3301.573
08:37:55.354,1781163475.354,2026-06-11T08:37:55.354+0100,3.567,11663.451,3304.119
08:37:57.900,1781163477.900,2026-06-11T08:37:57.900+0100,3.588,11675.420,3306.666
08:38:00.447,1781163480.447,2026-06-11T08:38:00.447+0100,3.623,11684.338,3309.212
08:38:02.993,1781163482.993,2026-06-11T08:38:02.993+0100,3.573,11694.196,3311.759
08:38:05.540,1781163485.540,2026-06-11T08:38:05.540+0100,3.547,11700.680,3314.305
08:38:08.086,1781163488.086,2026-06-11T08:38:08.086+0100,3.553,11711.503,3316.852
08:38:10.633,1781163490.633,2026-06-11T08:38:10.633+0100,3.537,11718.050,3319.398
08:38:13.179,1781163493.179,2026-06-11T08:38:13.179+0100,3.668,11730.624,3321.945
08:38:15.726,1781163495.726,2026-06-11T08:38:15.726+0100,3.649,11737.437,3324.491
08:38:18.272,1781163498.272,2026-06-11T08:38:18.272+0100,3.705,11749.932,3327.038
08:38:20.819,1781163500.819,2026-06-11T08:38:20.819+0100,3.751,11761.771,3329.584
08:38:23.365,1781163503.365,2026-06-11T08:38:23.365+0100,3.767,11769.019,3332.131
08:38:25.912,1781163505.912,2026-06-11T08:38:25.912+0100,3.760,11779.094,3334.677
08:38:28.458,1781163508.458,2026-06-11T08:38:28.458+0100,3.802,11786.971,3337.224
08:38:31.005,1781163511.005,2026-06-11T08:38:31.005+0100,3.763,11797.503,3339.770
08:38:33.551,1781163513.551,2026-06-11T08:38:33.551+0100,3.732,11804.217,3342.317
08:38:36.098,1781163516.098,2026-06-11T08:38:36.098+0100,3.964,11818.327,3344.863
08:38:38.644,1781163518.644,2026-06-11T08:38:38.644+0100,4.101,11828.551,3347.410
08:38:41.191,1781163521.191,2026-06-11T08:38:41.191+0100,4.090,11841.472,3349.956
08:38:43.737,1781163523.737,2026-06-11T08:38:43.737+0100,4.211,11854.011,3352.503
08:38:46.284,1781163526.284,2026-06-11T08:38:46.284+0100,4.797,11863.750,3355.049
08:38:48.830,1781163528.830,2026-06-11T08:38:48.830+0100,4.688,11876.945,3357.596
08:38:51.377,1781163531.377,2026-06-11T08:38:51.377+0100,4.653,11885.152,3360.142
08:38:53.923,1781163533.923,2026-06-11T08:38:53.923+0100,4.682,11899.362,3362.689
08:38:56.470,1781163536.470,2026-06-11T08:38:56.470+0100,4.744,11909.917,3365.235
08:38:59.016,1781163539.016,2026-06-11T08:38:59.016+0100,4.799,11923.422,3367.782
08:39:01.563,1781163541.563,2026-06-11T08:39:01.563+0100,4.755,11931.360,3370.328
08:39:04.109,1781163544.109,2026-06-11T08:39:04.109+0100,4.633,11942.817,3372.875
08:39:06.656,1781163546.656,2026-06-11T08:39:06.656+0100,4.667,11953.564,3375.421
08:39:09.202,1781163549.202,2026-06-11T08:39:09.202+0100,4.619,11965.642,3377.968
08:39:11.749,1781163551.749,2026-06-11T08:39:11.749+0100,4.569,11979.445,3380.514
08:39:14.295,1781163554.295,2026-06-11T08:39:14.295+0100,4.585,11989.278,3383.061
08:39:16.842,1781163556.842,2026-06-11T08:39:16.842+0100,4.587,12002.688,3385.607
08:39:19.388,1781163559.388,2026-06-11T08:39:19.388+0100,4.555,12010.767,3388.154
08:39:21.935,1781163561.935,2026-06-11T08:39:21.935+0100,4.534,12024.344,3390.700
08:39:24.481,1781163564.481,2026-06-11T08:39:24.481+0100,4.516,12033.451,3393.247
08:39:27.028,1781163567.028,2026-06-11T08:39:27.028+0100,4.478,12045.117,3395.793
08:39:29.574,1781163569.574,2026-06-11T08:39:29.574+0100,4.446,12053.801,3398.340
08:39:32.121,1781163572.121,2026-06-11T08:39:32.121+0100,4.425,12067.401,3400.886
08:39:34.667,1781163574.667,2026-06-11T08:39:34.667+0100,4.425,12076.516,3403.433
08:39:37.214,1781163577.214,2026-06-11T08:39:37.214+0100,4.388,12088.443,3405.979
08:39:39.760,1781163579.760,2026-06-11T08:39:39.760+0100,4.454,12104.335,3408.526
08:39:42.307,1781163582.307,2026-06-11T08:39:42.307+0100,4.482,12114.005,3411.072
08:39:44.853,1781163584.853,2026-06-11T08:39:44.853+0100,4.512,12126.810,3413.619
08:39:47.400,1781163587.400,2026-06-11T08:39:47.400+0100,4.481,12135.310,3416.165
08:39:49.946,1781163589.946,2026-06-11T08:39:49.946+0100,4.490,12149.601,3418.712
08:39:52.493,1781163592.493,2026-06-11T08:39:52.493+0100,4.529,12158.848,3421.258
08:39:55.039,1781163595.039,2026-06-11T08:39:55.039+0100,4.468,12170.234,3423.805
08:39:57.586,1781163597.586,2026-06-11T08:39:57.586+0100,4.457,12179.387,3426.351
08:40:00.132,1781163600.132,2026-06-11T08:40:00.132+0100,4.505,12194.545,3428.898
08:40:02.679,1781163602.679,2026-06-11T08:40:02.679+0100,4.477,12201.406,3431.445
08:40:05.225,1781163605.225,2026-06-11T08:40:05.225+0100,4.471,12214.509,3433.991
08:40:07.772,1781163607.772,2026-06-11T08:40:07.772+0100,4.470,12227.561,3436.537
08:40:10.318,1781163610.318,2026-06-11T08:40:10.318+0100,4.449,12235.341,3439.084
08:40:12.865,1781163612.865,2026-06-11T08:40:12.865+0100,4.450,12248.645,3441.630
08:40:15.411,1781163615.411,2026-06-11T08:40:15.411+0100,4.475,12257.012,3444.177
08:40:17.958,1781163617.958,2026-06-11T08:40:17.958+0100,4.423,12269.513,3446.723
08:40:20.504,1781163620.504,2026-06-11T08:40:20.504+0100,4.406,12278.521,3449.270
08:40:23.051,1781163623.051,2026-06-11T08:40:23.051+0100,4.411,12290.523,3451.816
08:40:25.597,1781163625.597,2026-06-11T08:40:25.597+0100,4.428,12300.244,3454.363
08:40:28.144,1781163628.144,2026-06-11T08:40:28.144+0100,4.417,12312.734,3456.909
08:40:30.690,1781163630.690,2026-06-11T08:40:30.690+0100,4.346,12319.209,3459.456
08:40:33.237,1781163633.237,2026-06-11T08:40:33.237+0100,4.357,12332.057,3462.002
08:40:35.783,1781163635.783,2026-06-11T08:40:35.783+0100,4.323,12344.603,3464.549
08:40:38.330,1781163638.330,2026-06-11T08:40:38.330+0100,4.306,12352.365,3467.095
08:40:40.876,1781163640.876,2026-06-11T08:40:40.876+0100,4.367,12367.347,3469.642
08:40:43.423,1781163643.423,2026-06-11T08:40:43.423+0100,4.345,12376.148,3472.188
08:40:45.969,1781163645.969,2026-06-11T08:40:45.969+0100,4.371,12388.046,3474.735
08:40:48.516,1781163648.516,2026-06-11T08:40:48.516+0100,4.428,12398.625,3477.281
08:40:51.062,1781163651.062,2026-06-11T08:40:51.062+0100,4.380,12409.897,3479.828
08:40:53.609,1781163653.609,2026-06-11T08:40:53.609+0100,4.379,12418.193,3482.374
08:40:56.155,1781163656.155,2026-06-11T08:40:56.155+0100,4.340,12429.965,3484.921
08:40:58.702,1781163658.702,2026-06-11T08:40:58.702+0100,4.395,12438.170,3487.467
08:41:01.248,1781163661.248,2026-06-11T08:41:01.248+0100,4.451,12453.581,3490.014
08:41:03.795,1781163663.795,2026-06-11T08:41:03.795+0100,4.387,12465.683,3492.560
08:41:06.341,1781163666.341,2026-06-11T08:41:06.341+0100,4.379,12474.432,3495.107
08:41:08.888,1781163668.888,2026-06-11T08:41:08.888+0100,4.455,12488.570,3497.653
08:41:11.434,1781163671.434,2026-06-11T08:41:11.434+0100,4.466,12497.847,3500.200
08:41:13.981,1781163673.981,2026-06-11T08:41:13.981+0100,4.456,12509.302,3502.746
08:41:16.527,1781163676.527,2026-06-11T08:41:16.527+0100,4.466,12518.283,3505.293
08:41:19.074,1781163679.074,2026-06-11T08:41:19.074+0100,4.442,12531.536,3507.839
08:41:21.620,1781163681.620,2026-06-11T08:41:21.620+0100,4.362,12538.786,3510.386
08:41:24.167,1781163684.167,2026-06-11T08:41:24.167+0100,4.346,12550.418,3512.932
08:41:26.713,1781163686.713,2026-06-11T08:41:26.713+0100,4.401,12559.973,3515.479
08:41:29.260,1781163689.260,2026-06-11T08:41:29.260+0100,4.501,12575.580,3518.025
08:41:31.806,1781163691.806,2026-06-11T08:41:31.806+0100,4.500,12586.714,3520.572
08:41:34.353,1781163694.353,2026-06-11T08:41:34.353+0100,4.480,12595.543,3523.118
08:41:36.899,1781163696.899,2026-06-11T08:41:36.899+0100,4.487,12609.090,3525.665
08:41:39.446,1781163699.446,2026-06-11T08:41:39.446+0100,4.488,12617.499,3528.211
08:41:41.992,1781163701.992,2026-06-11T08:41:41.992+0100,4.203,12625.714,3530.758
08:41:44.539,1781163704.539,2026-06-11T08:41:44.539+0100,3.924,12631.432,3533.304
08:41:47.085,1781163707.085,2026-06-11T08:41:47.085+0100,3.882,12642.267,3535.851
08:41:49.632,1781163709.632,2026-06-11T08:41:49.632+0100,3.773,12648.618,3538.397
08:41:52.178,1781163712.178,2026-06-11T08:41:52.178+0100,3.628,12657.288,3540.944
08:41:54.725,1781163714.725,2026-06-11T08:41:54.725+0100,3.500,12664.468,3543.490
08:41:57.271,1781163717.271,2026-06-11T08:41:57.271+0100,3.455,12676.091,3546.037
08:41:59.818,1781163719.818,2026-06-11T08:41:59.818+0100,3.409,12685.819,3548.583
08:42:02.364,1781163722.364,2026-06-11T08:42:02.364+0100,3.390,12692.442,3551.130
