Date,Timestamp,ISO8601,Power (watt),Cumulative Distance (meter),Since start (second)
08:49:30.549,1781164170.549,2026-06-11T08:49:30.549+0100,284,14404,3999.315
08:49:33.095,1781164173.095,2026-06-11T08:49:33.095+0100,283,14415,4001.861
08:49:35.642,1781164175.642,2026-06-11T08:49:35.642+0100,283,14422,4004.408
08:49:38.189,1781164178.189,2026-06-11T08:49:38.189+0100,284,14433,4006.954
08:49:40.735,1781164180.735,2026-06-11T08:49:40.735+0100,282,14442,4009.501
08:49:43.282,1781164183.282,2026-06-11T08:49:43.282+0100,280,14449,4012.047
08:49:45.828,1781164185.828,2026-06-11T08:49:45.828+0100,285,14461,4014.594
08:49:48.375,1781164188.375,2026-06-11T08:49:48.375+0100,286,14469,4017.140
08:49:50.921,1781164190.921,2026-06-11T08:49:50.921+0100,288,14480,4019.687
08:49:53.468,1781164193.468,2026-06-11T08:49:53.468+0100,285,14486,4022.233
08:49:56.014,1781164196.014,2026-06-11T08:49:56.014+0100,285,14496,4024.780
08:49:58.561,1781164198.561,2026-06-11T08:49:58.561+0100,285,14503,4027.326
08:50:01.107,1781164201.107,2026-06-11T08:50:01.107+0100,286,14515,4029.873
08:50:03.654,1781164203.654,2026-06-11T08:50:03.654+0100,286,14523,4032.419
08:50:06.200,1781164206.200,2026-06-11T08:50:06.200+0100,282,14532,4034.966
08:50:08.747,1781164208.747,2026-06-11T08:50:08.747+0100,270,14538,4037.512
08:50:11.293,1781164211.293,2026-06-11T08:50:11.293+0100,270,14545,4040.059
08:50:13.840,1781164213.840,2026-06-11T08:50:13.840+0100,272,14555,4042.605
08:50:16.386,1781164216.386,2026-06-11T08:50:16.386+0100,270,14561,4045.152
08:50:18.933,1781164218.933,2026-06-11T08:50:18.933+0100,268,14571,4047.699
08:50:21.479,1781164221.479,2026-06-11T08:50:21.479+0100,273,14579,4050.245
08:50:24.026,1781164224.026,2026-06-11T08:50:24.026+0100,274,14590,4052.792
08:50:26.572,1781164226.572,2026-06-11T08:50:26.572+0100,282,14598,4055.338
08:50:29.119,1781164229.119,2026-06-11T08:50:29.119+0100,286,14610,4057.885
08:50:31.665,1781164231.665,2026-06-11T08:50:31.665+0100,286,14617,4060.431
08:50:34.212,1781164234.212,2026-06-11T08:50:34.212+0100,289,14629,4062.978
08:50:36.758,1781164236.758,2026-06-11T08:50:36.758+0100,290,14641,4065.524
08:50:39.305,1781164239.305,2026-06-11T08:50:39.305+0100,296,14649,4068.071
08:50:41.851,1781164241.851,2026-06-11T08:50:41.851+0100,292,14659,4070.617
08:50:44.398,1781164244.398,2026-06-11T08:50:44.398+0100,288,14665,4073.164
08:50:46.944,1781164246.944,2026-06-11T08:50:46.944+0100,295,14677,4075.710
08:50:49.491,1781164249.491,2026-06-11T08:50:49.491+0100,294,14684,4078.257
08:50:52.038,1781164252.038,2026-06-11T08:50:52.038+0100,294,14694,4080.803
08:50:54.584,1781164254.584,2026-06-11T08:50:54.584+0100,293,14702,4083.350
08:50:57.131,1781164257.131,2026-06-11T08:50:57.131+0100,294,14713,4085.896
08:50:59.677,1781164259.677,2026-06-11T08:50:59.677+0100,294,14719,4088.443
08:51:02.224,1781164262.224,2026-06-11T08:51:02.224+0100,295,14731,4090.989
08:51:04.770,1781164264.770,2026-06-11T08:51:04.770+0100,295,14742,4093.536
08:51:07.317,1781164267.317,2026-06-11T08:51:07.317+0100,294,14749,4096.082
08:51:09.863,1781164269.863,2026-06-11T08:51:09.863+0100,302,14760,4098.629
08:51:12.410,1781164272.410,2026-06-11T08:51:12.410+0100,298,14766,4101.175
08:51:14.956,1781164274.956,2026-06-11T08:51:14.956+0100,301,14778,4103.722
08:51:17.503,1781164277.503,2026-06-11T08:51:17.503+0100,301,14786,4106.268
08:51:20.049,1781164280.049,2026-06-11T08:51:20.049+0100,301,14798,4108.815
08:51:22.596,1781164282.596,2026-06-11T08:51:22.596+0100,297,14804,4111.361
08:51:25.142,1781164285.142,2026-06-11T08:51:25.142+0100,300,14815,4113.908
08:51:27.689,1781164287.689,2026-06-11T08:51:27.689+0100,297,14822,4116.454
08:51:30.235,1781164290.235,2026-06-11T08:51:30.235+0100,300,14834,4119.001
08:51:32.782,1781164292.782,2026-06-11T08:51:32.782+0100,296,14845,4121.547
08:51:35.328,1781164295.328,2026-06-11T08:51:35.328+0100,300,14853,4124.094
08:51:37.875,1781164297.875,2026-06-11T08:51:37.875+0100,297,14863,4126.641
08:51:40.421,1781164300.421,2026-06-11T08:51:40.421+0100,299,14870,4129.187
08:51:42.968,1781164302.968,2026-06-11T08:51:42.968+0100,294,14880,4131.734
08:51:45.514,1781164305.514,2026-06-11T08:51:45.514+0100,300,14889,4134.280
08:51:48.061,1781164308.061,2026-06-11T08:51:48.061+0100,297,14899,4136.827
08:51:50.607,1781164310.607,2026-06-11T08:51:50.607+0100,296,14906,4139.373
08:51:53.154,1781164313.154,2026-06-11T08:51:53.154+0100,297,14918,4141.920
08:51:55.700,1781164315.700,2026-06-11T08:51:55.700+0100,295,14924,4144.466
08:51:58.247,1781164318.247,2026-06-11T08:51:58.247+0100,295,14936,4147.013
08:52:00.793,1781164320.793,2026-06-11T08:52:00.793+0100,300,14947,4149.559
08:52:03.340,1781164323.340,2026-06-11T08:52:03.340+0100,299,14954,4152.106
08:52:05.886,1781164325.886,2026-06-11T08:52:05.886+0100,299,14966,4154.652
08:52:08.433,1781164328.433,2026-06-11T08:52:08.433+0100,297,14972,4157.199
08:52:10.980,1781164330.980,2026-06-11T08:52:10.980+0100,299,14985,4159.745
08:52:13.526,1781164333.526,2026-06-11T08:52:13.526+0100,297,14991,4162.292
08:52:16.073,1781164336.073,2026-06-11T08:52:16.073+0100,293,15001,4164.838
08:52:18.619,1781164338.619,2026-06-11T08:52:18.619+0100,294,15009,4167.385
08:52:21.166,1781164341.166,2026-06-11T08:52:21.166+0100,297,15020,4169.931
08:52:23.712,1781164343.712,2026-06-11T08:52:23.712+0100,286,15026,4172.478
08:52:26.259,1781164346.259,2026-06-11T08:52:26.259+0100,284,15036,4175.024
08:52:28.805,1781164348.805,2026-06-11T08:52:28.805+0100,283,15047,4177.571
08:52:31.352,1781164351.352,2026-06-11T08:52:31.352+0100,288,15055,4180.117
08:52:33.898,1781164353.898,2026-06-11T08:52:33.898+0100,291,15066,4182.664
08:52:36.445,1781164356.445,2026-06-11T08:52:36.445+0100,295,15074,4185.210
08:52:38.991,1781164358.991,2026-06-11T08:52:38.991+0100,293,15084,4187.757
08:52:41.538,1781164361.538,2026-06-11T08:52:41.538+0100,292,15091,4190.303
08:52:44.084,1781164364.084,2026-06-11T08:52:44.084+0100,292,15103,4192.850
08:52:46.631,1781164366.631,2026-06-11T08:52:46.631+0100,292,15110,4195.396
08:52:49.177,1781164369.177,2026-06-11T08:52:49.177+0100,290,15120,4197.943
08:52:51.724,1781164371.724,2026-06-11T08:52:51.724+0100,296,15128,4200.490
08:52:54.270,1781164374.270,2026-06-11T08:52:54.270+0100,295,15138,4203.036
08:52:56.817,1781164376.817,2026-06-11T08:52:56.817+0100,298,15150,4205.583
08:52:59.363,1781164379.363,2026-06-11T08:52:59.363+0100,299,15158,4208.129
08:53:01.910,1781164381.910,2026-06-11T08:53:01.910+0100,297,15168,4210.676
08:53:04.456,1781164384.456,2026-06-11T08:53:04.456+0100,298,15176,4213.222
08:53:07.003,1781164387.003,2026-06-11T08:53:07.003+0100,292,15185,4215.769
08:53:09.549,1781164389.549,2026-06-11T08:53:09.549+0100,284,15190,4218.315
08:53:12.096,1781164392.096,2026-06-11T08:53:12.096+0100,289,15203,4220.862
08:53:14.642,1781164394.642,2026-06-11T08:53:14.642+0100,292,15211,4223.408
08:53:17.189,1781164397.189,2026-06-11T08:53:17.189+0100,291,15221,4225.955
08:53:19.735,1781164399.735,2026-06-11T08:53:19.735+0100,295,15233,4228.501
08:53:22.282,1781164402.282,2026-06-11T08:53:22.282+0100,298,15240,4231.048
08:53:24.829,1781164404.829,2026-06-11T08:53:24.829+0100,296,15251,4233.594
08:53:27.375,1781164407.375,2026-06-11T08:53:27.375+0100,288,15258,4236.141
08:53:29.922,1781164409.922,2026-06-11T08:53:29.922+0100,290,15269,4238.687
08:53:32.468,1781164412.468,2026-06-11T08:53:32.468+0100,294,15276,4241.234
08:53:35.015,1781164415.015,2026-06-11T08:53:35.015+0100,290,15286,4243.780
08:53:37.561,1781164417.561,2026-06-11T08:53:37.561+0100,292,15294,4246.327
08:53:40.108,1781164420.108,2026-06-11T08:53:40.108+0100,282,15302,4248.873
08:53:42.654,1781164422.654,2026-06-11T08:53:42.654+0100,286,15309,4251.420
08:53:45.201,1781164425.201,2026-06-11T08:53:45.201+0100,287,15320,4253.966
08:53:47.747,1781164427.747,2026-06-11T08:53:47.747+0100,287,15330,4256.513
08:53:50.294,1781164430.294,2026-06-11T08:53:50.294+0100,292,15339,4259.059
08:53:52.840,1781164432.840,2026-06-11T08:53:52.840+0100,293,15350,4261.606
08:53:55.387,1781164435.387,2026-06-11T08:53:55.387+0100,287,15355,4264.152
08:53:57.933,1781164437.933,2026-06-11T08:53:57.933+0100,286,15366,4266.699
08:54:00.480,1781164440.480,2026-06-11T08:54:00.480+0100,288,15372,4269.245
08:54:03.026,1781164443.026,2026-06-11T08:54:03.026+0100,294,15386,4271.792
08:54:05.573,1781164445.573,2026-06-11T08:54:05.573+0100,288,15392,4274.338
08:54:08.119,1781164448.119,2026-06-11T08:54:08.119+0100,292,15404,4276.885
08:54:10.666,1781164450.666,2026-06-11T08:54:10.666+0100,286,15410,4279.431
08:54:13.212,1781164453.212,2026-06-11T08:54:13.212+0100,286,15421,4281.978
08:54:15.759,1781164455.759,2026-06-11T08:54:15.759+0100,285,15432,4284.524
08:54:18.305,1781164458.305,2026-06-11T08:54:18.305+0100,284,15439,4287.071
08:54:20.852,1781164460.852,2026-06-11T08:54:20.852+0100,282,15449,4289.617
08:54:23.398,1781164463.398,2026-06-11T08:54:23.398+0100,286,15457,4292.164
08:54:25.945,1781164465.945,2026-06-11T08:54:25.945+0100,283,15467,4294.710
08:54:28.491,1781164468.491,2026-06-11T08:54:28.491+0100,284,15474,4297.257
08:54:31.038,1781164471.038,2026-06-11T08:54:31.038+0100,282,15484,4299.804
08:54:33.584,1781164473.584,2026-06-11T08:54:33.584+0100,277,15491,4302.350
08:54:36.131,1781164476.131,2026-06-11T08:54:36.131+0100,291,15506,4304.897
08:54:38.677,1781164478.677,2026-06-11T08:54:38.677+0100,288,15511,4307.443
08:54:41.224,1781164481.224,2026-06-11T08:54:41.224+0100,295,15523,4309.990
08:54:43.770,1781164483.770,2026-06-11T08:54:43.770+0100,299,15533,4312.536
08:54:46.317,1781164486.317,2026-06-11T08:54:46.317+0100,297,15541,4315.083
08:54:48.863,1781164488.863,2026-06-11T08:54:48.863+0100,298,15552,4317.629
08:54:51.410,1781164491.410,2026-06-11T08:54:51.410+0100,298,15559,4320.176
08:54:53.956,1781164493.956,2026-06-11T08:54:53.956+0100,296,15569,4322.722
08:54:56.503,1781164496.503,2026-06-11T08:54:56.503+0100,292,15576,4325.269
08:54:59.049,1781164499.049,2026-06-11T08:54:59.049+0100,295,15588,4327.815
08:55:01.596,1781164501.596,2026-06-11T08:55:01.596+0100,292,15594,4330.362
08:55:04.142,1781164504.142,2026-06-11T08:55:04.142+0100,292,15605,4332.908
08:55:06.689,1781164506.689,2026-06-11T08:55:06.689+0100,293,15613,4335.455
08:55:09.235,1781164509.235,2026-06-11T08:55:09.235+0100,293,15624,4338.001
08:55:11.782,1781164511.782,2026-06-11T08:55:11.782+0100,293,15635,4340.548
08:55:14.328,1781164514.328,2026-06-11T08:55:14.328+0100,290,15641,4343.094
08:55:16.875,1781164516.875,2026-06-11T08:55:16.875+0100,293,15653,4345.641
08:55:19.421,1781164519.421,2026-06-11T08:55:19.421+0100,292,15660,4348.187
08:55:21.968,1781164521.968,2026-06-11T08:55:21.968+0100,293,15671,4350.734
08:55:24.515,1781164524.515,2026-06-11T08:55:24.515+0100,294,15678,4353.280
08:55:27.061,1781164527.061,2026-06-11T08:55:27.061+0100,293,15689,4355.827
08:55:29.608,1781164529.608,2026-06-11T08:55:29.608+0100,288,15695,4358.373
08:55:32.154,1781164532.154,2026-06-11T08:55:32.154+0100,288,15707,4360.920
08:55:34.701,1781164534.701,2026-06-11T08:55:34.701+0100,289,15715,4363.466
08:55:37.247,1781164537.247,2026-06-11T08:55:37.247+0100,287,15725,4366.013
08:55:39.794,1781164539.794,2026-06-11T08:55:39.794+0100,291,15736,4368.559
08:55:42.340,1781164542.340,2026-06-11T08:55:42.340+0100,288,15743,4371.106
08:55:44.887,1781164544.887,2026-06-11T08:55:44.887+0100,291,15754,4373.652
08:55:47.433,1781164547.433,2026-06-11T08:55:47.433+0100,288,15760,4376.199
08:55:49.980,1781164549.980,2026-06-11T08:55:49.980+0100,266,,4378.745
08:55:54.627,1781164554.627,2026-06-11T08:55:54.627+0100,,,4383.393
