Date,Timestamp,ISO8601,Power (watt),Cumulative Distance (meter),Since start (second)
08:22:00.417,1781162520.417,2026-06-11T08:22:00.417+0100,275,7823,2349.182
08:22:02.963,1781162522.963,2026-06-11T08:22:02.963+0100,274,7833,2351.729
08:22:05.510,1781162525.510,2026-06-11T08:22:05.510+0100,284,7841,2354.275
08:22:08.056,1781162528.056,2026-06-11T08:22:08.056+0100,287,7853,2356.822
08:22:10.603,1781162530.603,2026-06-11T08:22:10.603+0100,289,7859,2359.368
08:22:13.149,1781162533.149,2026-06-11T08:22:13.149+0100,287,7869,2361.915
08:22:15.696,1781162535.696,2026-06-11T08:22:15.696+0100,286,7877,2364.461
08:22:18.242,1781162538.242,2026-06-11T08:22:18.242+0100,302,7889,2367.008
08:22:20.789,1781162540.789,2026-06-11T08:22:20.789+0100,317,7905,2369.554
08:22:23.335,1781162543.335,2026-06-11T08:22:23.335+0100,330,7914,2372.101
08:22:25.882,1781162545.882,2026-06-11T08:22:25.882+0100,330,7925,2374.647
08:22:28.428,1781162548.428,2026-06-11T08:22:28.428+0100,355,7935,2377.194
08:22:30.975,1781162550.975,2026-06-11T08:22:30.975+0100,358,7949,2379.740
08:22:33.521,1781162553.521,2026-06-11T08:22:33.521+0100,363,7957,2382.287
08:22:36.068,1781162556.068,2026-06-11T08:22:36.068+0100,368,7972,2384.833
08:22:38.614,1781162558.614,2026-06-11T08:22:38.614+0100,366,7980,2387.380
08:22:41.161,1781162561.161,2026-06-11T08:22:41.161+0100,373,7996,2389.926
08:22:43.707,1781162563.707,2026-06-11T08:22:43.707+0100,376,8004,2392.473
08:22:46.254,1781162566.254,2026-06-11T08:22:46.254+0100,374,8018,2395.019
08:22:48.800,1781162568.800,2026-06-11T08:22:48.800+0100,372,8032,2397.566
08:22:51.347,1781162571.347,2026-06-11T08:22:51.347+0100,373,8040,2400.112
08:22:53.893,1781162573.893,2026-06-11T08:22:53.893+0100,381,8056,2402.659
08:22:56.440,1781162576.440,2026-06-11T08:22:56.440+0100,382,8066,2405.205
08:22:58.986,1781162578.986,2026-06-11T08:22:58.986+0100,381,8081,2407.752
08:23:01.533,1781162581.533,2026-06-11T08:23:01.533+0100,382,8091,2410.298
08:23:04.079,1781162584.079,2026-06-11T08:23:04.079+0100,386,8106,2412.845
08:23:06.626,1781162586.626,2026-06-11T08:23:06.626+0100,382,8114,2415.391
08:23:09.172,1781162589.172,2026-06-11T08:23:09.172+0100,382,8128,2417.938
08:23:11.719,1781162591.719,2026-06-11T08:23:11.719+0100,375,8136,2420.484
08:23:14.265,1781162594.265,2026-06-11T08:23:14.265+0100,378,8150,2423.031
08:23:16.812,1781162596.812,2026-06-11T08:23:16.812+0100,376,8164,2425.577
08:23:19.358,1781162599.358,2026-06-11T08:23:19.358+0100,374,8174,2428.124
08:23:21.905,1781162601.905,2026-06-11T08:23:21.905+0100,374,8188,2430.670
08:23:24.451,1781162604.451,2026-06-11T08:23:24.451+0100,372,8196,2433.217
08:23:26.998,1781162606.998,2026-06-11T08:23:26.998+0100,373,8211,2435.763
08:23:29.544,1781162609.544,2026-06-11T08:23:29.544+0100,372,8220,2438.310
08:23:32.091,1781162612.091,2026-06-11T08:23:32.091+0100,368,8233,2440.857
08:23:34.637,1781162614.637,2026-06-11T08:23:34.637+0100,370,8242,2443.403
08:23:37.184,1781162617.184,2026-06-11T08:23:37.184+0100,366,8256,2445.950
08:23:39.730,1781162619.730,2026-06-11T08:23:39.730+0100,364,8265,2448.496
08:23:42.277,1781162622.277,2026-06-11T08:23:42.277+0100,363,8279,2451.043
08:23:44.823,1781162624.823,2026-06-11T08:23:44.823+0100,363,8292,2453.589
08:23:47.370,1781162627.370,2026-06-11T08:23:47.370+0100,363,8301,2456.136
08:23:49.916,1781162629.916,2026-06-11T08:23:49.916+0100,365,8315,2458.682
08:23:52.463,1781162632.463,2026-06-11T08:23:52.463+0100,362,8324,2461.229
08:23:55.009,1781162635.009,2026-06-11T08:23:55.009+0100,367,8338,2463.775
08:23:57.556,1781162637.556,2026-06-11T08:23:57.556+0100,365,8347,2466.322
08:24:00.102,1781162640.102,2026-06-11T08:24:00.102+0100,366,8361,2468.868
08:24:02.649,1781162642.649,2026-06-11T08:24:02.649+0100,361,8369,2471.415
08:24:05.195,1781162645.195,2026-06-11T08:24:05.195+0100,364,8383,2473.961
08:24:07.742,1781162647.742,2026-06-11T08:24:07.742+0100,367,8398,2476.508
08:24:10.288,1781162650.288,2026-06-11T08:24:10.288+0100,368,8407,2479.054
08:24:12.835,1781162652.835,2026-06-11T08:24:12.835+0100,372,8421,2481.601
08:24:15.381,1781162655.381,2026-06-11T08:24:15.381+0100,370,8430,2484.147
08:24:17.928,1781162657.928,2026-06-11T08:24:17.928+0100,370,8444,2486.694
08:24:20.474,1781162660.474,2026-06-11T08:24:20.474+0100,365,8453,2489.240
08:24:23.021,1781162663.021,2026-06-11T08:24:23.021+0100,365,8466,2491.787
08:24:25.567,1781162665.567,2026-06-11T08:24:25.567+0100,367,8475,2494.333
08:24:28.114,1781162668.114,2026-06-11T08:24:28.114+0100,364,8489,2496.880
08:24:30.660,1781162670.660,2026-06-11T08:24:30.660+0100,368,8498,2499.426
08:24:33.207,1781162673.207,2026-06-11T08:24:33.207+0100,369,8512,2501.973
08:24:35.753,1781162675.753,2026-06-11T08:24:35.753+0100,371,8524,2504.519
08:24:38.300,1781162678.300,2026-06-11T08:24:38.300+0100,303,8535,2507.066
08:24:40.846,1781162680.846,2026-06-11T08:24:40.846+0100,319,8548,2509.612
08:24:43.393,1781162683.393,2026-06-11T08:24:43.393+0100,335,8559,2512.159
08:24:45.940,1781162685.940,2026-06-11T08:24:45.940+0100,335,8574,2514.705
08:24:48.486,1781162688.486,2026-06-11T08:24:48.486+0100,333,8583,2517.252
08:24:51.033,1781162691.033,2026-06-11T08:24:51.033+0100,333,8595,2519.798
08:24:53.579,1781162693.579,2026-06-11T08:24:53.579+0100,335,8606,2522.345
08:24:56.126,1781162696.126,2026-06-11T08:24:56.126+0100,337,8619,2524.891
08:24:58.672,1781162698.672,2026-06-11T08:24:58.672+0100,340,8628,2527.438
08:25:01.219,1781162701.219,2026-06-11T08:25:01.219+0100,342,8641,2529.984
08:25:03.765,1781162703.765,2026-06-11T08:25:03.765+0100,347,8656,2532.531
08:25:06.312,1781162706.312,2026-06-11T08:25:06.312+0100,351,8664,2535.077
08:25:08.858,1781162708.858,2026-06-11T08:25:08.858+0100,348,8677,2537.624
08:25:11.405,1781162711.405,2026-06-11T08:25:11.405+0100,346,8686,2540.170
08:25:13.951,1781162713.951,2026-06-11T08:25:13.951+0100,328,8696,2542.717
08:25:16.498,1781162716.498,2026-06-11T08:25:16.498+0100,221,8701,2545.263
08:25:19.044,1781162719.044,2026-06-11T08:25:19.044+0100,219,8710,2547.810
08:25:21.591,1781162721.591,2026-06-11T08:25:21.591+0100,225,8716,2550.356
08:25:24.137,1781162724.137,2026-06-11T08:25:24.137+0100,232,8725,2552.903
08:25:26.684,1781162726.684,2026-06-11T08:25:26.684+0100,236,8731,2555.449
08:25:29.230,1781162729.230,2026-06-11T08:25:29.230+0100,243,8742,2557.996
08:25:31.777,1781162731.777,2026-06-11T08:25:31.777+0100,249,8752,2560.542
08:25:34.323,1781162734.323,2026-06-11T08:25:34.323+0100,254,8758,2563.089
08:25:36.870,1781162736.870,2026-06-11T08:25:36.870+0100,258,8768,2565.635
08:25:39.416,1781162739.416,2026-06-11T08:25:39.416+0100,259,8775,2568.182
08:25:41.963,1781162741.963,2026-06-11T08:25:41.963+0100,260,8785,2570.728
08:25:44.509,1781162744.509,2026-06-11T08:25:44.509+0100,262,8792,2573.275
08:25:47.056,1781162747.056,2026-06-11T08:25:47.056+0100,266,8804,2575.821
08:25:49.602,1781162749.602,2026-06-11T08:25:49.602+0100,267,8811,2578.368
08:25:52.149,1781162752.149,2026-06-11T08:25:52.149+0100,265,8820,2580.914
08:25:54.695,1781162754.695,2026-06-11T08:25:54.695+0100,267,8827,2583.461
08:25:57.242,1781162757.242,2026-06-11T08:25:57.242+0100,270,8838,2586.007
08:25:59.788,1781162759.788,2026-06-11T08:25:59.788+0100,272,8849,2588.554
08:26:02.335,1781162762.335,2026-06-11T08:26:02.335+0100,274,8856,2591.100
08:26:04.881,1781162764.881,2026-06-11T08:26:04.881+0100,276,8866,2593.647
08:26:07.428,1781162767.428,2026-06-11T08:26:07.428+0100,276,8873,2596.193
08:26:09.974,1781162769.974,2026-06-11T08:26:09.974+0100,274,8883,2598.740
08:26:12.521,1781162772.521,2026-06-11T08:26:12.521+0100,274,8890,2601.286
08:26:15.067,1781162775.067,2026-06-11T08:26:15.067+0100,278,8899,2603.833
08:26:17.614,1781162777.614,2026-06-11T08:26:17.614+0100,273,8907,2606.379
08:26:20.160,1781162780.160,2026-06-11T08:26:20.160+0100,273,8917,2608.926
08:26:22.707,1781162782.707,2026-06-11T08:26:22.707+0100,273,8924,2611.472
08:26:25.253,1781162785.253,2026-06-11T08:26:25.253+0100,275,8934,2614.019
08:26:27.800,1781162787.800,2026-06-11T08:26:27.800+0100,279,8945,2616.565
08:26:30.346,1781162790.346,2026-06-11T08:26:30.346+0100,283,8954,2619.112
08:26:32.893,1781162792.893,2026-06-11T08:26:32.893+0100,284,8963,2621.658
08:26:35.439,1781162795.439,2026-06-11T08:26:35.439+0100,284,8970,2624.205
08:26:37.986,1781162797.986,2026-06-11T08:26:37.986+0100,288,8982,2626.751
08:26:40.532,1781162800.532,2026-06-11T08:26:40.532+0100,293,8989,2629.298
08:26:43.079,1781162803.079,2026-06-11T08:26:43.079+0100,292,8999,2631.844
08:26:45.625,1781162805.625,2026-06-11T08:26:45.625+0100,291,9006,2634.391
08:26:48.172,1781162808.172,2026-06-11T08:26:48.172+0100,292,9017,2636.937
08:26:50.718,1781162810.718,2026-06-11T08:26:50.718+0100,292,9024,2639.484
08:26:53.265,1781162813.265,2026-06-11T08:26:53.265+0100,294,9035,2642.030
08:26:55.811,1781162815.811,2026-06-11T08:26:55.811+0100,294,9046,2644.577
08:26:58.358,1781162818.358,2026-06-11T08:26:58.358+0100,291,9052,2647.123
08:27:00.904,1781162820.904,2026-06-11T08:27:00.904+0100,290,9063,2649.670
08:27:03.451,1781162823.451,2026-06-11T08:27:03.451+0100,291,9071,2652.216
08:27:05.997,1781162825.997,2026-06-11T08:27:05.997+0100,291,9082,2654.763
08:27:08.544,1781162828.544,2026-06-11T08:27:08.544+0100,292,9090,2657.309
08:27:11.090,1781162831.090,2026-06-11T08:27:11.090+0100,289,9099,2659.856
08:27:13.637,1781162833.637,2026-06-11T08:27:13.637+0100,292,9107,2662.402
08:27:16.183,1781162836.183,2026-06-11T08:27:16.183+0100,290,9116,2664.949
08:27:18.730,1781162838.730,2026-06-11T08:27:18.730+0100,285,9124,2667.495
08:27:21.276,1781162841.276,2026-06-11T08:27:21.276+0100,285,9135,2670.042
08:27:23.823,1781162843.823,2026-06-11T08:27:23.823+0100,285,9145,2672.588
08:27:26.369,1781162846.369,2026-06-11T08:27:26.369+0100,285,9152,2675.135
08:27:28.916,1781162848.916,2026-06-11T08:27:28.916+0100,287,9163,2677.681
08:27:31.462,1781162851.462,2026-06-11T08:27:31.462+0100,289,9170,2680.228
08:27:34.009,1781162854.009,2026-06-11T08:27:34.009+0100,289,9179,2682.774
08:27:36.555,1781162856.555,2026-06-11T08:27:36.555+0100,287,9186,2685.321
08:27:39.102,1781162859.102,2026-06-11T08:27:39.102+0100,288,9198,2687.867
08:27:41.648,1781162861.648,2026-06-11T08:27:41.648+0100,293,9206,2690.414
08:27:44.195,1781162864.195,2026-06-11T08:27:44.195+0100,309,9220,2692.960
08:27:46.741,1781162866.741,2026-06-11T08:27:46.741+0100,381,9233,2695.507
08:27:49.288,1781162869.288,2026-06-11T08:27:49.288+0100,376,9243,2698.053
08:27:51.834,1781162871.834,2026-06-11T08:27:51.834+0100,372,9255,2700.600
08:27:54.381,1781162874.381,2026-06-11T08:27:54.381+0100,371,9264,2703.146
08:27:56.927,1781162876.927,2026-06-11T08:27:56.927+0100,371,9278,2705.693
08:27:59.474,1781162879.474,2026-06-11T08:27:59.474+0100,375,9288,2708.239
08:28:02.020,1781162882.020,2026-06-11T08:28:02.020+0100,375,9300,2710.786
08:28:04.567,1781162884.567,2026-06-11T08:28:04.567+0100,376,9310,2713.332
08:28:07.113,1781162887.113,2026-06-11T08:28:07.113+0100,373,9323,2715.879
08:28:09.660,1781162889.660,2026-06-11T08:28:09.660+0100,372,9332,2718.425
08:28:12.206,1781162892.206,2026-06-11T08:28:12.206+0100,379,9345,2720.972
08:28:14.753,1781162894.753,2026-06-11T08:28:14.753+0100,377,9359,2723.518
08:28:17.299,1781162897.299,2026-06-11T08:28:17.299+0100,373,9369,2726.065
08:28:19.846,1781162899.846,2026-06-11T08:28:19.846+0100,374,9383,2728.611
08:28:22.392,1781162902.392,2026-06-11T08:28:22.392+0100,371,9393,2731.158
08:28:24.939,1781162904.939,2026-06-11T08:28:24.939+0100,370,9405,2733.704
08:28:27.485,1781162907.485,2026-06-11T08:28:27.485+0100,369,9415,2736.251
08:28:30.032,1781162910.032,2026-06-11T08:28:30.032+0100,366,9428,2738.797
08:28:32.578,1781162912.578,2026-06-11T08:28:32.578+0100,367,9438,2741.344
08:28:35.125,1781162915.125,2026-06-11T08:28:35.125+0100,372,9453,2743.890
08:28:37.671,1781162917.671,2026-06-11T08:28:37.671+0100,369,9462,2746.437
08:28:40.218,1781162920.218,2026-06-11T08:28:40.218+0100,368,9476,2748.983
08:28:42.764,1781162922.764,2026-06-11T08:28:42.764+0100,367,9488,2751.530
08:28:45.311,1781162925.311,2026-06-11T08:28:45.311+0100,363,9497,2754.076
08:28:47.857,1781162927.857,2026-06-11T08:28:47.857+0100,363,9512,2756.623
08:28:50.404,1781162930.404,2026-06-11T08:28:50.404+0100,363,9521,2759.169
08:28:52.950,1781162932.950,2026-06-11T08:28:52.950+0100,365,9534,2761.716
08:28:55.496,1781162935.496,2026-06-11T08:28:55.496+0100,366,9544,2764.262
08:28:58.043,1781162938.043,2026-06-11T08:28:58.043+0100,362,9557,2766.809
08:29:00.589,1781162940.589,2026-06-11T08:29:00.589+0100,359,9565,2769.355
08:29:03.136,1781162943.136,2026-06-11T08:29:03.136+0100,355,9578,2771.902
08:29:05.682,1781162945.682,2026-06-11T08:29:05.682+0100,357,9587,2774.448
08:29:08.229,1781162948.229,2026-06-11T08:29:08.229+0100,356,9601,2776.995
08:29:10.775,1781162950.775,2026-06-11T08:29:10.775+0100,350,9613,2779.541
08:29:13.322,1781162953.322,2026-06-11T08:29:13.322+0100,346,9622,2782.088
08:29:15.868,1781162955.868,2026-06-11T08:29:15.868+0100,362,9640,2784.634
08:29:18.415,1781162958.415,2026-06-11T08:29:18.415+0100,363,9648,2787.181
08:29:20.961,1781162960.961,2026-06-11T08:29:20.961+0100,361,9661,2789.727
08:29:23.508,1781162963.508,2026-06-11T08:29:23.508+0100,361,9671,2792.274
08:29:26.054,1781162966.054,2026-06-11T08:29:26.054+0100,359,9683,2794.820
08:29:28.601,1781162968.601,2026-06-11T08:29:28.601+0100,357,9692,2797.367
08:29:31.147,1781162971.147,2026-06-11T08:29:31.147+0100,357,9705,2799.913
08:29:33.694,1781162973.694,2026-06-11T08:29:33.694+0100,359,9714,2802.459
08:29:36.240,1781162976.240,2026-06-11T08:29:36.240+0100,359,9729,2805.006
08:29:38.787,1781162978.787,2026-06-11T08:29:38.787+0100,364,9741,2807.552
08:29:41.333,1781162981.333,2026-06-11T08:29:41.333+0100,357,9750,2810.099
08:29:43.880,1781162983.880,2026-06-11T08:29:43.880+0100,351,9761,2812.645
08:29:46.426,1781162986.426,2026-06-11T08:29:46.426+0100,359,9771,2815.192
08:29:48.973,1781162988.973,2026-06-11T08:29:48.973+0100,354,9783,2817.738
08:29:51.519,1781162991.519,2026-06-11T08:29:51.519+0100,348,9790,2820.285
08:29:54.066,1781162994.066,2026-06-11T08:29:54.066+0100,353,9804,2822.831
08:29:56.612,1781162996.612,2026-06-11T08:29:56.612+0100,354,9813,2825.378
08:29:59.159,1781162999.159,2026-06-11T08:29:59.159+0100,358,9826,2827.924
08:30:01.705,1781163001.705,2026-06-11T08:30:01.705+0100,359,9835,2830.471
08:30:04.252,1781163004.252,2026-06-11T08:30:04.252+0100,364,9850,2833.017
08:30:06.798,1781163006.798,2026-06-11T08:30:06.798+0100,363,9862,2835.564
08:30:09.345,1781163009.345,2026-06-11T08:30:09.345+0100,363,9871,2838.110
08:30:11.891,1781163011.891,2026-06-11T08:30:11.891+0100,367,9886,2840.657
08:30:14.437,1781163014.437,2026-06-11T08:30:14.437+0100,365,9893,2843.203
08:30:16.984,1781163016.984,2026-06-11T08:30:16.984+0100,358,9904,2845.750
08:30:19.530,1781163019.530,2026-06-11T08:30:19.530+0100,357,9911,2848.296
08:30:22.077,1781163022.077,2026-06-11T08:30:22.077+0100,352,9923,2850.843
08:30:24.623,1781163024.623,2026-06-11T08:30:24.623+0100,375,9939,2853.389
08:30:27.170,1781163027.170,2026-06-11T08:30:27.170+0100,376,9954,2855.936
08:30:29.716,1781163029.716,2026-06-11T08:30:29.716+0100,381,9965,2858.482
08:30:32.263,1781163032.263,2026-06-11T08:30:32.263+0100,363,9975,2861.029
08:30:34.809,1781163034.809,2026-06-11T08:30:34.809+0100,353,9986,2863.575
08:30:37.356,1781163037.356,2026-06-11T08:30:37.356+0100,354,9996,2866.121
08:30:39.902,1781163039.902,2026-06-11T08:30:39.902+0100,354,10010,2868.668
08:30:42.449,1781163042.449,2026-06-11T08:30:42.449+0100,348,10018,2871.214
08:30:44.995,1781163044.995,2026-06-11T08:30:44.995+0100,325,10025,2873.761
08:30:47.542,1781163047.542,2026-06-11T08:30:47.542+0100,244,10031,2876.307
08:30:50.088,1781163050.088,2026-06-11T08:30:50.088+0100,235,10039,2878.854
08:30:52.635,1781163052.635,2026-06-11T08:30:52.635+0100,240,10045,2881.400
08:30:55.181,1781163055.181,2026-06-11T08:30:55.181+0100,232,10052,2883.947
08:30:57.728,1781163057.728,2026-06-11T08:30:57.728+0100,207,10053,2886.493
08:31:00.274,1781163060.274,2026-06-11T08:31:00.274+0100,188,10056,2889.040
08:31:02.821,1781163062.821,2026-06-11T08:31:02.821+0100,186,10064,2891.586
08:31:05.367,1781163065.367,2026-06-11T08:31:05.367+0100,198,10072,2894.133
08:31:07.914,1781163067.914,2026-06-11T08:31:07.914+0100,199,10081,2896.679
08:31:10.460,1781163070.460,2026-06-11T08:31:10.460+0100,329,10087,2899.226
08:31:13.007,1781163073.007,2026-06-11T08:31:13.007+0100,350,10099,2901.772
08:31:15.553,1781163075.553,2026-06-11T08:31:15.553+0100,345,10102,2904.319
08:31:18.099,1781163078.099,2026-06-11T08:31:18.099+0100,332,10107,2906.865
08:31:20.646,1781163080.646,2026-06-11T08:31:20.646+0100,322,10110,2909.412
08:31:23.192,1781163083.192,2026-06-11T08:31:23.192+0100,316,10118,2911.958
08:31:25.739,1781163085.739,2026-06-11T08:31:25.739+0100,312,10127,2914.505
08:31:28.285,1781163088.285,2026-06-11T08:31:28.285+0100,305,10133,2917.051
08:31:30.832,1781163090.832,2026-06-11T08:31:30.832+0100,305,10144,2919.598
08:31:33.378,1781163093.378,2026-06-11T08:31:33.378+0100,301,10150,2922.144
08:31:35.925,1781163095.925,2026-06-11T08:31:35.925+0100,300,10159,2924.691
08:31:38.471,1781163098.471,2026-06-11T08:31:38.471+0100,294,10164,2927.237
08:31:41.018,1781163101.018,2026-06-11T08:31:41.018+0100,297,10174,2929.784
08:31:43.564,1781163103.564,2026-06-11T08:31:43.564+0100,297,10180,2932.330
08:31:46.111,1781163106.111,2026-06-11T08:31:46.111+0100,297,10189,2934.877
08:31:48.657,1781163108.657,2026-06-11T08:31:48.657+0100,303,10195,2937.423
08:31:51.204,1781163111.204,2026-06-11T08:31:51.204+0100,301,10206,2939.970
08:31:53.750,1781163113.750,2026-06-11T08:31:53.750+0100,304,10217,2942.516
08:31:56.297,1781163116.297,2026-06-11T08:31:56.297+0100,303,10224,2945.063
08:31:58.843,1781163118.843,2026-06-11T08:31:58.843+0100,213,10232,2947.609
08:32:01.390,1781163121.390,2026-06-11T08:32:01.390+0100,223,10239,2950.156
08:32:03.936,1781163123.936,2026-06-11T08:32:03.936+0100,225,10250,2952.702
08:32:06.483,1781163126.483,2026-06-11T08:32:06.483+0100,227,10257,2955.249
08:32:09.029,1781163129.029,2026-06-11T08:32:09.029+0100,228,10268,2957.795
08:32:11.576,1781163131.576,2026-06-11T08:32:11.576+0100,228,10274,2960.342
08:32:14.122,1781163134.122,2026-06-11T08:32:14.122+0100,225,10284,2962.888
08:32:16.669,1781163136.669,2026-06-11T08:32:16.669+0100,228,10292,2965.435
08:32:19.215,1781163139.215,2026-06-11T08:32:19.215+0100,216,10300,2967.981
08:32:21.762,1781163141.762,2026-06-11T08:32:21.762+0100,204,10308,2970.528
08:32:24.308,1781163144.308,2026-06-11T08:32:24.308+0100,205,10315,2973.074
08:32:26.855,1781163146.855,2026-06-11T08:32:26.855+0100,208,10326,2975.621
08:32:29.401,1781163149.401,2026-06-11T08:32:29.401+0100,201,10332,2978.167
08:32:31.948,1781163151.948,2026-06-11T08:32:31.948+0100,188,10337,2980.714
08:32:34.494,1781163154.494,2026-06-11T08:32:34.494+0100,199,10347,2983.260
08:32:37.041,1781163157.041,2026-06-11T08:32:37.041+0100,200,10358,2985.807
08:32:39.587,1781163159.587,2026-06-11T08:32:39.587+0100,195,10363,2988.353
08:32:42.134,1781163162.134,2026-06-11T08:32:42.134+0100,194,10371,2990.900
08:32:44.680,1781163164.680,2026-06-11T08:32:44.680+0100,198,10378,2993.446
08:32:47.227,1781163167.227,2026-06-11T08:32:47.227+0100,212,10388,2995.993
08:32:49.773,1781163169.773,2026-06-11T08:32:49.773+0100,283,10404,2998.539
08:32:52.320,1781163172.320,2026-06-11T08:32:52.320+0100,283,10411,3001.086
08:32:54.866,1781163174.866,2026-06-11T08:32:54.866+0100,273,10419,3003.632
08:32:57.413,1781163177.413,2026-06-11T08:32:57.413+0100,271,10424,3006.179
08:32:59.959,1781163179.959,2026-06-11T08:32:59.959+0100,296,10437,3008.725
08:33:02.506,1781163182.506,2026-06-11T08:33:02.506+0100,283,10443,3011.272
08:33:05.052,1781163185.052,2026-06-11T08:33:05.052+0100,300,10451,3013.818
08:33:07.599,1781163187.599,2026-06-11T08:33:07.599+0100,290,10459,3016.365
08:33:10.145,1781163190.145,2026-06-11T08:33:10.145+0100,303,10473,3018.911
08:33:12.692,1781163192.692,2026-06-11T08:33:12.692+0100,317,10481,3021.458
08:33:15.238,1781163195.238,2026-06-11T08:33:15.238+0100,313,10491,3024.004
08:33:17.785,1781163197.785,2026-06-11T08:33:17.785+0100,310,10502,3026.551
08:33:20.331,1781163200.331,2026-06-11T08:33:20.331+0100,381,10512,3029.097
08:33:22.878,1781163202.878,2026-06-11T08:33:22.878+0100,431,10530,3031.644
08:33:25.424,1781163205.424,2026-06-11T08:33:25.424+0100,426,10540,3034.190
08:33:27.971,1781163207.971,2026-06-11T08:33:27.971+0100,420,10555,3036.737
08:33:30.517,1781163210.517,2026-06-11T08:33:30.517+0100,421,10564,3039.283
08:33:33.064,1781163213.064,2026-06-11T08:33:33.064+0100,430,10582,3041.830
08:33:35.610,1781163215.610,2026-06-11T08:33:35.610+0100,437,10595,3044.376
08:33:38.157,1781163218.157,2026-06-11T08:33:38.157+0100,436,10611,3046.923
08:33:40.703,1781163220.703,2026-06-11T08:33:40.703+0100,434,10622,3049.469
08:33:43.250,1781163223.250,2026-06-11T08:33:43.250+0100,425,10635,3052.016
08:33:45.796,1781163225.796,2026-06-11T08:33:45.796+0100,437,10654,3054.562
08:33:48.343,1781163228.343,2026-06-11T08:33:48.343+0100,425,10663,3057.109
08:33:50.889,1781163230.889,2026-06-11T08:33:50.889+0100,423,10679,3059.655
08:33:53.436,1781163233.436,2026-06-11T08:33:53.436+0100,416,10691,3062.202
08:33:55.982,1781163235.982,2026-06-11T08:33:55.982+0100,399,10703,3064.748
08:33:58.529,1781163238.529,2026-06-11T08:33:58.529+0100,399,10712,3067.295
08:34:01.075,1781163241.075,2026-06-11T08:34:01.075+0100,394,10725,3069.841
08:34:03.622,1781163243.622,2026-06-11T08:34:03.622+0100,394,10735,3072.388
08:34:06.168,1781163246.168,2026-06-11T08:34:06.168+0100,391,10750,3074.934
08:34:08.715,1781163248.715,2026-06-11T08:34:08.715+0100,386,10759,3077.481
08:34:11.261,1781163251.261,2026-06-11T08:34:11.261+0100,385,10772,3080.027
08:34:13.808,1781163253.808,2026-06-11T08:34:13.808+0100,382,10785,3082.574
08:34:16.354,1781163256.354,2026-06-11T08:34:16.354+0100,373,10792,3085.120
08:34:18.901,1781163258.901,2026-06-11T08:34:18.901+0100,369,10805,3087.667
08:34:21.447,1781163261.447,2026-06-11T08:34:21.447+0100,366,10813,3090.213
08:34:23.994,1781163263.994,2026-06-11T08:34:23.994+0100,363,10827,3092.760
08:34:26.540,1781163266.540,2026-06-11T08:34:26.540+0100,363,10838,3095.306
08:34:29.087,1781163269.087,2026-06-11T08:34:29.087+0100,350,10849,3097.853
08:34:31.634,1781163271.634,2026-06-11T08:34:31.634+0100,357,10859,3100.399
08:34:34.180,1781163274.180,2026-06-11T08:34:34.180+0100,360,10875,3102.946
08:34:36.727,1781163276.727,2026-06-11T08:34:36.727+0100,365,10886,3105.492
08:34:39.273,1781163279.273,2026-06-11T08:34:39.273+0100,361,10897,3108.039
08:34:41.820,1781163281.820,2026-06-11T08:34:41.820+0100,367,10913,3110.585
08:34:44.366,1781163284.366,2026-06-11T08:34:44.366+0100,367,10923,3113.132
08:34:46.913,1781163286.913,2026-06-11T08:34:46.913+0100,359,10935,3115.678
08:34:49.459,1781163289.459,2026-06-11T08:34:49.459+0100,354,10942,3118.225
08:34:52.006,1781163292.006,2026-06-11T08:34:52.006+0100,352,10955,3120.771
08:34:54.552,1781163294.552,2026-06-11T08:34:54.552+0100,356,10965,3123.318
08:34:57.099,1781163297.099,2026-06-11T08:34:57.099+0100,354,10977,3125.864
08:34:59.645,1781163299.645,2026-06-11T08:34:59.645+0100,355,10986,3128.411
08:35:02.192,1781163302.192,2026-06-11T08:35:02.192+0100,349,10999,3130.957
08:35:04.738,1781163304.738,2026-06-11T08:35:04.738+0100,347,11011,3133.504
08:35:07.285,1781163307.285,2026-06-11T08:35:07.285+0100,346,11020,3136.050
08:35:09.831,1781163309.831,2026-06-11T08:35:09.831+0100,348,11034,3138.597
08:35:12.378,1781163312.378,2026-06-11T08:35:12.378+0100,352,11042,3141.143
08:35:14.924,1781163314.924,2026-06-11T08:35:14.924+0100,352,11055,3143.690
08:35:17.471,1781163317.471,2026-06-11T08:35:17.471+0100,341,11063,3146.236
08:35:20.017,1781163320.017,2026-06-11T08:35:20.017+0100,349,11078,3148.783
08:35:22.564,1781163322.564,2026-06-11T08:35:22.564+0100,360,11088,3151.329
08:35:25.110,1781163325.110,2026-06-11T08:35:25.110+0100,364,11101,3153.876
08:35:27.657,1781163327.657,2026-06-11T08:35:27.657+0100,362,11110,3156.422
08:35:30.203,1781163330.203,2026-06-11T08:35:30.203+0100,360,11123,3158.969
08:35:32.750,1781163332.750,2026-06-11T08:35:32.750+0100,350,11133,3161.515
08:35:35.296,1781163335.296,2026-06-11T08:35:35.296+0100,355,11143,3164.062
08:35:37.843,1781163337.843,2026-06-11T08:35:37.843+0100,355,11155,3166.608
08:35:40.389,1781163340.389,2026-06-11T08:35:40.389+0100,358,11164,3169.155
08:35:42.936,1781163342.936,2026-06-11T08:35:42.936+0100,358,11176,3171.701
